day,year,crime_date,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
3,2019,2019-07-03,07,03,77.3,70.4,1011.3,9.4,6.0,19.0,27.0,86.0,71.1,1.34,999.9,0,805
4,2019,2019-07-04,07,04,78.8,69.7,1012.6,9.0,6.2,11.1,17.1,91.0,70.0,0.01,999.9,0,800
5,2019,2019-07-05,07,05,82.8,71.5,1013.8,9.3,6.4,11.1,15.9,91.9,75.9,0.0,999.9,0,890
6,2019,2019-07-06,07,06,80.1,69.6,1014.1,9.8,8.0,15.9,24.1,89.1,73.0,0.0,999.9,0,815
7,2019,2019-07-07,07,07,72.0,59.7,1016.0,10.0,11.8,17.1,22.9,79.0,66.9,0.0,999.9,0,774
1,2019,2019-07-08,07,08,73.3,54.0,1016.7,10.0,7.2,13.0,999.9,82.9,64.9,0.0,999.9,0,830
2,2019,2019-07-09,07,09,76.8,59.7,1015.4,9.8,5.5,9.9,20.0,89.1,66.9,0.0,999.9,0,743
3,2019,2019-07-10,07,10,85.0,68.0,1011.6,9.9,8.9,13.0,24.1,96.1,75.9,0.0,999.9,0,837
4,2019,2019-07-11,07,11,78.7,62.5,1011.5,10.0,7.8,12.0,19.0,91.9,71.1,0.0,999.9,0,764
5,2019,2019-07-12,07,12,74.1,57.4,1014.0,10.0,4.6,9.9,999.9,87.1,62.1,0.0,999.9,0,787
6,2019,2019-07-13,07,13,82.4,65.4,1013.5,10.0,8.7,15.0,21.0,93.9,73.0,0.0,999.9,0,893
7,2019,2019-07-14,07,14,80.2,65.8,1017.5,10.0,7.4,13.0,999.9,90.0,73.0,0.14,999.9,0,789
1,2019,2019-07-15,07,15,82.3,67.0,1016.2,10.0,10.0,19.0,28.9,91.9,75.0,0.0,999.9,0,821
2,2019,2019-07-16,07,16,77.6,69.6,1012.8,9.3,7.1,15.0,22.9,86.0,72.0,0.07,999.9,0,754
3,2019,2019-07-17,07,17,81.6,72.5,1011.1,9.7,4.3,9.9,999.9,91.0,73.9,0.08,999.9,0,803
4,2019,2019-07-18,07,18,79.2,73.5,1009.8,8.7,8.5,18.1,28.0,88.0,71.1,0.28,999.9,0,760
5,2019,2019-07-19,07,19,86.5,77.9,1008.1,10.0,10.4,15.0,22.0,95.0,81.0,1.43,999.9,0,801
6,2019,2019-07-20,07,20,86.0,75.8,1009.4,10.0,12.9,20.0,33.0,97.0,75.9,0.01,999.9,0,826
7,2019,2019-07-21,07,21,75.7,68.6,1011.7,9.9,9.1,15.9,22.0,81.0,71.1,0.32,999.9,0,774
1,2019,2019-07-22,07,22,71.9,55.7,1015.7,10.0,12.2,19.0,27.0,75.9,68.0,0.0,999.9,0,790
2,2019,2019-07-23,07,23,70.8,54.8,1018.2,10.0,7.1,14.0,19.0,81.0,62.1,0.0,999.9,0,787
3,2019,2019-07-24,07,24,71.7,53.9,1020.0,10.0,5.0,9.9,14.0,80.1,62.1,0.0,999.9,0,745
4,2019,2019-07-25,07,25,74.3,53.3,1020.9,10.0,4.7,8.9,15.9,86.0,63.0,0.0,999.9,0,799
5,2019,2019-07-26,07,26,76.7,60.4,1020.9,10.0,7.9,15.0,20.0,86.0,68.0,0.0,999.9,0,816
6,2019,2019-07-27,07,27,80.2,64.1,1018.4,10.0,11.8,17.1,28.0,89.1,72.0,0.0,999.9,0,825
7,2019,2019-07-28,07,28,81.5,66.3,1016.1,10.0,10.1,17.1,24.1,90.0,73.0,0.0,999.9,0,831
1,2019,2019-07-29,07,29,77.5,68.4,1011.3,9.6,9.8,14.0,22.9,87.1,72.0,0.0,999.9,0,815
2,2019,2019-07-30,07,30,73.3,64.3,1014.1,10.0,6.3,11.1,18.1,79.0,66.9,0.68,999.9,0,776
3,2019,2019-07-31,07,31,70.3,56.1,1019.9,10.0,8.5,13.0,19.0,75.9,63.0,0.0,999.9,0,713
4,2019,2019-08-01,08,01,71.0,55.3,1021.0,10.0,5.5,11.1,15.9,80.1,60.1,0.0,999.9,0,905
5,2019,2019-08-02,08,02,74.2,57.2,1020.0,10.0,5.6,9.9,20.0,82.0,63.0,0.0,999.9,0,881
6,2019,2019-08-03,08,03,76.5,60.2,1017.8,10.0,4.0,8.9,999.9,89.1,64.0,0.0,999.9,0,869
7,2019,2019-08-04,08,04,79.4,62.2,1015.9,10.0,5.1,8.9,999.9,86.0,73.0,0.0,999.9,0,842
1,2019,2019-08-05,08,05,80.1,65.3,1013.6,10.0,5.7,14.0,20.0,91.0,71.1,0.0,999.9,0,808
2,2019,2019-08-06,08,06,77.1,66.0,1008.6,9.5,7.5,13.0,17.1,87.1,70.0,0.27,999.9,0,783
3,2019,2019-08-07,08,07,77.8,63.4,1009.2,10.0,5.9,14.0,21.0,88.0,68.0,0.0,999.9,0,778
4,2019,2019-08-08,08,08,80.2,60.1,1008.5,10.0,10.1,17.1,28.9,88.0,73.0,0.0,999.9,0,818
5,2019,2019-08-09,08,09,73.8,54.6,1012.7,10.0,5.2,8.9,17.1,82.9,63.0,0.0,999.9,0,795
6,2019,2019-08-10,08,10,75.0,56.8,1014.8,10.0,5.3,11.1,15.9,86.0,66.9,0.0,999.9,0,798
7,2019,2019-08-11,08,11,75.7,60.7,1014.8,10.0,6.8,11.1,20.0,84.0,69.1,0.0,999.9,0,802
1,2019,2019-08-12,08,12,77.3,71.6,1011.2,8.0,4.4,15.0,20.0,82.9,73.9,0.0,999.9,0,709
2,2019,2019-08-13,08,13,76.1,70.4,1008.7,6.4,5.4,12.0,999.9,84.9,70.0,0.54,999.9,0,762
3,2019,2019-08-14,08,14,73.8,67.3,1012.1,9.6,5.3,17.1,24.1,84.0,66.0,0.23,999.9,0,792
4,2019,2019-08-15,08,15,71.5,62.1,1014.4,10.0,7.9,12.0,19.0,78.1,64.9,0.45,999.9,0,812
5,2019,2019-08-16,08,16,73.2,62.5,1012.9,10.0,7.4,15.9,25.1,84.9,64.9,0.0,999.9,0,774
6,2019,2019-08-17,08,17,74.7,68.0,1011.2,10.0,5.3,8.9,999.9,82.0,69.1,0.0,999.9,0,811
7,2019,2019-08-18,08,18,75.1,69.2,1009.8,9.5,7.6,18.1,42.9,82.9,69.1,0.07,999.9,0,759
1,2019,2019-08-19,08,19,77.8,68.4,1013.7,10.0,3.6,8.9,999.9,84.9,71.1,1.37,999.9,0,787
2,2019,2019-08-20,08,20,75.9,71.3,1014.3,9.6,4.6,13.0,19.0,81.0,71.1,0.0,999.9,0,731
3,2019,2019-08-21,08,21,74.0,67.5,1013.4,9.9,5.5,13.0,22.0,84.0,64.9,0.17,999.9,0,721
4,2019,2019-08-22,08,22,74.3,62.2,1014.5,10.0,8.0,15.9,21.0,78.1,69.1,0.0,999.9,0,754
5,2019,2019-08-23,08,23,70.6,53.4,1020.1,10.0,10.1,15.0,19.0,75.0,66.0,0.0,999.9,0,780
6,2019,2019-08-24,08,24,69.4,52.3,1023.3,10.0,8.7,13.0,21.0,73.9,63.0,0.0,999.9,0,818
7,2019,2019-08-25,08,25,70.0,53.1,1019.1,10.0,8.8,13.0,21.0,78.1,62.1,0.0,999.9,0,766
1,2019,2019-08-26,08,26,72.2,64.1,1009.9,9.6,9.4,15.0,22.9,78.1,66.0,0.13,999.9,0,729
2,2019,2019-08-27,08,27,72.9,63.3,1007.9,10.0,9.7,15.9,28.0,81.0,66.0,0.45,999.9,0,731
3,2019,2019-08-28,08,28,69.6,52.5,1012.4,10.0,11.8,19.0,31.1,77.0,60.1,0.0,999.9,0,752
4,2019,2019-08-29,08,29,71.5,57.4,1012.8,10.0,10.6,22.0,32.1,86.0,60.1,0.0,999.9,0,772
5,2019,2019-08-30,08,30,70.8,53.7,1016.6,10.0,7.0,14.0,18.1,80.1,62.1,0.0,999.9,0,765
6,2019,2019-08-31,08,31,68.3,52.4,1023.4,10.0,8.2,15.0,15.9,75.9,64.0,0.0,999.9,0,775
7,2019,2019-09-01,09,01,67.4,61.0,1020.2,8.9,5.2,12.0,999.9,73.0,62.1,0.78,999.9,0,884
1,2019,2019-09-02,09,02,71.3,62.2,1018.0,8.4,3.8,8.0,999.9,82.9,62.1,0.67,999.9,0,777
2,2019,2019-09-03,09,03,73.1,65.5,1012.9,9.9,9.5,22.0,40.0,81.0,68.0,0.0,999.9,0,675
3,2019,2019-09-04,09,04,68.4,57.0,1015.7,10.0,9.3,15.0,20.0,81.0,62.1,0.17,999.9,0,683
4,2019,2019-09-05,09,05,64.8,51.9,1020.4,10.0,4.4,8.9,999.9,73.9,57.0,0.0,999.9,0,647
5,2019,2019-09-06,09,06,68.4,58.4,1013.6,10.0,8.8,15.0,24.1,75.0,64.9,0.0,999.9,0,771
6,2019,2019-09-07,09,07,68.1,56.3,1016.5,10.0,7.6,14.0,20.0,79.0,57.0,0.0,999.9,0,735
7,2019,2019-09-08,09,08,66.1,55.9,1018.1,10.0,8.2,11.1,999.9,73.0,62.1,0.0,999.9,0,720
1,2019,2019-09-09,09,09,67.5,60.2,1020.6,10.0,5.7,9.9,999.9,78.1,62.6,0.05,999.9,0,778
2,2019,2019-09-10,09,10,79.4,67.8,1016.9,10.0,10.0,17.1,25.1,91.0,73.0,0.01,999.9,0,721
3,2019,2019-09-11,09,11,81.6,71.7,1017.4,9.8,7.9,17.1,24.1,91.0,75.0,0.0,999.9,0,749
4,2019,2019-09-12,09,12,74.2,68.8,1017.3,9.4,6.3,17.1,28.0,84.9,68.0,0.37,999.9,0,784
5,2019,2019-09-13,09,13,75.1,66.4,1015.4,9.5,10.7,20.0,28.9,80.1,70.0,0.63,999.9,0,817
6,2019,2019-09-14,09,14,68.4,56.2,1020.9,10.0,6.9,12.0,19.0,81.0,57.9,0.01,999.9,0,763
7,2019,2019-09-15,09,15,71.6,63.1,1017.4,9.2,9.3,15.0,25.1,78.1,64.0,0.0,999.9,0,783
1,2019,2019-09-16,09,16,72.2,67.5,1017.8,8.6,5.1,8.9,999.9,77.0,69.1,0.15,999.9,0,807
2,2019,2019-09-17,09,17,70.3,64.7,1020.0,7.5,6.9,9.9,999.9,79.0,66.0,0.0,999.9,0,777
3,2019,2019-09-18,09,18,72.6,61.4,1018.9,10.0,7.1,9.9,17.1,82.9,64.0,0.0,999.9,0,755
4,2019,2019-09-19,09,19,74.3,58.0,1017.5,10.0,5.8,8.9,999.9,84.9,64.0,0.0,999.9,0,788
5,2019,2019-09-20,09,20,76.0,65.1,1018.1,9.8,3.7,7.0,999.9,86.0,69.1,0.01,999.9,0,814
6,2019,2019-09-21,09,21,76.6,67.9,1017.7,10.0,9.0,15.9,29.9,82.9,73.0,0.0,999.9,0,757
7,2019,2019-09-22,09,22,73.2,68.0,1013.3,8.7,10.1,17.1,25.1,78.1,71.1,0.55,999.9,0,657
1,2019,2019-09-23,09,23,68.8,58.2,1013.7,9.8,9.5,15.0,27.0,75.0,62.1,0.5,999.9,0,766
2,2019,2019-09-24,09,24,68.1,55.2,1014.2,10.0,8.2,15.0,25.1,80.1,57.9,0.0,999.9,0,755
3,2019,2019-09-25,09,25,70.8,57.0,1006.8,10.0,11.8,15.0,25.1,80.1,66.0,0.0,999.9,0,712
4,2019,2019-09-26,09,26,66.8,45.8,1012.0,10.0,9.3,12.0,21.0,75.0,57.0,0.0,999.9,0,710
5,2019,2019-09-27,09,27,64.7,50.4,1010.0,8.8,8.5,18.1,29.9,70.0,60.1,0.0,999.9,0,667
6,2019,2019-09-28,09,28,63.6,61.2,1015.3,5.7,9.3,17.1,27.0,71.1,59.0,1.54,999.9,0,699
7,2019,2019-09-29,09,29,64.1,60.7,1020.9,8.3,9.0,13.0,21.0,69.8,60.1,0.73,999.9,0,712
1,2019,2019-09-30,09,30,73.9,67.4,1016.3,7.0,6.6,15.9,25.1,87.1,64.9,0.1,999.9,1,752
2,2019,2019-10-01,10,01,79.7,68.6,1012.5,10.0,8.2,11.1,19.0,88.0,72.0,0.0,999.9,0,875
3,2019,2019-10-02,10,02,68.3,63.0,1011.5,7.2,8.6,12.0,22.9,84.9,60.1,0.0,999.9,0,729
4,2019,2019-10-03,10,03,63.1,57.8,1015.4,7.7,8.2,17.1,25.1,70.0,59.0,0.59,999.9,0,727
5,2019,2019-10-04,10,04,54.1,44.9,1026.6,10.0,9.6,14.0,999.9,59.0,48.0,0.18,999.9,0,715
6,2019,2019-10-05,10,05,56.0,46.0,1021.5,9.6,8.9,13.0,21.0,64.9,48.9,0.0,999.9,0,722
7,2019,2019-10-06,10,06,60.3,47.3,1016.6,10.0,8.3,15.0,20.0,69.1,51.1,0.28,999.9,0,670
1,2019,2019-10-07,10,07,60.1,43.3,1021.0,10.0,7.0,12.0,20.0,71.1,48.0,0.0,999.9,0,745
2,2019,2019-10-08,10,08,59.8,43.0,1022.5,10.0,3.0,8.0,999.9,71.1,48.0,0.0,999.9,0,711
3,2019,2019-10-09,10,09,61.7,45.0,1020.4,10.0,7.5,12.0,15.9,72.0,53.1,0.0,999.9,0,732
4,2019,2019-10-10,10,10,62.9,52.5,1017.4,9.9,7.0,13.0,20.0,71.1,54.0,0.0,999.9,0,645
5,2019,2019-10-11,10,11,60.0,54.8,1012.0,8.9,11.1,17.1,27.0,71.1,43.0,0.11,999.9,0,728
6,2019,2019-10-12,10,12,44.2,26.8,1015.9,10.0,14.2,21.0,33.0,55.0,37.0,0.45,999.9,0,730
7,2019,2019-10-13,10,13,48.1,32.4,1010.8,10.0,12.2,20.0,28.9,55.9,37.9,0.0,999.9,0,697
1,2019,2019-10-14,10,14,46.5,31.6,1017.2,10.0,7.4,14.0,21.0,55.0,39.0,0.0,999.9,0,684
2,2019,2019-10-15,10,15,52.3,41.4,1013.8,9.6,8.0,17.1,25.1,66.0,42.1,0.0,999.9,0,739
3,2019,2019-10-16,10,16,49.5,36.7,1011.5,10.0,13.8,21.0,29.9,62.1,46.0,0.01,999.9,0,740
4,2019,2019-10-17,10,17,47.0,36.4,1016.9,10.0,5.3,8.9,999.9,55.9,41.0,0.0,999.9,0,676
5,2019,2019-10-18,10,18,49.2,38.7,1017.4,10.0,4.8,11.1,20.0,60.1,39.0,0.0,999.9,0,704
6,2019,2019-10-19,10,19,56.3,40.2,1010.5,10.0,7.7,12.0,22.0,70.0,46.0,0.0,999.9,0,716
7,2019,2019-10-20,10,20,56.7,48.1,1010.4,9.8,5.6,9.9,999.9,66.0,51.1,0.0,999.9,0,720
1,2019,2019-10-21,10,21,58.3,51.6,1004.3,7.2,12.3,24.1,39.0,68.0,50.0,0.0,999.9,1,711
2,2019,2019-10-22,10,22,50.8,39.1,1001.9,9.9,16.1,22.0,34.0,60.1,46.9,0.08,999.9,0,660
3,2019,2019-10-23,10,23,49.2,34.1,1012.2,10.0,9.0,12.0,21.0,60.1,39.9,0.05,999.9,0,699
4,2019,2019-10-24,10,24,48.6,39.3,1021.9,10.0,5.9,13.0,22.9,57.9,42.1,0.01,999.9,0,716
5,2019,2019-10-25,10,25,46.9,35.6,1027.2,10.0,3.8,7.0,999.9,50.0,44.1,0.0,999.9,0,750
6,2019,2019-10-26,10,26,44.9,39.9,1017.3,8.0,7.4,18.1,25.1,48.9,39.0,0.0,999.9,0,558
7,2019,2019-10-27,10,27,50.3,43.0,1007.6,7.4,12.2,20.0,28.0,59.0,44.1,2.29,999.9,0,701
1,2019,2019-10-28,10,28,48.8,42.3,1016.8,9.9,4.0,7.0,999.9,55.9,42.1,0.03,999.9,0,658
2,2019,2019-10-29,10,29,42.3,38.0,1021.1,6.3,7.4,17.1,26.0,48.0,37.0,0.11,999.9,0,635
3,2019,2019-10-30,10,30,38.5,34.0,1023.8,5.9,8.4,14.0,24.1,42.8,33.1,0.51,1.2,0,577
4,2019,2019-10-31,10,31,36.0,33.8,1010.4,2.0,14.2,19.0,28.9,42.8,32.0,0.49,2.0,1,588
5,2019,2019-11-01,11,01,33.1,24.3,1022.8,9.4,8.8,13.0,25.1,46.0,25.0,0.02,2.0,0,843
6,2019,2019-11-02,11,02,39.5,31.5,1020.7,8.5,10.3,17.1,25.1,45.0,36.0,0.0,999.9,0,664
7,2019,2019-11-03,11,03,40.4,28.5,1020.3,10.0,8.0,15.0,25.1,54.0,30.9,0.0,999.9,0,718
1,2019,2019-11-04,11,04,48.6,34.8,1014.2,10.0,9.8,13.0,22.9,54.0,44.1,0.0,999.9,0,671
2,2019,2019-11-05,11,05,39.1,25.3,1023.6,10.0,9.2,15.9,25.1,46.9,33.1,0.0,999.9,0,634
3,2019,2019-11-06,11,06,40.9,25.3,1026.5,10.0,8.4,19.0,28.0,57.9,30.9,0.0,999.9,0,661
4,2019,2019-11-07,11,07,30.2,17.8,1030.9,8.8,11.6,15.9,22.9,39.2,25.0,0.0,999.9,0,661
5,2019,2019-11-08,11,08,24.6,8.0,1032.9,10.0,7.6,13.0,19.0,33.1,17.1,0.0,999.9,0,680
6,2019,2019-11-09,11,09,34.8,17.6,1019.3,10.0,10.1,15.0,22.9,48.0,28.0,0.0,999.9,0,710
7,2019,2019-11-10,11,10,42.1,31.7,1015.3,10.0,6.5,9.9,999.9,45.0,37.9,0.0,999.9,0,650
1,2019,2019-11-11,11,11,30.5,25.7,1022.2,5.4,13.4,21.0,28.0,41.0,21.2,0.13,2.0,1,494
2,2019,2019-11-12,11,12,14.9,1.7,1032.8,10.0,11.7,17.1,29.9,23.0,9.0,0.02,2.0,0,545
3,2019,2019-11-13,11,13,17.3,3.8,1026.7,10.0,10.1,17.1,28.0,26.1,12.0,0.0,2.0,0,578
4,2019,2019-11-14,11,14,28.4,20.3,1023.0,9.2,7.1,11.1,17.1,33.1,25.0,0.0,2.0,0,578
5,2019,2019-11-15,11,15,28.5,20.4,1028.6,9.2,6.0,12.0,999.9,37.9,21.9,0.0,1.2,0,756
6,2019,2019-11-16,11,16,34.7,27.3,1029.9,9.4,5.0,11.1,999.9,42.1,28.9,0.0,1.2,0,663
7,2019,2019-11-17,11,17,34.2,26.6,1019.6,10.0,6.2,9.9,22.0,42.1,28.9,0.0,999.9,0,701
1,2019,2019-11-18,11,18,37.9,33.7,1010.2,5.9,5.4,8.0,999.9,42.1,36.0,0.0,999.9,0,683
2,2019,2019-11-19,11,19,38.3,32.9,1009.1,7.4,4.2,8.9,999.9,41.0,36.0,0.0,999.9,0,682
3,2019,2019-11-20,11,20,42.5,37.6,1020.1,5.2,4.2,8.9,999.9,48.9,39.0,0.03,999.9,0,729
4,2019,2019-11-21,11,21,47.8,42.0,1012.6,8.6,14.6,25.1,38.1,55.9,42.1,0.18,999.9,0,662
5,2019,2019-11-22,11,22,37.2,27.1,1021.1,10.0,8.2,15.9,22.9,46.9,32.0,0.31,999.9,0,727
6,2019,2019-11-23,11,23,32.4,25.7,1014.3,10.0,4.8,9.9,999.9,41.0,27.0,0.0,999.9,0,702
7,2019,2019-11-24,11,24,39.4,30.8,1006.0,10.0,8.9,11.1,18.1,50.0,33.1,0.0,999.9,0,697
1,2019,2019-11-25,11,25,45.5,36.8,1003.1,10.0,7.3,12.0,18.1,55.0,37.9,0.0,999.9,0,691
2,2019,2019-11-26,11,26,42.1,35.2,1008.4,9.3,5.5,11.1,19.0,50.0,33.1,0.0,999.9,0,678
3,2019,2019-11-27,11,27,45.8,39.6,1000.7,7.7,18.3,33.0,48.0,57.0,37.0,0.49,999.9,0,637
4,2019,2019-11-28,11,28,35.2,25.1,1029.7,10.0,9.5,17.1,29.9,39.0,32.0,0.14,999.9,0,505
5,2019,2019-11-29,11,29,37.2,33.8,1028.7,7.9,4.4,8.0,999.9,39.9,35.1,0.01,999.9,0,648
6,2019,2019-11-30,11,30,38.5,34.5,1014.7,6.5,11.3,18.1,28.0,41.0,36.0,0.02,999.9,0,663
7,2019,2019-12-01,12,01,40.5,37.7,996.1,6.5,9.1,15.9,22.0,43.0,37.0,0.16,999.9,0,717
1,2019,2019-12-02,12,02,33.3,26.8,1013.5,9.6,11.7,15.9,22.9,37.9,30.9,0.06,999.9,0,709
2,2019,2019-12-03,12,03,33.5,26.3,1011.2,9.7,10.1,15.9,24.1,39.9,30.0,0.0,999.9,0,689
3,2019,2019-12-04,12,04,37.6,28.4,1005.2,10.0,11.4,19.0,28.9,44.1,32.0,0.0,999.9,0,746
4,2019,2019-12-05,12,05,36.8,28.0,1015.7,10.0,5.3,9.9,17.1,46.0,28.0,0.0,999.9,0,700
5,2019,2019-12-06,12,06,39.2,29.3,1020.8,10.0,9.6,17.1,25.1,45.0,32.0,0.0,999.9,0,736
6,2019,2019-12-07,12,07,32.0,23.4,1029.0,10.0,5.8,12.0,999.9,39.0,25.0,0.0,999.9,0,700
7,2019,2019-12-08,12,08,39.9,31.4,1017.0,9.1,10.1,15.0,31.1,48.2,35.1,0.0,999.9,0,669
1,2019,2019-12-09,12,09,47.2,43.9,1002.9,5.9,9.1,22.9,34.0,48.9,37.9,0.01,999.9,0,705
2,2019,2019-12-10,12,10,23.2,13.2,1017.8,9.8,13.8,21.0,32.1,37.9,15.1,0.01,999.9,0,675
3,2019,2019-12-11,12,11,19.2,8.3,1030.4,9.2,9.3,18.1,26.0,25.0,14.0,0.0,999.9,0,604
4,2019,2019-12-12,12,12,30.1,19.1,1028.4,9.4,9.6,18.1,33.0,46.0,19.9,0.0,999.9,0,656
5,2019,2019-12-13,12,13,39.7,27.6,1015.4,10.0,6.9,13.0,24.1,45.0,37.0,0.0,999.9,0,731
6,2019,2019-12-14,12,14,34.2,28.0,1008.2,8.8,5.1,15.0,22.0,41.0,30.0,0.0,999.9,0,682
7,2019,2019-12-15,12,15,24.8,15.1,1017.3,9.8,7.8,14.0,20.0,28.9,19.4,0.0,999.9,0,655
1,2019,2019-12-16,12,16,27.8,21.8,1022.4,7.6,5.6,9.9,999.9,30.9,24.8,0.0,999.9,0,624
2,2019,2019-12-17,12,17,26.6,18.9,1020.9,9.9,10.2,18.1,25.1,30.9,19.9,0.0,999.9,0,669
3,2019,2019-12-18,12,18,21.3,6.6,1024.6,9.9,9.8,15.0,21.0,28.9,12.9,0.0,999.9,0,652
4,2019,2019-12-19,12,19,24.3,9.6,1027.4,9.9,9.0,15.0,25.1,37.0,16.0,0.0,999.9,0,683
5,2019,2019-12-20,12,20,31.3,24.7,1030.3,6.9,3.7,7.0,999.9,41.0,24.1,0.0,999.9,0,722
6,2019,2019-12-21,12,21,39.0,28.5,1028.4,9.8,7.3,11.1,17.1,48.9,32.0,0.0,999.9,0,745
7,2019,2019-12-22,12,22,40.4,29.9,1024.9,10.0,7.7,11.1,18.1,53.1,32.0,0.0,999.9,0,680
1,2019,2019-12-23,12,23,42.8,31.8,1019.3,10.0,7.5,13.0,22.9,53.1,36.0,0.0,999.9,0,687
2,2019,2019-12-24,12,24,40.8,34.7,1018.3,6.8,4.7,11.1,21.0,55.0,28.0,0.0,999.9,1,623
3,2019,2019-12-25,12,25,48.8,40.0,1012.9,10.0,8.1,13.0,20.0,61.0,39.9,0.0,999.9,0,512
4,2019,2019-12-26,12,26,56.3,48.8,1013.0,10.0,10.3,14.0,21.0,62.1,51.1,0.0,999.9,0,608
5,2019,2019-12-27,12,27,38.3,32.1,1022.1,8.4,8.6,14.0,20.0,55.0,33.1,0.0,999.9,0,691
6,2019,2019-12-28,12,28,36.0,31.3,1023.5,6.3,5.6,11.1,999.9,46.0,30.0,0.0,999.9,0,638
7,2019,2019-12-29,12,29,54.3,50.9,1005.1,7.6,10.7,17.1,28.9,57.9,46.0,0.76,999.9,0,689
1,2019,2019-12-30,12,30,39.0,34.0,998.6,8.2,13.7,22.9,34.0,54.0,30.0,0.85,999.9,0,615
2,2019,2019-12-31,12,31,27.7,20.4,1006.2,7.1,16.8,26.0,42.9,30.9,26.1,0.01,1.2,0,547
3,2020,2020-01-01,01,01,30.6,23.0,1009.1,10.0,10.1,15,25.1,42.1,21.9,0.0,1.2,0,908
4,2020,2020-01-02,01,02,42.4,31.0,1002.3,10.0,13.2,18.1,27.0,48.9,37.0,0.0,999.9,0,635
5,2020,2020-01-03,01,03,39.6,33.0,1008.2,9.8,5.5,9.9,999.9,46.0,36.0,0.0,999.9,0,696
6,2020,2020-01-04,01,04,33.2,25.4,1014.8,8.1,8.5,13,999.9,36.0,30.2,0.0,1.2,1,637
7,2020,2020-01-05,01,05,32.3,24.1,1017.9,9.9,12.2,20,31.1,43.0,25.0,0.01,999.9,0,621
1,2020,2020-01-06,01,06,34.2,21.6,1020.1,10.0,9.7,15,28.0,42.1,26.1,0.0,999.9,0,691
2,2020,2020-01-07,01,07,34.9,21.8,1017.2,10.0,7.8,15,22.9,42.1,28.0,0.0,999.9,0,625
3,2020,2020-01-08,01,08,24.7,8.9,1025.8,10.0,10.4,17.1,28.0,37.0,17.1,0.0,999.9,0,646
4,2020,2020-01-09,01,09,34.2,21.7,1022.1,9.8,13.7,20,39.0,50.0,21.9,0.0,999.9,1,630
5,2020,2020-01-10,01,10,46.5,43.4,1016.8,5.1,10.1,24.1,38.1,50.0,39.2,0.02,999.9,1,623
6,2020,2020-01-11,01,11,36.3,34.6,1011.3,2.6,15.9,27,44.1,39.9,30.9,1.42,999.9,1,560
7,2020,2020-01-12,01,12,28.5,24.1,1024.3,7.8,7.6,24.1,35.9,32.0,25.0,0.04,1.2,1,574
1,2020,2020-01-13,01,13,32.6,27.4,1026.6,8.0,7.6,15,20.0,34.0,30.9,0.0,1.2,1,648
2,2020,2020-01-14,01,14,36.6,31.6,1021.5,7.9,8.4,15,22.0,43.0,34.0,0.0,1.2,0,662
3,2020,2020-01-15,01,15,33.5,30.6,1020.4,4.7,5.8,15,24.1,37.4,28.9,0.0,999.9,1,652
4,2020,2020-01-16,01,16,26.1,15.9,1033.3,8.9,12.3,15.9,21.0,37.0,17.1,0.0,999.9,0,674
5,2020,2020-01-17,01,17,22.1,11.0,1041.7,8.9,7.8,12,18.1,28.0,17.1,0.0,1.2,1,581
6,2020,2020-01-18,01,18,30.9,27.3,1013.0,4.8,14.5,26,40.0,37.4,17.1,0.42,1.2,1,561
7,2020,2020-01-19,01,19,10.2,1.1,1024.2,9.6,14.9,25.1,35.0,19.9,3.0,0.04,1.2,1,503
1,2020,2020-01-20,01,20,23.0,14.1,1035.7,9.7,6,11.1,999.9,32.0,17.1,0.0,1.2,1,617
2,2020,2020-01-21,01,21,23.6,15.4,1037.4,10.0,6.5,12,999.9,30.9,17.1,0.0,999.9,0,585
3,2020,2020-01-22,01,22,28.2,19.4,1026.5,9.9,10.3,15,24.1,35.1,24.1,0.0,999.9,0,633
4,2020,2020-01-23,01,23,32.5,26.4,1020.0,4.8,8.3,12,19.0,35.1,30.0,0.01,1.2,1,592
5,2020,2020-01-24,01,24,36.1,34.7,1013.4,2.5,4.8,9.9,999.9,39.0,34.0,0.16,1.2,1,657
6,2020,2020-01-25,01,25,34.1,33.2,1010.2,4.1,7.9,12,20.0,37.9,33.1,0.3,999.9,1,663
7,2020,2020-01-26,01,26,32.2,28.8,1013.8,8.1,9.9,13,19.0,34.0,28.9,0.05,999.9,1,605
1,2020,2020-01-27,01,27,31.1,26.8,1015.0,7.3,6,8.9,999.9,36.0,28.0,0.0,999.9,0,698
2,2020,2020-01-28,01,28,32.8,26.6,1019.6,9.3,4.7,7,999.9,35.1,32.0,0.0,999.9,1,680
3,2020,2020-01-29,01,29,31.7,24.6,1022.5,8.8,3,7,999.9,34.0,30.0,0.0,999.9,1,618
4,2020,2020-01-30,01,30,32.7,23.7,1023.8,8.9,3.3,8,999.9,34.0,30.9,0.09,999.9,1,617
5,2020,2020-01-31,01,31,33.6,27.3,1022.4,6.4,4.9,8,999.9,37.0,30.9,0.0,999.9,1,708
6,2020,2020-02-01,02,01,34.8,30.6,1015.5,6.1,9,17.1,25.1,37.9,33.1,0.04,999.9,1,801
7,2020,2020-02-02,02,02,41.7,31.3,1003.1,10.0,14.1,20,31.1,54.0,34.0,0.0,999.9,0,663
