"","day","temp","visib","wdsp","prcp","sndp","fog","NUM_CRIMES"
"80",7,43,8.1,11.4,0,999.9,0,0.380368098159509
"81",1,34.8,9.8,10,0,999.9,0,0.312883435582822
"82",2,31.4,6.6,11.5,0.07,3.1,1,0.18200408997955
"83",3,32.4,9.9,9.1,0.08,2,0,0.278118609406953
"84",4,40.7,7,11,0.17,999.9,0,0.449897750511247
"85",5,39.7,9.7,8.1,0.13,999.9,0,0.370143149284254
"86",6,30.8,8.3,12.1,0.01,1.2,0,0.45398773006135
"87",7,29.2,10,6.2,0,999.9,0,0.314928425357873
"88",1,34.9,10,12.4,0,999.9,0,0.23721881390593
"89",2,49.1,10,9,0.04,999.9,0,0.441717791411043
"90",3,50.1,9.2,9.4,0,999.9,0,0.388548057259714
"91",4,55.9,10,8.5,0,999.9,0,0.867075664621677
"92",5,60.6,9.5,11,0.02,999.9,0,0.595092024539877
"93",6,52,10,8.9,0.25,999.9,0,0.423312883435583
"94",7,42.9,10,10.7,0,999.9,0,0.390593047034765
"95",1,56.3,10,10.3,0,999.9,0,0.347648261758691
"96",2,55,10,6.3,0,999.9,0,0.353783231083845
"97",3,43.6,5.1,10.5,0.11,999.9,0,0.204498977505112
"98",4,47.2,3.2,7.6,0.04,999.9,1,0.359918200408998
"99",5,54.6,4.3,9.1,0.21,999.9,0,0.296523517382413
"100",6,54.5,9.8,19.2,0.82,999.9,0,0.431492842535787
"101",7,50.5,10,7.2,0,999.9,0,0.443762781186094
"102",1,58.8,10,8,0,999.9,0,0.552147239263804
"103",2,63.3,9.8,10.5,0.11,999.9,0,0.474437627811861
"104",3,58.2,10,5.1,0.03,999.9,0,0.539877300613497
"105",4,56,10,9.6,0,999.9,0,0.603271983640082
"106",5,54.8,8.8,7.1,0.34,999.9,0,0.374233128834356
"107",6,62.4,9.1,3.8,0,999.9,0,0.576687116564417
"108",7,62.3,10,7.4,0,999.9,0,0.543967280163599
"109",1,57.5,9.4,8.7,0,999.9,0,0.408997955010225
"110",2,50.8,7,14.1,0.42,999.9,0,0.49079754601227
"111",3,47.6,10,16.2,0,999.9,0,0.32719836400818
"112",4,42.2,9.9,12.7,0,999.9,0,0.366053169734151
"113",5,44.5,10,7.9,0,999.9,0,0.466257668711656
"114",6,47.5,10,4.3,0,999.9,0,0.52760736196319
"115",7,45.9,8.8,13.1,0.29,999.9,0,0.392638036809816
"116",1,47.1,10,10.7,0.34,999.9,0,0.439672801635992
"117",2,49.1,10,11.9,0,999.9,0,0.445807770961145
"118",3,49.1,10,5.4,0,999.9,0,0.439672801635992
"119",4,52.3,10,5.2,0,999.9,0,0.537832310838446
"120",5,48,10,12.1,0,999.9,0,0.333333333333333
"121",6,52.2,10,5.5,0,999.9,0,0.916155419222904
"122",7,64.9,10,5.8,0,999.9,0,0.374233128834356
"123",1,70.1,10,8.5,0,999.9,0,0.494887525562372
"124",2,67.8,10,8.4,0.2,999.9,0,0.56441717791411
"125",3,56.1,5.8,7.2,0.78,999.9,0,0.394683026584867
"126",4,60.1,3.6,5.4,0.01,999.9,1,0.482617586912065
"127",5,71.2,9.9,7.8,0,999.9,0,0.660531697341513
"128",6,73.9,9.9,7.8,0,999.9,0,0.621676891615542
"129",7,60.4,6.3,7.2,0.59,999.9,0,0.372188139059305
"130",1,50.3,5.7,7.7,0.18,999.9,0,0.486707566462168
"131",2,59.9,8.7,9.4,0.05,999.9,0,0.501022494887526
"132",3,54.2,10,15.3,0.14,999.9,0,0.519427402862986
"133",4,49.6,10,9.3,0,999.9,0,0.539877300613497
"134",5,55.3,10,8.7,0,999.9,0,0.515337423312883
"135",6,67.6,9.7,9.8,0.16,999.9,0,0.652351738241309
"136",7,72.9,10,6,0.03,999.9,0,0.775051124744376
"137",1,74.9,8.3,11.3,0,999.9,0,0.680981595092024
"138",2,74.6,10,12.9,0,999.9,0,0.521472392638037
"139",3,51.4,10,10.5,0,999.9,0,0.417177914110429
"140",4,46.2,10,9.1,0,999.9,0,0.462167689161554
"141",5,54.7,10,7.3,0.02,999.9,0,0.494887525562372
"142",6,60.5,10,7.5,0,999.9,0,0.656441717791411
"143",7,65.7,10,6.7,0,999.9,0,0.603271983640082
"144",1,68.8,9.7,5.4,0.01,999.9,0,0.376278118609407
"145",2,74.3,9.8,12.8,0.43,999.9,0,0.419222903885481
"146",3,73.3,9.4,10.9,0.06,999.9,0,0.548057259713701
"147",4,70.9,9.8,11.7,0.42,999.9,0,0.478527607361963
"148",5,72,10,5.3,0.06,999.9,0,0.607361963190184
"149",6,75.7,9.6,8.7,0,999.9,0,0.664621676891616
"150",7,66,7.7,10.3,0.23,999.9,0,0.441717791411043
"151",1,48.7,6.4,15.6,0.77,999.9,0,0.333333333333333
"152",2,53.5,10,9.2,0.02,999.9,0,0.922290388548057
"153",3,58,10,4.6,0,999.9,0,0.550102249488753
"154",4,65.3,10,6,0,999.9,0,0.560327198364008
"155",5,71,10,7.2,0,999.9,0,0.445807770961145
"156",6,66.8,9.3,11,0,999.9,0,0.578732106339468
"157",7,62.4,9.9,9.6,0,999.9,0,0.521472392638037
"158",1,68.2,9.3,9.3,0,999.9,0,0.482617586912065
"159",2,74.9,9.7,11.3,0.44,999.9,0,0.3640081799591
"160",3,72,9.7,5.9,0.1,999.9,0,0.466257668711656
"161",4,81.7,10,11.5,0.08,999.9,0,0.593047034764826
"162",5,72.1,9.7,6.2,0.01,999.9,0,0.611451942740286
"163",6,65.9,4.1,6.1,0.28,999.9,0,0.662576687116564
"164",7,69.7,6.4,5.8,0.09,999.9,1,0.633946830265849
"165",1,75.9,8.5,7.2,1.44,999.9,0,0.595092024539877
"166",2,76.4,9,6.7,1.54,999.9,1,0.482617586912065
"167",3,70.4,8.6,8.5,1.75,999.9,0,0.703476482617587
"168",4,63.5,8.7,4,0,999.9,0,0.447852760736196
"169",5,74.5,7.1,7.8,0.33,999.9,1,0.541922290388548
"170",6,63.1,10,10.7,0.48,999.9,0,0.556237218813906
"171",7,67.4,10,5.9,0,999.9,0,0.537832310838446
"172",1,76.8,9.7,7.8,0.22,999.9,0,0.572597137014315
"173",2,78.3,9.9,8.7,0,999.9,0,0.566462167689162
"174",3,77.2,10,9,0.04,999.9,0,0.468302658486708
"175",4,72.3,10,5,0,999.9,0,0.460122699386503
"176",5,73.4,9,6.7,0,999.9,0,0.574642126789366
"177",6,66.3,6.8,7.9,0.02,999.9,0,0.574642126789366
"178",7,66.5,9.7,9.2,0.7,999.9,0,0.449897750511247
"179",1,70,10,5,0,999.9,0,0.601226993865031
"180",2,70.6,9.3,4.4,0.02,999.9,0,0.507157464212679
"181",3,70.7,8.5,6.6,0.06,999.9,0,0.501022494887526
"182",4,62.6,10,7.7,0,999.9,0,0.787321063394683
"183",5,62.8,9.9,9.3,0,999.9,0,0.519427402862986
"184",6,68,10,6.3,0,999.9,0,0.541922290388548
"185",7,72.2,9.9,3.1,0,999.9,0,0.699386503067485
"186",1,76,8,3.5,0,999.9,0,0.807770961145194
"187",2,78.4,9.2,8.5,0,999.9,0,0.519427402862986
"188",3,69,8.3,12.3,0.76,999.9,0,0.404907975460123
"189",4,62.5,10,7.2,0.05,999.9,0,0.439672801635992
"190",5,66.3,5.9,7.2,0.04,999.9,0,0.343558282208589
"191",6,71.5,9,4.3,0,999.9,0,0.482617586912065
"192",7,73.7,10,3.7,0,999.9,0,0.603271983640082
"193",1,75,8.5,5.9,0.09,999.9,0,0.609406952965235
"194",2,78,10,9.1,0.06,999.9,0,0.570552147239264
"195",3,78,10,9.3,0.66,999.9,0,0.425357873210634
"196",4,68.2,10,10,0,999.9,0,0.597137014314928
"197",5,69.4,9.6,6.9,0,999.9,0,0.347648261758691
"198",6,80,8.4,7.8,0.52,999.9,0,0.658486707566462
"199",7,82.5,10,8,0.03,999.9,0,0.558282208588957
"200",1,82.1,10,7,0.03,999.9,0,0.533742331288344
"201",2,77.6,10,5.8,0,999.9,0,0.562372188139059
"202",3,77.1,10,7.4,0,999.9,0,0.558282208588957
"203",4,75.9,10,4.1,0,999.9,0,0.554192229038855
"204",5,77.7,10,4.1,0,999.9,0,0.627811860940695
"205",6,79.2,10,6,0,999.9,0,0.744376278118609
"206",7,80.8,10,8.2,0,999.9,0,0.670756646216769
"207",1,77.4,10,4.7,0,999.9,0,0.611451942740286
"208",2,80.3,9.5,6.8,0,999.9,0,0.678936605316973
"209",3,82.9,10,6.8,0,999.9,0,0.539877300613497
"210",4,83.3,9.5,8,0.07,999.9,0,0.531697341513292
"211",5,80,10,9.5,0,999.9,0,0.556237218813906
"212",6,80.7,10,9.9,0,999.9,0,0.568507157464213
"214",1,82.5,10,12.6,0,999.9,0,0.650306748466258
"215",2,77.8,9.8,9.5,1.06,999.9,0,0.462167689161554
"216",3,75,10,6.1,0,999.9,0,0.52760736196319
"217",4,75.6,10,5.1,0,999.9,0,0.550102249488753
"218",5,76.2,10,7.9,0,999.9,0,0.625766871165644
"219",6,76.4,10,7.5,0,999.9,0,0.687116564417178
"220",7,78.1,10,6.5,0,999.9,0,0.707566462167689
"221",1,74.6,7.2,4.3,0,999.9,0,0.494887525562372
"222",2,77.8,8.8,4.8,0,999.9,0,0.623721881390593
"223",3,75,10,6.9,0.25,999.9,0,0.586912065439673
"224",4,72.7,10,4.4,0,999.9,0,0.525562372188139
"225",5,75.6,10,7.8,0,999.9,0,0.574642126789366
"226",6,79.4,10,8.3,0,999.9,0,0.623721881390593
"227",7,78,9.8,6.2,0.29,999.9,0,0.656441717791411
"228",1,80.7,10,7.1,0.05,999.9,0,0.740286298568507
"229",2,81.2,10,6.9,0,999.9,0,0.486707566462168
"230",3,75.8,8.5,7.1,0.7,999.9,0,0.529652351738241
"231",4,73.9,9.7,12.2,0.94,999.9,0,0.591002044989775
"232",5,67.2,10,14,0,999.9,0,0.685071574642127
"233",6,71.7,10,7.4,0,999.9,0,0.725971370143149
"234",7,75.3,10,7.8,0,999.9,0,0.699386503067485
"235",1,74.1,9.6,9.9,0,999.9,0,0.619631901840491
"236",2,67.4,10,11.4,0.09,999.9,0,0.451942740286299
"237",3,65.4,10,8.6,0,999.9,0,0.539877300613497
"238",4,64.2,10,5.3,0,999.9,0,0.591002044989775
"239",5,65.5,9.9,3.8,0,999.9,0,0.533742331288344
"240",6,68.8,9.9,4.9,0,999.9,0,0.619631901840491
"241",7,70.8,9.3,5.6,0.22,999.9,0,0.525562372188139
"242",1,71,5.7,4.3,0.15,999.9,0,0.607361963190184
"243",2,74.8,7,2.3,0,999.9,0,0.494887525562372
"244",3,80.8,9.6,6.6,0,999.9,0,0.920245398773006
"245",4,82.2,9.8,7.6,0,999.9,0,0.609406952965235
"246",5,83.9,10,7.5,0,999.9,0,0.760736196319018
"247",6,76.9,9.8,6.1,0,999.9,0,0.638036809815951
"248",7,76.9,9.9,6.2,0,999.9,0,0.535787321063395
"249",1,82.8,10,6.9,0.02,999.9,0,0.644171779141104
"250",2,83.6,10,7.5,0,999.9,0,0.623721881390593
"251",3,80,9.4,8,0,999.9,1,0.437627811860941
"252",4,72.4,9.8,6.2,1.01,999.9,0,0.425357873210634
"253",5,66.6,10,4.5,0,999.9,0,0.316973415132924
"254",6,63.4,9.7,7.2,0.22,999.9,0,0.384458077709611
"255",7,59.2,9.8,10.5,0.24,999.9,0,0.451942740286299
"256",1,60.3,10,6.8,0.13,999.9,0,0.47239263803681
"257",2,67.4,10,9.3,0,999.9,0,0.586912065439673
"258",3,73.7,10,10.2,0,999.9,0,0.629856850715746
"259",4,73.5,10,8.6,0,999.9,0,0.537832310838446
"260",5,75,10,9.3,0,999.9,0,0.437627811860941
"261",6,74.2,7.7,8.8,0.26,999.9,0,0.588957055214724
"262",7,66.8,8.7,9.6,1.7,999.9,0,0.591002044989775
"263",1,62.4,10,3.2,0.04,999.9,0,0.629856850715746
"264",2,64.5,10,5.6,0,999.9,0,0.474437627811861
"265",3,67.8,10,4.8,0,999.9,0,0.558282208588957
"266",4,70.6,10,4.6,0,999.9,0,0.674846625766871
"267",5,69.7,10,6,0,999.9,0,0.43558282208589
"268",6,69.6,10,7.1,0,999.9,0,0.627811860940695
"269",7,69.2,10,7.6,0,999.9,0,0.591002044989775
"270",1,70.1,10,6.5,0,999.9,0,0.609406952965235
"271",2,72.4,10,5.2,0,999.9,0,0.511247443762781
"272",3,67.6,9.8,9.3,0,999.9,0,0.339468302658487
"273",4,59.2,10,15.2,0,999.9,0,0.357873210633947
"274",5,57.4,10,16.8,0,999.9,0,0.785276073619632
"275",6,56.6,10,19.1,0,999.9,0,0.605316973415133
"276",7,52.9,9.6,17.7,0.02,999.9,0,0.419222903885481
"277",1,53.4,10,13,0.02,999.9,0,0.306748466257669
"278",2,58.4,7.4,7.4,0,999.9,0,0.515337423312883
"279",3,60.8,6.7,5.7,0,999.9,0,0.50920245398773
"280",4,62.3,8.5,5.5,0,999.9,0,0.439672801635992
"281",5,64.5,10,7.7,0,999.9,0,0.404907975460123
"282",6,62,9.9,10.9,0,999.9,0,0.597137014314928
"283",7,55.6,10,5,0,999.9,0,0.460122699386503
"284",1,63.3,10,9.8,0,999.9,0,0.474437627811861
"285",2,68.2,10,12.6,0,999.9,0,0.464212678936605
"286",3,57.5,10,10.7,0,999.9,0,0.486707566462168
"287",4,54.4,10,6.6,0,999.9,0,0.533742331288344
"288",5,57.3,10,9.5,0,999.9,0,0.640081799591002
"289",6,51.1,10,8.8,0,999.9,0,0.47239263803681
"290",7,44.8,10,8.5,0,999.9,0,0.415132924335378
"291",1,46.8,10,2.8,0,999.9,0,0.351738241308793
"292",2,57.7,10,13.2,0,999.9,0,0.582822085889571
"293",3,65,10,11.5,0,999.9,0,0.576687116564417
"294",4,66.2,10,10.1,0.09,999.9,0,0.595092024539877
"295",5,61.2,10,7.5,0,999.9,0,0.552147239263804
"296",6,57.4,9.9,9.7,0,999.9,0,0.560327198364008
"297",7,63.8,9,11.9,0.04,999.9,0,0.535787321063395
"298",1,52.8,10,6.1,0.12,999.9,0,0.460122699386503
"299",2,52.2,10,4.8,0,999.9,0,0.568507157464213
"300",3,54.7,9.7,9.6,0,999.9,0,0.302658486707566
"301",4,53.8,4.8,11.9,0.48,999.9,0,0.366053169734151
"302",5,42.2,10,15.2,0.06,999.9,0,0.339468302658487
"303",6,46.9,10,4.5,0,999.9,0,0.558282208588957
"304",7,48.8,7.1,8.8,0,999.9,0,0.445807770961145
"305",1,54.7,9.6,10.9,0.74,999.9,0,1
"306",2,60.3,10,8.9,0,999.9,0,0.576687116564417
"307",3,61,10,5.7,0,999.9,0,0.503067484662577
"308",4,60.3,7,5.2,0,999.9,1,0.588957055214724
"309",5,65.6,9.4,10.1,0,999.9,0,0.513292433537832
"310",6,55.8,8.8,14.1,0.47,999.9,0,0.498977505112474
"311",7,46.4,10,8.3,0,999.9,0,0.384458077709611
"312",1,44,10,3.6,0,999.9,0,0.413087934560327
"313",2,46.1,10,3.4,0,999.9,0,0.370143149284254
"314",3,48.9,10,3.5,0,999.9,0,0.280163599182004
"315",4,51.7,10,8.1,0,999.9,0,0.374233128834356
"316",5,49.7,8.4,19.9,0.74,999.9,0,0.388548057259714
"317",6,43.3,10,16.4,0.01,999.9,0,0.359918200408998
"318",7,42.3,10,7,0,999.9,0,0.394683026584867
"319",1,54.1,10,8.3,0,999.9,0,0.447852760736196
"320",2,53.1,10,8.8,0,999.9,0,0.492842535787321
"321",3,53.1,7.9,12,0.03,999.9,0,0.335378323108384
"322",4,60.1,9.1,17,0.44,999.9,0,0.368098159509202
"323",5,46,10,15.8,0.12,999.9,0,0.394683026584867
"324",6,38.2,10,10.5,0,999.9,0,0.429447852760736
"325",7,33.6,2.8,10.3,0.3,3.9,1,0.0511247443762781
"326",1,21.4,10,7.4,0.37,3.1,0,0.0347648261758691
"327",2,31,10,8.8,0,2,0,0.300613496932515
"328",3,34.7,9.5,4,0,1.2,0,0.212678936605317
"329",4,44.7,10,9.3,0,1.2,0,0.239263803680982
"330",5,55,8.1,12.9,0.26,999.9,0,0.175869120654397
"331",6,47.6,5.5,13.8,1.02,999.9,0,0.224948875255624
"332",7,39,10,12.3,0.09,999.9,0,0.316973415132924
"333",1,36.8,10,6.9,0,999.9,0,0.222903885480573
"334",2,42.1,9.8,10.1,0,999.9,0,0.333333333333333
"335",3,43.5,6.6,9.6,0.3,999.9,0,0.595092024539877
"336",4,36.5,6.9,7.5,0.03,999.9,1,0.43558282208589
"337",5,34.2,8.7,8.4,0.1,999.9,0,0.423312883435583
"338",6,38.3,6,8.9,0,999.9,0,0.402862985685072
"339",7,36.3,5.1,7.1,0,999.9,1,0.417177914110429
"340",1,38.7,8.8,5.2,0,999.9,0,0.376278118609407
"341",2,37.2,4.5,4.4,0,999.9,1,0.380368098159509
"342",3,41.9,5.7,9.4,0,999.9,0,0.470347648261759
"343",4,48.2,8.7,7.8,0,999.9,0,0.372188139059305
"344",5,50,10,12.2,0,999.9,0,0.38241308793456
"345",6,49.1,10,8.3,0,999.9,0,0.488752556237219
"346",7,55.3,4.7,4.2,0,999.9,0,0.50920245398773
"347",1,59.7,6.2,8,0.05,999.9,0,0.300613496932515
"348",2,56.5,8.9,14.6,0.95,999.9,0,0.482617586912065
"349",3,43.2,9.9,8,0.15,999.9,0,0.593047034764826
"350",4,45.1,9,11.9,0,999.9,0,0.447852760736196
"351",5,34.9,10,14.7,0.09,999.9,0,0.458077709611452
"352",6,29.8,10,11,0,999.9,0,0.306748466257669
"353",7,25.3,9.7,10.7,0,999.9,0,0.333333333333333
"354",1,37.8,10,10.9,0,999.9,0,0.388548057259714
"355",2,47.8,8.5,12.8,0.03,999.9,0,0.298568507157464
"356",3,41.6,5.3,6.9,0.3,999.9,0,0.390593047034765
"357",4,50.6,4,10.7,0.01,999.9,1,0.511247443762781
"358",5,43.2,10,14.3,0.84,999.9,0,0.351738241308793
"360",7,41.6,7.9,9.6,0,999.9,0,0.280163599182004
"361",1,41.2,7,14.5,0.39,999.9,0,0.253578732106339
"362",2,35.4,6.8,19.4,0.01,999.9,0,0.0265848670756646
"363",3,35.5,8.1,12.9,1.82,999.9,0,0.247443762781186
"364",4,30.3,8.5,6.9,0,3.9,1,0.204498977505112
"365",5,28.5,9,8.4,0,3.1,0,0.21881390593047
"367",7,28.6,10,9.2,0,2,0,0.143176733780761
"368",1,28.8,10,10.9,0,2,0,0.237136465324385
"369",2,28.5,9.8,10.5,0,2,0,0.25503355704698
"370",3,27.5,10,8.3,0,1.2,0,0.257270693512304
"371",4,31.1,10,7,0,1.2,0,0.25503355704698
"372",5,38.6,10,6.3,0,1.2,0,0.434004474272931
"373",6,41.9,6.5,5.8,0,1.2,0,0.514541387024608
"374",7,40.5,3,6.2,0.18,999.9,1,0.308724832214765
"375",1,20.6,8.7,15.6,0.27,1.2,0,0.190156599552573
"376",2,8.3,8.7,9.8,0,1.2,0,0.00223713646532438
"377",3,16.2,6.2,14.3,0.06,2,0,0.0805369127516778
"378",4,9,9.9,8.2,0,2,0,0.317673378076063
"379",5,33.9,10,8.6,0,1.2,0,0.496644295302013
"380",6,41.1,9,10.8,0,999.9,0,0.494407158836689
"381",7,30.4,9.3,11.2,0.02,999.9,0,0.310961968680089
"382",1,9.6,10,13.6,0,999.9,0,0.0559284116331096
"383",2,2.8,10,11.5,0,999.9,0,0.00671140939597315
"384",3,8.1,10,6.4,0,999.9,0,0.21923937360179
"385",4,18.8,8,2.9,0.03,1.2,0,0.239373601789709
"386",5,21.3,9.6,2.7,0,1.2,0,0.272930648769575
"387",6,27.3,7.4,7.6,0,1.2,0,0.422818791946309
"388",7,30,9.7,6.5,0.01,1.2,0,0.469798657718121
"389",1,29.1,10,7.5,0,999.9,0,0.364653243847875
"390",2,34.3,8.9,7.2,0,999.9,0,0.519015659955257
"391",3,33.5,7.3,14.3,0.06,999.9,0,0.286353467561521
"392",4,29.1,10,9.8,0,999.9,0,0.351230425055928
"393",5,35.7,9.9,13.4,0,999.9,0,0.534675615212528
"394",6,30.5,10,9,0,999.9,0,0.523489932885906
"395",7,39.9,10,8.9,0,999.9,0,0.514541387024608
"396",1,44.6,8.1,7.6,0,999.9,0,0.342281879194631
"397",2,37.1,9.5,5.4,0.02,999.9,0,0.760626398210291
"398",3,37.1,5.6,9.2,0,999.9,0,0.228187919463087
"399",4,37.3,5.3,9.8,0.74,999.9,1,0.380313199105145
"400",5,28.1,9.8,10,0,999.9,0,0.353467561521253
"401",6,30.5,9.5,6.3,0,999.9,0,0.331096196868009
"402",7,32.3,9.2,7.3,0,999.9,0,0.409395973154362
"403",1,39.8,10,10.1,0,999.9,0,0.23489932885906
"404",2,32.4,9.9,8.9,0,999.9,0,0.129753914988814
"405",3,20.4,5.8,11,0,1.2,0,0.0738255033557047
"406",4,15.2,9.6,11.1,0,1.2,0,0.118568232662192
"407",5,15.4,10,7.1,0,1.2,0,0.156599552572707
"408",6,21,9.8,10.4,0,999.9,0,0.299776286353468
"409",7,11.5,10,11.8,0,999.9,0,0.190156599552573
"410",1,15.8,7.7,8.8,0,1.2,0,0.00447427293064877
"411",2,22.5,4,6.9,0.01,1.2,0,0.0917225950782998
"412",3,29.2,5.8,3.6,0,1.2,0,0.252796420581655
"413",4,30.8,7.7,5.9,0.03,1.2,0,0.288590604026846
"414",5,32.5,9.9,9.5,0,999.9,0,0.378076062639821
"415",6,50.2,10,20.9,0,999.9,0,0.588366890380313
"416",7,51.2,10,11.8,0,999.9,0,0.425055928411633
"417",1,41.5,10,9.3,0,999.9,0,0.434004474272931
"418",2,36.7,10,4.2,0,999.9,0,0.284116331096197
"419",3,37.9,9.6,6.1,0,999.9,0,0.263982102908277
"420",4,36.4,7,19.9,0,2,1,0.147651006711409
"421",5,34.4,6.8,16.2,0.04,1.2,0,0.41834451901566
"422",6,32.7,10,10.1,0,999.9,0,0.51006711409396
"423",7,38.1,10,10.6,0,999.9,0,0.400447427293065
"424",1,52.2,10,14.4,0,999.9,0,0.250559284116331
"425",2,42.1,10,14.6,0.05,999.9,0,0.299776286353468
"426",3,29.8,7.8,16.2,0.05,999.9,1,0.682326621923937
"427",4,23.2,10,7.2,0.01,999.9,0,0.212527964205817
"428",5,31.2,4.8,6.9,0.04,1.2,0,0.232662192393736
"429",6,31.9,9.8,7.2,0.01,1.2,0,0.425055928411633
"430",7,34.6,6.4,8,0.03,1.2,0,0.41834451901566
"431",1,40.8,9.6,8.9,0,999.9,0,0.451901565995526
"432",2,52.6,10,11.1,0,999.9,0,0.630872483221476
"433",3,63.2,10,12.2,0,999.9,0,0.472035794183445
"434",4,62.1,9.7,9.4,0.06,999.9,0,0.373601789709172
"435",5,50.1,9.9,7.9,0,999.9,0,0.456375838926175
"436",6,44.1,10,5.4,0,999.9,0,0.494407158836689
"437",7,46.1,6.8,4.3,0,999.9,0,0.523489932885906
"438",1,48,5.7,7.5,0.07,999.9,0,0.259507829977629
"439",2,46.3,6,4.7,0.79,999.9,0,0.384787472035794
"440",3,52.1,6.6,7.4,0.11,999.9,0,0.449664429530201
