day,crime_date,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
7,2018-08-12,08,12,79.9,60.0,1017.7,10.0,5.4,12.0,15.9,88.0,70.0,0.0,999.9,0,842
1,2018-08-13,08,13,77.9,63.0,1017.7,9.4,4.0,11.1,999.9,89.1,66.9,0.0,999.9,0,823
2,2018-08-14,08,14,80.5,61.2,1014.5,9.5,4.2,8.9,14.0,90.0,69.1,0.0,999.9,0,829
3,2018-08-15,08,15,80.2,66.7,1012.8,9.9,6.0,12.0,19.0,87.1,75.0,0.0,999.9,0,796
4,2018-08-16,08,16,77.3,69.4,1012.5,9.4,4.5,13.0,18.1,86.0,73.0,0.13,999.9,0,837
5,2018-08-17,08,17,75.7,69.2,1012.7,8.8,5.1,13.0,22.0,84.9,69.1,0.18,999.9,0,810
6,2018-08-18,08,18,76.7,69.0,1014.9,9.0,7.0,12.0,999.9,82.0,72.0,0.06,999.9,0,910
7,2018-08-19,08,19,76.5,67.8,1014.1,10.0,5.4,13.0,999.9,84.9,68.0,0.0,999.9,0,793
1,2018-08-20,08,20,75.8,68.0,1011.6,9.5,9.2,17.1,20.0,80.1,71.1,0.0,999.9,0,747
2,2018-08-21,08,21,73.1,67.7,1008.8,8.5,7.3,19.0,27.0,80.1,68.0,0.29,999.9,0,722
3,2018-08-22,08,22,71.1,54.1,1017.9,9.9,9.2,15.0,22.9,81.0,60.1,0.03,999.9,0,850
4,2018-08-23,08,23,70.9,52.6,1019.1,10.0,5.8,13.0,17.1,81.0,60.1,0.0,999.9,0,728
5,2018-08-24,08,24,69.2,57.0,1015.5,9.9,8.8,17.1,22.0,78.1,64.0,0.0,999.9,0,790
6,2018-08-25,08,25,72.9,66.9,1012.4,6.7,9.1,15.9,21.0,88.0,64.9,0.11,999.9,0,836
7,2018-08-26,08,26,83.5,74.4,1014.0,8.3,6.8,13.0,20.0,95.0,73.9,0.06,999.9,0,793
1,2018-08-27,08,27,86.2,72.2,1011.6,9.7,13.8,22.0,32.1,96.1,78.1,0.0,999.9,0,824
2,2018-08-28,08,28,83.1,72.1,1010.8,9.9,12.8,20.0,28.9,93.0,72.0,0.0,999.9,0,802
3,2018-08-29,08,29,72.2,67.6,1014.1,8.1,7.6,20.0,26.0,81.0,68.0,0.84,999.9,0,750
4,2018-08-30,08,30,68.5,56.8,1021.6,10.0,7.5,9.9,999.9,73.9,64.9,0.02,999.9,0,820
5,2018-08-31,08,31,72.4,59.7,1018.4,10.0,5.9,9.9,15.0,86.0,62.1,0.0,999.9,0,833
6,2018-09-01,09,01,76.9,69.7,1014.6,9.7,9.3,24.1,34.0,87.1,72.0,1.07,999.9,0,980
7,2018-09-02,09,02,82.3,68.8,1015.8,10.0,9.9,15.9,25.1,91.9,73.9,0.04,999.9,0,832
1,2018-09-03,09,03,78.6,69.1,1019.5,9.5,6.5,20.0,27.0,88.0,73.0,0.01,999.9,0,776
2,2018-09-04,09,04,79.9,69.1,1020.2,10.0,7.5,12.0,18.1,93.0,72.0,0.44,999.9,0,819
3,2018-09-05,09,05,83.1,68.1,1017.5,10.0,10.1,18.1,22.0,91.9,75.9,0.0,999.9,0,717
4,2018-09-06,09,06,70.6,65.1,1023.3,8.6,9.7,15.0,18.1,79.0,68.0,0.45,999.9,0,740
5,2018-09-07,09,07,68.9,60.8,1022.9,9.3,9.7,15.0,999.9,70.0,66.2,0.46,999.9,0,729
6,2018-09-08,09,08,67.1,52.6,1020.9,10.0,15.4,21.0,27.0,69.1,64.9,0.08,999.9,0,790
7,2018-09-09,09,09,65.0,51.1,1017.4,10.0,15.3,20.0,27.0,70.0,61.0,0.0,999.9,0,664
1,2018-09-10,09,10,66.6,55.1,1015.6,10.0,9.3,17.1,999.9,73.9,61.0,0.0,999.9,0,716
2,2018-09-11,09,11,67.5,56.4,1019.4,9.3,3.4,9.9,15.0,80.1,57.0,0.0,999.9,0,692
3,2018-09-12,09,12,68.5,55.9,1020.9,10.0,5.4,9.9,14.0,82.0,57.0,0.0,999.9,0,714
4,2018-09-13,09,13,66.9,56.6,1021.3,10.0,4.3,9.9,999.9,79.0,57.0,0.0,999.9,0,687
5,2018-09-14,09,14,70.6,59.9,1019.8,10.0,4.6,11.1,18.1,84.9,62.1,0.0,999.9,0,870
6,2018-09-15,09,15,70.3,61.5,1020.4,10.0,5.1,12.0,999.9,82.0,63.0,0.0,999.9,0,806
7,2018-09-16,09,16,74.9,65.1,1018.2,9.7,6.8,13.0,999.9,86.0,66.9,0.0,999.9,0,819
1,2018-09-17,09,17,79.1,64.4,1012.9,10.0,3.9,8.0,999.9,91.0,69.1,0.0,999.9,0,786
2,2018-09-18,09,18,75.3,63.7,1012.8,9.9,5.3,15.0,21.0,82.0,69.1,0.0,999.9,0,737
3,2018-09-19,09,19,71.1,61.7,1015.4,10.0,8.7,14.0,19.0,79.0,66.9,0.0,999.9,0,761
4,2018-09-20,09,20,78.1,67.1,1012.5,8.1,6.6,15.9,26.0,95.0,68.0,0.0,999.9,0,829
5,2018-09-21,09,21,78.4,61.1,1010.3,10.0,14.2,18.1,32.1,91.9,68.0,0.0,999.9,0,825
6,2018-09-22,09,22,60.3,44.0,1024.5,10.0,10.7,18.1,24.1,68.0,55.9,0.0,999.9,0,799
7,2018-09-23,09,23,61.2,49.1,1021.4,10.0,5.0,11.1,15.9,70.0,53.1,0.0,999.9,0,735
1,2018-09-24,09,24,65.1,56.9,1017.4,8.9,6.7,9.9,15.9,71.1,57.9,0.0,999.9,0,796
2,2018-09-25,09,25,73.2,65.2,1010.8,8.3,7.7,22.0,42.0,84.0,68.0,0.52,999.9,0,751
3,2018-09-26,09,26,61.5,48.1,1016.4,10.0,9.3,14.0,22.9,68.0,51.1,0.24,999.9,0,751
4,2018-09-27,09,27,59.0,42.9,1017.8,10.0,6.1,12.0,18.1,69.1,48.0,0.0,999.9,0,708
5,2018-09-28,09,28,58.2,43.8,1017.6,9.9,6.8,11.1,18.1,66.9,51.1,0.0,999.9,0,792
6,2018-09-29,09,29,51.2,38.0,1026.6,10.0,4.9,8.9,999.9,60.1,42.1,0.05,999.9,0,732
7,2018-09-30,09,30,59.3,49.4,1022.5,9.9,6.8,11.1,999.9,68.0,54.0,0.03,999.9,0,741
1,2018-10-01,10,01,62.5,56.0,1020.8,9.1,7.1,11.1,999.9,73.9,57.0,0.01,999.9,0,913
2,2018-10-02,10,02,64.1,58.4,1017.3,8.9,5.6,17.1,28.9,75.9,59.0,1.39,999.9,0,717
3,2018-10-03,10,03,71.3,60.5,1012.4,9.8,10.9,24.1,34.0,88.0,60.1,0.18,999.9,0,676
4,2018-10-04,10,04,66.2,53.8,1013.6,9.8,14.8,21.0,33.0,84.9,53.1,0.06,999.9,0,697
5,2018-10-05,10,05,58.3,52.0,1017.1,7.7,8.3,15.0,22.0,66.0,53.1,0.24,999.9,0,654
6,2018-10-06,10,06,64.9,61.3,1014.9,6.5,6.9,14.0,18.1,73.0,59.0,1.26,999.9,0,726
7,2018-10-07,10,07,59.2,53.9,1021.1,9.2,8.6,13.0,20.0,61.0,57.0,0.19,999.9,0,718
1,2018-10-08,10,08,70.9,64.1,1017.0,6.6,8.2,15.0,26.0,84.9,61.0,0.84,999.9,0,741
2,2018-10-09,10,09,77.3,65.2,1014.5,10.0,8.0,14.0,21.0,86.0,71.1,0.12,999.9,0,746
3,2018-10-10,10,10,72.9,64.2,1006.6,9.2,10.6,15.9,25.1,80.1,68.0,0.09,999.9,1,724
4,2018-10-11,10,11,51.3,38.6,1011.3,10.0,15.3,21.0,31.1,69.1,43.0,1.11,999.9,0,679
5,2018-10-12,10,12,40.2,30.9,1017.0,9.9,6.9,11.1,19.0,46.9,36.0,0.0,999.9,0,705
6,2018-10-13,10,13,41.6,33.3,1016.3,8.9,7.3,13.0,17.1,53.1,34.0,0.0,999.9,0,744
7,2018-10-14,10,14,47.9,37.9,1016.9,10.0,5.3,11.1,15.0,57.9,39.9,0.0,999.9,0,702
1,2018-10-15,10,15,44.5,34.1,1020.3,8.8,10.5,15.9,24.1,53.1,37.9,0.17,999.9,0,705
2,2018-10-16,10,16,44.0,29.2,1022.1,10.0,10.0,21.0,29.9,57.9,34.0,0.08,999.9,0,667
3,2018-10-17,10,17,47.6,30.2,1023.0,10.0,10.4,15.0,22.0,54.0,42.1,0.0,999.9,0,690
4,2018-10-18,10,18,45.5,26.7,1032.2,10.0,5.8,12.0,15.9,57.9,34.0,0.0,999.9,0,724
5,2018-10-19,10,19,49.1,35.1,1021.0,9.4,9.7,18.1,27.0,54.0,45.0,0.0,999.9,0,766
6,2018-10-20,10,20,47.4,35.7,1013.2,10.0,14.5,35.0,52.1,53.1,37.9,0.06,999.9,0,805
7,2018-10-21,10,21,38.1,20.3,1026.6,10.0,8.5,20.0,25.1,50.0,28.0,0.0,999.9,0,644
1,2018-10-22,10,22,47.8,30.0,1018.5,10.0,6.7,13.0,18.1,63.0,37.9,0.0,999.9,0,715
2,2018-10-23,10,23,48.6,32.4,1022.9,10.0,7.7,13.0,15.9,57.0,41.0,0.0,999.9,0,736
3,2018-10-24,10,24,44.3,34.4,1029.2,10.0,3.2,8.0,999.9,51.1,37.9,0.0,999.9,0,805
4,2018-10-25,10,25,44.9,33.0,1023.3,10.0,4.4,8.0,999.9,52.0,37.9,0.0,999.9,0,720
5,2018-10-26,10,26,48.9,37.7,1012.4,10.0,7.3,11.1,999.9,54.0,46.0,0.0,999.9,0,829
6,2018-10-27,10,27,49.8,39.6,1010.7,9.9,5.4,8.9,999.9,53.1,43.0,0.0,999.9,0,788
7,2018-10-28,10,28,47.7,41.7,1007.6,8.9,10.4,21.0,31.1,52.0,44.1,0.14,999.9,0,715
1,2018-10-29,10,29,46.9,38.4,1016.8,10.0,6.3,11.1,18.1,57.0,39.0,0.01,999.9,0,723
2,2018-10-30,10,30,53.5,42.8,1013.9,9.9,7.1,14.0,22.0,69.1,45.0,0.0,999.9,0,765
3,2018-10-31,10,31,55.0,46.4,1012.4,6.5,7.5,13.0,20.0,69.1,48.9,0.81,999.9,0,885
4,2018-11-01,11,01,50.7,36.7,1011.2,10.0,10.1,18.1,26.0,53.1,46.9,0.26,999.9,0,936
5,2018-11-02,11,02,45.2,34.7,1010.7,10.0,8.9,17.1,26.0,51.1,37.9,0.0,999.9,0,785
6,2018-11-03,11,03,43.0,32.0,1018.2,10.0,4.2,9.9,999.9,48.9,34.0,0.0,999.9,0,782
7,2018-11-04,11,04,49.0,41.5,1018.3,8.6,13.3,18.1,31.1,52.0,46.0,0.1,999.9,0,685
1,2018-11-05,11,05,48.3,42.0,1011.8,9.2,10.3,15.9,28.0,53.1,45.0,0.36,999.9,0,707
2,2018-11-06,11,06,48.3,42.5,1004.4,7.7,12.8,22.0,35.0,50.0,45.0,0.29,999.9,0,763
3,2018-11-07,11,07,38.5,26.8,1019.0,10.0,14.5,22.0,32.1,45.0,36.0,0.01,999.9,0,685
4,2018-11-08,11,08,35.9,23.7,1028.1,10.0,5.7,12.0,17.1,41.0,33.1,0.0,999.9,0,675
5,2018-11-09,11,09,35.0,26.2,1022.6,6.8,7.7,15.0,26.0,41.0,28.9,0.04,999.9,0,718
6,2018-11-10,11,10,25.3,12.5,1026.8,9.9,12.5,21.0,32.1,34.0,19.9,0.02,999.9,0,651
7,2018-11-11,11,11,33.0,19.3,1026.2,10.0,8.0,11.1,20.0,42.1,28.9,0.0,999.9,0,648
1,2018-11-12,11,12,34.5,22.8,1027.1,10.0,6.5,11.1,999.9,39.0,30.9,0.0,999.9,0,687
2,2018-11-13,11,13,25.2,10.7,1030.4,9.7,10.7,15.9,999.9,30.9,19.9,0.0,999.9,0,609
3,2018-11-14,11,14,25.8,13.1,1035.0,10.0,5.2,8.0,999.9,36.0,19.0,0.0,999.9,0,639
4,2018-11-15,11,15,32.1,24.3,1023.7,7.5,5.5,9.9,999.9,35.1,28.9,0.0,1.2,1,692
5,2018-11-16,11,16,34.2,27.2,1014.0,7.2,10.3,15.0,20.0,41.0,28.0,0.08,999.9,0,733
6,2018-11-17,11,17,34.8,29.5,1024.3,6.3,5.8,9.9,999.9,37.0,33.1,0.0,999.9,0,669
7,2018-11-18,11,18,34.4,27.3,1025.9,8.5,6.4,11.1,999.9,37.0,30.9,0.15,999.9,0,629
1,2018-11-19,11,19,28.4,21.9,1020.8,9.0,6.2,9.9,999.9,34.0,24.1,0.03,999.9,0,639
2,2018-11-20,11,20,32.3,22.4,1022.3,9.4,9.3,15.0,22.0,36.0,30.0,0.0,999.9,0,699
3,2018-11-21,11,21,32.6,22.5,1024.5,9.8,10.2,15.9,22.9,37.9,28.9,0.0,999.9,0,741
4,2018-11-22,11,22,33.9,23.4,1029.4,9.8,9.2,12.0,18.1,39.0,30.9,0.0,999.9,0,541
5,2018-11-23,11,23,40.8,32.1,1017.8,8.0,10.1,17.1,29.9,51.1,34.0,0.0,999.9,0,750
6,2018-11-24,11,24,45.4,40.4,1001.8,8.2,10.0,15.9,25.1,48.9,42.1,0.17,999.9,0,697
7,2018-11-25,11,25,39.5,33.8,1009.1,9.8,9.3,22.0,32.1,42.1,37.0,0.13,999.9,0,574
1,2018-11-26,11,26,31.3,26.8,1008.4,4.6,19.3,25.1,41.0,39.9,27.0,0.89,2.0,1,561
2,2018-11-27,11,27,24.0,15.6,1016.3,9.2,8.9,13.0,18.1,28.0,21.0,0.12,2.0,0,637
3,2018-11-28,11,28,22.1,14.4,1019.2,9.5,5.4,9.9,999.9,27.0,18.0,0.0,2.0,0,714
4,2018-11-29,11,29,31.0,23.4,1014.3,7.7,5.6,8.9,999.9,37.0,27.0,0.0,2.0,0,675
5,2018-11-30,11,30,36.2,29.1,1015.6,6.1,3.4,8.0,999.9,43.0,32.0,0.0,1.2,0,751
6,2018-12-01,12,01,38.5,34.5,1010.2,4.4,11.6,20.0,28.9,43.0,34.0,0.0,1.2,0,813
7,2018-12-02,12,02,43.4,39.6,994.9,7.4,7.2,17.1,26.0,48.0,39.0,0.85,999.9,1,711
1,2018-12-03,12,03,34.8,28.9,1013.8,7.8,12.0,21.0,28.0,39.9,32.0,0.04,999.9,0,770
2,2018-12-04,12,04,30.8,21.6,1023.5,10.0,8.4,14.0,999.9,32.0,30.0,0.0,999.9,0,724
3,2018-12-05,12,05,28.3,19.1,1021.6,9.5,9.1,15.0,21.0,30.9,25.0,0.0,999.9,0,711
4,2018-12-06,12,06,30.7,21.2,1023.2,9.4,9.3,14.0,18.1,33.1,27.0,0.0,999.9,0,719
5,2018-12-07,12,07,21.5,10.7,1033.3,10.0,7.3,15.0,22.0,27.0,17.1,0.0,999.9,0,747
6,2018-12-08,12,08,24.5,12.8,1036.9,10.0,4.5,8.0,999.9,30.0,19.0,0.0,999.9,0,739
7,2018-12-09,12,09,25.1,17.1,1031.5,8.9,2.7,5.1,999.9,35.1,18.0,0.0,999.9,0,690
1,2018-12-10,12,10,24.0,17.2,1026.6,7.5,5.2,11.1,999.9,34.0,17.1,0.0,999.9,0,716
2,2018-12-11,12,11,30.5,22.9,1019.8,6.8,7.0,12.0,19.0,39.0,26.1,0.0,999.9,0,671
3,2018-12-12,12,12,36.0,27.0,1012.2,8.5,10.3,18.1,25.1,43.0,30.9,0.0,999.9,0,759
4,2018-12-13,12,13,34.3,26.4,1018.1,7.2,5.2,9.9,999.9,43.0,26.1,0.0,999.9,0,712
5,2018-12-14,12,14,40.6,38.9,1021.8,1.7,6.4,11.1,999.9,42.1,39.0,0.36,999.9,1,793
6,2018-12-15,12,15,38.5,33.3,1022.1,5.7,7.5,12.0,999.9,48.0,30.9,0.14,999.9,0,744
7,2018-12-16,12,16,36.9,31.7,1020.1,7.4,5.8,9.9,999.9,55.0,28.9,0.0,999.9,1,750
1,2018-12-17,12,17,35.6,24.8,1021.8,10.0,6.8,12.0,999.9,52.0,28.9,0.0,999.9,0,712
2,2018-12-18,12,18,30.5,25.5,1023.9,9.8,4.5,9.9,17.1,50.0,21.9,0.0,999.9,0,715
3,2018-12-19,12,19,40.1,30.6,1013.5,10.0,9.3,15.0,25.1,50.0,34.0,0.0,999.9,0,740
4,2018-12-20,12,20,45.4,40.6,1006.1,7.8,6.4,11.1,19.0,48.9,43.0,0.0,999.9,0,788
5,2018-12-21,12,21,36.9,33.3,1004.3,6.2,13.1,18.1,24.1,46.9,32.0,0.06,999.9,0,801
6,2018-12-22,12,22,31.3,24.6,1012.6,9.9,7.2,11.1,18.1,35.1,30.0,0.04,999.9,0,760
7,2018-12-23,12,23,34.4,26.4,1018.7,9.1,8.2,14.0,20.0,39.0,32.0,0.0,999.9,0,636
1,2018-12-24,12,24,30.3,17.4,1023.8,10.0,9.8,20.0,33.0,37.9,24.1,0.0,999.9,0,609
2,2018-12-25,12,25,35.7,26.8,1025.6,9.8,5.4,8.9,999.9,46.9,28.9,0.01,999.9,0,448
3,2018-12-26,12,26,36.7,29.5,1029.9,10.0,2.5,11.1,999.9,48.0,28.9,0.0,999.9,0,627
4,2018-12-27,12,27,43.8,35.9,1016.5,8.9,14.2,20.0,34.0,51.1,39.9,0.0,999.9,0,627
5,2018-12-28,12,28,43.2,39.0,1007.3,9.1,15.6,22.9,33.0,54.0,30.9,0.52,999.9,0,725
6,2018-12-29,12,29,29.5,26.6,1024.7,6.5,7.2,15.9,22.9,30.9,28.0,0.01,999.9,0,696
7,2018-12-30,12,30,27.0,19.5,1020.8,9.7,10.6,15.9,32.1,37.0,19.9,0.0,999.9,0,670
1,2018-12-31,12,31,36.4,32.9,1014.1,6.3,8.0,20.0,26.0,41.0,32.0,0.0,999.9,0,648
