day,crime_date,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_CRIMES
6,2018-01-20,01,20,39.7,30.2,1012.2,10.0,10.4,18.1,28.0,46.9,33.1,0.0,999.9,0,730
7,2018-01-21,01,21,41.8,39.5,1015.3,5.2,4.7,9.9,999.9,46.0,39.0,0.0,999.9,0,718
1,2018-01-22,01,22,48.9,47.6,1002.4,4.2,9.0,19.0,27.0,55.0,42.1,0.4,999.9,1,724
2,2018-01-23,01,23,36.0,31.0,1007.5,8.3,10.1,25.1,29.9,52.0,30.0,0.29,999.9,0,718
3,2018-01-24,01,24,29.4,22.8,1024.2,9.6,5.9,12.0,999.9,30.9,28.0,0.01,999.9,0,613
4,2018-01-25,01,25,32.9,25.2,1027.4,9.4,7.6,15.0,22.9,44.1,26.1,0.0,999.9,0,641
5,2018-01-26,01,26,43.4,32.2,1021.9,10.0,12.3,21.0,35.0,52.0,37.0,0.0,999.9,0,763
6,2018-01-27,01,27,48.5,30.8,1018.6,10.0,13.8,21.0,34.0,52.0,42.1,0.0,999.9,0,754
7,2018-01-28,01,28,36.3,28.0,1025.9,10.0,6.2,13.0,999.9,44.1,30.0,0.0,999.9,0,671
1,2018-01-29,01,29,28.4,20.1,1030.0,9.5,13.2,17.1,25.1,34.0,24.1,0.0,999.9,0,652
2,2018-01-30,01,30,22.2,11.0,1031.6,10.0,6.8,13.0,21.0,30.9,15.1,0.0,999.9,0,636
3,2018-01-31,01,31,35.8,21.3,1011.9,10.0,14.5,21.0,29.9,44.1,30.0,0.0,999.9,0,708
4,2018-02-01,02,01,28.8,14.8,1015.6,10.0,11.5,21.0,26.0,41.0,15.1,0.0,999.9,0,736
5,2018-02-02,02,02,11.8,-5.4,1033.3,10.0,10.2,15.9,21.0,19.9,5.0,0.0,999.9,0,674
6,2018-02-03,02,03,27.6,9.3,1021.6,10.0,11.4,18.1,25.1,42.1,19.0,0.0,999.9,0,629
7,2018-02-04,02,04,26.7,20.0,1012.0,6.7,13.3,19.0,31.1,39.0,14.0,0.01,2.0,0,512
1,2018-02-05,02,05,6.6,-2.3,1026.7,8.8,7.0,9.9,15.9,14.0,-0.9,0.01,2.0,1,542
2,2018-02-06,02,06,13.4,6.9,1029.7,7.5,4.8,8.0,999.9,21.9,6.1,0.15,3.1,1,588
3,2018-02-07,02,07,18.4,12.2,1028.6,5.9,7.1,13.0,999.9,19.9,15.8,0.05,3.9,0,543
4,2018-02-08,02,08,14.4,6.6,1032.3,8.7,6.9,13.0,999.9,21.9,9.0,0.04,3.1,0,555
5,2018-02-09,02,09,24.8,21.5,1024.4,1.5,7.6,15.0,20.0,28.9,19.4,0.34,11.0,1,505
6,2018-02-10,02,10,21.0,15.5,1023.7,7.9,10.5,13.0,999.9,27.0,17.1,0.14,9.8,0,534
7,2018-02-11,02,11,22.4,17.9,1019.0,5.4,8.0,13.0,999.9,26.1,19.0,0.19,13.0,1,537
1,2018-02-12,02,12,16.9,5.8,1036.3,10.0,6.4,11.1,999.9,28.9,3.9,0.15,11.8,0,572
2,2018-02-13,02,13,24.5,14.1,1038.3,10.0,5.7,11.1,21.0,36.0,17.1,0.0,11.0,0,644
3,2018-02-14,02,14,34.0,28.4,1021.6,6.8,7.4,12.0,19.0,46.0,28.0,0.0,5.9,0,661
4,2018-02-15,02,15,41.5,41.2,1008.8,1.3,5.8,13.0,15.9,48.0,39.0,0.0,2.0,1,698
5,2018-02-16,02,16,36.2,25.6,1018.9,9.9,10.6,18.1,22.0,46.0,30.0,0.0,1.2,0,663
6,2018-02-17,02,17,25.4,16.8,1022.4,9.0,6.7,15.0,22.0,36.0,17.1,0.0,2.0,1,604
7,2018-02-18,02,18,29.0,24.5,1022.8,8.6,8.9,15.9,22.0,39.0,19.9,0.09,1.2,0,587
1,2018-02-19,02,19,44.5,41.0,1012.1,7.3,8.9,14.0,22.9,57.0,37.9,0.0,999.9,0,625
2,2018-02-20,02,20,59.3,57.7,1011.0,6.7,11.5,20.0,28.0,66.0,46.0,1.94,999.9,0,645
3,2018-02-21,02,21,32.8,26.8,1032.1,8.1,10.2,14.0,999.9,46.0,28.9,1.22,999.9,0,639
4,2018-02-22,02,22,34.6,27.2,1035.1,10.0,12.7,17.1,21.0,39.9,28.9,0.11,999.9,0,677
5,2018-02-23,02,23,40.7,37.6,1024.3,6.5,10.3,15.0,24.1,45.0,39.0,0.14,999.9,0,671
6,2018-02-24,02,24,37.7,32.5,1021.3,8.4,9.5,17.1,18.1,43.0,35.1,0.0,999.9,0,681
7,2018-02-25,02,25,41.6,31.9,1008.8,9.3,17.9,26.0,42.0,52.0,34.0,0.11,999.9,0,655
1,2018-02-26,02,26,41.9,26.9,1022.4,10.0,8.1,15.0,25.1,55.0,28.9,0.03,999.9,0,625
2,2018-02-27,02,27,50.1,32.1,1021.8,10.0,11.1,19.0,27.0,62.1,41.0,0.0,999.9,0,691
3,2018-02-28,02,28,51.8,39.9,1010.9,9.5,9.9,13.0,21.0,60.1,39.0,0.0,999.9,0,647
4,2018-03-01,03,01,39.5,35.3,1012.0,7.2,11.7,19.0,28.9,44.1,37.9,0.0,999.9,0,825
5,2018-03-02,03,02,37.4,24.0,1028.4,10.0,6.0,9.9,999.9,46.0,30.9,0.32,999.9,0,691
6,2018-03-03,03,03,38.1,20.7,1033.6,10.0,7.3,11.1,999.9,43.0,33.1,0.0,999.9,0,664
7,2018-03-04,03,04,38.6,22.1,1031.0,10.0,8.8,13.0,999.9,46.9,32.0,0.0,999.9,0,648
1,2018-03-05,03,05,37.9,20.0,1022.0,10.0,13.8,17.1,27.0,43.0,34.0,0.0,999.9,0,665
2,2018-03-06,03,06,36.1,32.7,1007.2,5.5,8.4,14.0,25.1,42.1,34.0,0.08,999.9,0,653
3,2018-03-07,03,07,31.7,22.6,1013.8,8.0,11.9,18.1,24.1,36.0,26.1,0.04,999.9,0,656
4,2018-03-08,03,08,28.8,14.5,1017.4,10.0,10.0,14.0,20.0,36.0,24.1,0.01,999.9,0,660
5,2018-03-09,03,09,30.1,16.3,1017.4,10.0,5.8,11.1,999.9,39.0,23.0,0.0,999.9,0,745
6,2018-03-10,03,10,33.4,17.6,1019.2,10.0,5.4,12.0,14.0,39.9,25.0,0.0,999.9,0,684
7,2018-03-11,03,11,35.1,22.5,1022.7,10.0,8.4,14.0,19.0,41.0,30.9,0.0,999.9,0,619
1,2018-03-12,03,12,36.9,23.1,1020.7,10.0,7.7,15.9,22.0,46.0,28.9,0.0,999.9,0,661
2,2018-03-13,03,13,31.8,21.2,1021.8,8.6,9.2,17.1,24.1,39.9,28.0,0.0,1.2,1,638
3,2018-03-14,03,14,31.7,15.4,1019.8,10.0,9.9,18.1,22.9,46.9,21.9,0.0,999.9,0,664
4,2018-03-15,03,15,39.9,25.4,1011.2,10.0,7.3,12.0,18.1,48.9,30.9,0.0,999.9,0,691
5,2018-03-16,03,16,32.6,22.0,1020.5,10.0,11.4,15.0,999.9,37.0,30.0,0.0,999.9,0,702
6,2018-03-17,03,17,36.7,25.3,1016.1,9.5,9.7,14.0,999.9,45.0,33.1,0.14,999.9,0,777
7,2018-03-18,03,18,40.8,21.2,1017.6,10.0,2.9,7.0,999.9,55.9,28.0,0.0,999.9,0,688
1,2018-03-19,03,19,41.5,25.7,1013.5,10.0,11.8,24.1,32.1,53.1,37.0,0.0,999.9,0,659
2,2018-03-20,03,20,33.8,22.3,1013.1,10.0,17.0,21.0,28.0,37.9,28.9,0.0,999.9,0,712
3,2018-03-21,03,21,34.3,20.7,1017.6,10.0,13.0,17.1,24.1,39.9,30.9,0.0,999.9,0,688
4,2018-03-22,03,22,35.3,19.6,1026.8,10.0,6.0,9.9,999.9,48.0,25.0,0.0,999.9,0,670
5,2018-03-23,03,23,36.7,22.4,1028.3,10.0,7.8,13.0,18.1,43.0,30.9,0.0,999.9,0,752
6,2018-03-24,03,24,36.8,22.5,1023.6,10.0,15.0,20.0,27.0,41.0,34.0,0.0,999.9,0,649
7,2018-03-25,03,25,34.6,17.2,1027.5,10.0,13.4,18.1,26.0,42.1,28.0,0.0,999.9,0,677
1,2018-03-26,03,26,41.4,23.5,1025.0,10.0,10.0,17.1,22.9,55.0,32.0,0.0,999.9,0,696
2,2018-03-27,03,27,49.9,46.3,1015.8,5.7,10.4,15.9,22.9,53.1,46.9,0.39,999.9,0,673
3,2018-03-28,03,28,45.7,36.7,1016.3,9.9,5.3,8.9,999.9,53.1,39.0,0.04,999.9,0,689
4,2018-03-29,03,29,45.4,39.7,1012.9,6.1,6.9,15.0,22.9,48.9,41.0,0.08,999.9,0,629
5,2018-03-30,03,30,39.6,28.6,1021.4,10.0,7.7,13.0,999.9,48.9,35.1,0.0,999.9,0,704
6,2018-03-31,03,31,46.0,33.3,1016.8,9.8,11.5,21.0,34.0,60.1,37.9,0.0,999.9,0,690
7,2018-04-01,04,01,33.8,15.3,1023.3,10.0,8.8,15.9,999.9,46.9,27.0,0.05,999.9,0,730
1,2018-04-02,04,02,33.1,16.5,1020.1,10.0,5.9,14.0,18.1,45.0,23.0,0.0,999.9,0,674
2,2018-04-03,04,03,40.2,35.9,1008.3,5.0,9.5,17.1,22.0,43.0,37.0,0.0,999.9,0,605
3,2018-04-04,04,04,32.8,24.7,1016.1,7.1,14.6,21.0,32.1,37.0,27.0,0.07,999.9,0,698
4,2018-04-05,04,05,32.3,17.5,1023.8,9.3,7.1,11.1,17.1,42.1,24.1,0.0,999.9,0,672
5,2018-04-06,04,06,35.6,26.5,1014.4,6.6,10.5,21.0,29.9,39.0,32.0,0.09,999.9,0,695
6,2018-04-07,04,07,29.2,8.2,1021.2,10.0,8.7,15.0,18.1,39.0,21.0,0.0,999.9,0,635
7,2018-04-08,04,08,31.9,14.2,1019.9,10.0,5.0,12.0,999.9,39.9,23.0,0.0,999.9,0,617
1,2018-04-09,04,09,34.5,28.5,1021.0,6.1,6.8,11.1,999.9,39.9,30.9,0.03,1.2,0,661
2,2018-04-10,04,10,37.1,24.7,1025.2,8.7,5.7,12.0,18.1,46.0,28.9,0.0,999.9,0,713
3,2018-04-11,04,11,48.5,32.0,1016.5,9.8,9.6,13.0,18.1,66.0,39.0,0.0,999.9,0,769
4,2018-04-12,04,12,59.5,42.6,1005.8,9.3,10.6,19.0,26.0,75.0,48.0,0.02,999.9,0,751
5,2018-04-13,04,13,45.8,39.4,1006.5,9.3,9.5,14.0,20.0,53.1,42.1,0.02,999.9,0,781
6,2018-04-14,04,14,40.4,38.6,1009.4,4.7,16.9,24.1,33.0,44.1,37.9,0.29,999.9,0,689
7,2018-04-15,04,15,36.7,35.0,1008.1,7.3,13.2,20.0,28.9,39.0,35.1,0.47,999.9,0,603
1,2018-04-16,04,16,31.3,26.0,1010.6,6.8,13.2,18.1,26.0,36.0,28.0,0.33,999.9,0,733
2,2018-04-17,04,17,35.0,22.3,1013.6,10.0,10.7,18.1,20.0,45.0,30.0,0.0,999.9,0,699
3,2018-04-18,04,18,35.1,26.4,1012.5,8.9,9.7,17.1,25.1,37.9,32.0,0.0,999.9,0,627
4,2018-04-19,04,19,41.1,29.6,1023.8,7.3,9.4,12.0,999.9,55.0,33.1,0.1,999.9,0,724
5,2018-04-20,04,20,46.8,21.6,1032.2,10.0,4.6,13.0,999.9,61.0,33.1,0.03,999.9,0,803
6,2018-04-21,04,21,47.2,20.3,1030.9,10.0,4.1,8.9,999.9,53.1,41.0,0.0,999.9,0,677
7,2018-04-22,04,22,51.0,23.1,1027.6,10.0,9.2,15.0,22.0,62.1,44.1,0.0,999.9,0,698
1,2018-04-23,04,23,51.9,29.3,1022.3,10.0,9.1,14.0,999.9,64.0,43.0,0.0,999.9,0,716
2,2018-04-24,04,24,55.8,42.0,1017.4,10.0,6.3,14.0,999.9,64.0,50.0,0.0,999.9,0,713
3,2018-04-25,04,25,49.0,35.8,1018.1,10.0,12.1,17.1,25.1,59.0,43.0,0.0,999.9,0,750
4,2018-04-26,04,26,49.3,29.1,1014.7,10.0,3.2,8.9,999.9,66.0,36.0,0.0,999.9,0,733
5,2018-04-27,04,27,51.9,31.3,1009.2,10.0,10.2,17.1,25.1,61.0,44.1,0.0,999.9,0,772
6,2018-04-28,04,28,43.9,29.3,1017.6,10.0,13.4,18.1,24.1,51.1,37.9,0.03,999.9,0,679
7,2018-04-29,04,29,44.5,20.1,1027.3,10.0,5.8,12.0,999.9,57.0,33.1,0.0,999.9,0,725
1,2018-04-30,04,30,57.9,20.4,1022.0,10.0,9.5,15.9,24.1,80.1,42.1,0.0,999.9,0,789
2,2018-05-01,05,01,71.7,38.4,1014.3,10.0,13.0,21.0,29.9,86.0,57.9,0.0,999.9,0,1008
3,2018-05-02,05,02,77.2,52.5,1011.5,10.0,14.8,34.0,58.1,88.0,66.9,0.0,999.9,1,789
4,2018-05-03,05,03,65.4,59.8,1011.9,7.7,6.4,15.9,22.9,78.1,57.9,0.45,999.9,0,742
5,2018-05-04,05,04,67.9,54.9,1010.7,10.0,14.7,25.1,35.9,75.0,57.9,0.19,999.9,0,814
6,2018-05-05,05,05,70.7,45.2,1015.0,10.0,7.1,14.0,17.1,82.0,57.0,0.0,999.9,0,854
7,2018-05-06,05,06,63.5,41.8,1014.6,10.0,8.0,15.9,21.0,82.0,55.0,0.0,999.9,0,715
1,2018-05-07,05,07,60.3,40.0,1021.5,10.0,5.9,14.0,999.9,73.0,50.0,0.0,999.9,0,804
2,2018-05-08,05,08,69.8,40.4,1019.4,10.0,6.0,12.0,19.0,82.9,55.9,0.0,999.9,0,803
3,2018-05-09,05,09,71.1,49.5,1009.2,9.8,11.3,21.0,31.1,82.9,60.1,0.0,999.9,0,792
4,2018-05-10,05,10,66.1,54.4,1010.0,9.8,9.5,17.1,22.0,78.1,59.0,0.21,999.9,0,779
5,2018-05-11,05,11,53.5,44.6,1016.1,10.0,12.0,17.1,24.1,64.0,48.9,0.04,999.9,0,729
6,2018-05-12,05,12,49.1,44.6,1017.3,7.9,10.5,14.0,999.9,53.1,46.0,0.02,999.9,0,699
7,2018-05-13,05,13,54.4,49.6,1016.8,8.1,7.1,15.0,25.1,69.1,48.0,0.43,999.9,0,689
1,2018-05-14,05,14,63.8,56.6,1012.8,8.4,8.3,21.0,26.0,86.0,53.1,0.37,999.9,1,788
2,2018-05-15,05,15,64.0,58.9,1012.6,7.2,8.2,20.0,28.9,69.1,60.1,0.92,999.9,0,743
3,2018-05-16,05,16,62.6,45.8,1015.9,10.0,5.6,13.0,15.9,77.0,48.9,0.0,999.9,0,759
4,2018-05-17,05,17,65.2,50.5,1016.1,9.6,5.9,14.0,999.9,75.0,55.9,0.0,999.9,0,794
5,2018-05-18,05,18,58.4,46.6,1017.0,10.0,9.1,14.0,999.9,68.0,53.1,0.0,999.9,0,800
6,2018-05-19,05,19,61.1,57.7,1012.1,4.8,5.1,8.9,999.9,69.1,57.0,0.03,999.9,0,759
7,2018-05-20,05,20,51.5,47.3,1020.1,9.2,9.1,18.1,21.0,60.1,45.0,0.01,999.9,0,763
1,2018-05-21,05,21,54.8,52.2,1020.1,6.4,5.8,15.0,20.0,64.0,48.9,0.12,999.9,0,714
2,2018-05-22,05,22,60.0,56.6,1016.5,4.0,4.3,8.9,999.9,66.9,55.9,1.24,999.9,1,797
3,2018-05-23,05,23,63.7,52.1,1020.6,8.3,3.2,8.9,999.9,78.1,51.1,0.05,999.9,0,781
4,2018-05-24,05,24,71.8,54.0,1020.4,10.0,5.3,12.0,999.9,87.1,59.0,0.0,999.9,0,819
5,2018-05-25,05,25,78.5,55.9,1012.5,10.0,6.6,9.9,17.1,90.0,68.0,0.0,999.9,0,804
6,2018-05-26,05,26,78.3,64.7,1006.9,9.1,5.2,8.0,999.9,90.0,69.1,0.13,999.9,0,853
7,2018-05-27,05,27,83.4,63.5,1009.0,10.0,4.1,9.9,999.9,96.1,72.0,0.0,999.9,0,883
1,2018-05-28,05,28,84.1,63.0,1011.7,10.0,6.5,20.0,35.0,96.1,75.0,0.0,999.9,0,888
2,2018-05-29,05,29,77.7,60.9,1011.3,10.0,4.6,9.9,999.9,93.9,70.0,0.0,999.9,0,874
3,2018-05-30,05,30,77.5,66.6,1004.7,9.9,7.8,17.1,25.1,87.1,72.0,0.0,999.9,0,847
4,2018-05-31,05,31,77.7,68.0,1003.0,9.8,9.1,15.9,24.1,89.1,70.0,0.22,999.9,0,841
5,2018-06-01,06,01,71.1,60.5,1009.5,9.9,8.3,15.9,22.9,87.1,60.1,0.0,999.9,0,1012
6,2018-06-02,06,02,60.9,53.3,1013.9,10.0,8.7,15.0,21.0,73.9,53.1,0.0,999.9,0,819
7,2018-06-03,06,03,67.5,54.8,1010.5,9.2,10.8,21.0,28.9,79.0,60.1,0.54,999.9,0,835
1,2018-06-04,06,04,68.0,48.5,1014.3,10.0,9.6,15.9,25.1,80.1,55.0,0.0,999.9,0,790
2,2018-06-05,06,05,67.2,48.9,1010.7,10.0,11.2,18.1,19.0,80.1,55.9,0.0,999.9,0,752
3,2018-06-06,06,06,63.5,48.2,1013.5,10.0,7.1,15.9,999.9,80.1,52.0,0.01,999.9,0,815
4,2018-06-07,06,07,73.8,57.8,1013.6,10.0,6.4,13.0,999.9,81.0,66.0,0.04,999.9,0,767
5,2018-06-08,06,08,65.6,55.9,1019.2,10.0,6.8,11.1,999.9,73.0,61.0,0.0,999.9,0,774
6,2018-06-09,06,09,66.5,60.4,1016.5,8.6,4.6,14.0,17.1,81.0,57.9,0.28,999.9,0,816
7,2018-06-10,06,10,65.5,63.6,1011.2,4.4,5.5,11.1,25.1,71.1,61.0,0.29,999.9,1,731
1,2018-06-11,06,11,64.1,62.8,1011.6,3.9,8.7,14.0,999.9,69.1,61.0,0.1,999.9,0,748
2,2018-06-12,06,12,70.6,66.7,1011.2,6.3,6.0,8.9,999.9,81.0,64.0,0.0,999.9,0,793
3,2018-06-13,06,13,75.1,61.8,1012.3,7.5,7.0,13.0,19.0,81.0,69.8,0.0,999.9,0,751
4,2018-06-14,06,14,72.9,52.0,1016.4,10.0,3.9,9.9,999.9,81.0,62.1,0.0,999.9,0,756
5,2018-06-15,06,15,76.6,57.8,1014.7,10.0,6.7,14.0,17.1,89.1,64.9,0.0,999.9,0,839
6,2018-06-16,06,16,82.2,69.5,1012.9,9.5,9.0,21.0,28.0,93.0,70.0,0.63,999.9,0,825
7,2018-06-17,06,17,86.3,72.0,1013.6,10.0,9.3,15.0,21.0,95.0,78.1,0.0,999.9,0,829
1,2018-06-18,06,18,86.7,72.7,1012.8,10.0,11.4,17.1,25.1,95.0,79.0,0.0,999.9,0,845
2,2018-06-19,06,19,73.3,67.5,1013.0,9.2,6.6,15.0,21.0,84.0,66.0,0.08,999.9,0,795
3,2018-06-20,06,20,70.4,64.0,1010.6,9.8,6.3,12.0,999.9,79.0,66.0,0.03,999.9,0,889
4,2018-06-21,06,21,66.5,64.2,1008.2,4.4,10.6,15.9,22.0,69.1,64.4,0.11,999.9,1,667
5,2018-06-22,06,22,63.2,60.7,1006.9,6.2,12.3,15.0,22.0,66.9,61.0,2.56,999.9,1,723
6,2018-06-23,06,23,68.3,58.2,1006.5,8.7,5.4,12.0,999.9,80.1,60.8,0.73,999.9,0,839
7,2018-06-24,06,24,73.7,63.2,1011.3,10.0,6.3,15.0,17.1,82.0,66.0,0.0,999.9,0,869
1,2018-06-25,06,25,70.1,61.8,1018.1,10.0,10.0,15.0,21.0,78.1,64.0,0.0,999.9,0,854
2,2018-06-26,06,26,74.9,64.6,1013.9,10.0,9.7,15.0,19.0,84.9,68.0,0.0,999.9,0,795
3,2018-06-27,06,27,73.3,68.4,1007.6,9.1,7.4,13.0,20.0,79.0,69.8,0.96,999.9,0,826
4,2018-06-28,06,28,76.1,65.4,1011.8,8.5,3.2,12.0,999.9,87.1,66.0,0.04,999.9,0,822
5,2018-06-29,06,29,83.5,71.8,1012.2,10.0,8.4,14.0,19.0,95.0,73.9,0.0,999.9,0,780
6,2018-06-30,06,30,87.3,76.5,1012.3,10.0,9.9,15.9,24.1,95.0,79.0,0.0,999.9,0,867
7,2018-07-01,07,01,84.9,73.6,1010.3,9.9,11.2,21.0,40.0,93.9,78.1,0.0,999.9,0,978
1,2018-07-02,07,02,77.2,65.5,1014.6,10.0,6.4,9.9,999.9,81.0,72.0,0.01,999.9,0,860
2,2018-07-03,07,03,78.5,64.6,1018.8,10.0,6.1,12.0,999.9,91.0,68.0,0.0,999.9,0,826
3,2018-07-04,07,04,83.9,73.6,1020.6,9.8,6.9,12.0,18.1,91.9,77.0,0.0,999.9,0,829
4,2018-07-05,07,05,80.3,73.5,1022.2,7.8,6.7,21.0,28.9,95.0,72.0,0.15,999.9,0,841
5,2018-07-06,07,06,74.8,60.0,1026.4,10.0,11.1,17.1,21.0,79.0,71.1,0.52,999.9,0,889
6,2018-07-07,07,07,71.7,51.1,1026.8,10.0,7.0,14.0,15.0,81.0,63.0,0.0,999.9,0,831
7,2018-07-08,07,08,75.6,55.3,1023.8,10.0,4.7,9.9,15.0,88.0,64.9,0.0,999.9,0,825
1,2018-07-09,07,09,80.1,61.0,1021.2,10.0,7.3,13.0,18.1,91.0,68.0,0.0,999.9,0,802
2,2018-07-10,07,10,82.2,65.1,1017.7,10.0,8.5,15.0,999.9,88.0,78.1,0.0,999.9,0,810
3,2018-07-11,07,11,78.3,57.9,1018.8,10.0,6.7,12.0,999.9,86.0,71.1,0.0,999.9,0,737
4,2018-07-12,07,12,79.3,61.6,1019.8,10.0,7.7,12.0,18.1,87.1,72.0,0.0,999.9,0,798
5,2018-07-13,07,13,82.1,63.4,1018.1,10.0,7.9,11.1,17.1,93.0,72.0,0.0,999.9,0,819
6,2018-07-14,07,14,78.3,69.2,1016.4,9.8,5.0,8.0,999.9,90.0,73.0,0.01,999.9,0,788
7,2018-07-15,07,15,81.0,71.0,1014.2,8.7,4.7,9.9,15.0,91.0,73.0,0.22,999.9,0,812
1,2018-07-16,07,16,83.0,72.1,1012.0,9.7,4.7,19.0,28.9,93.0,75.0,0.0,999.9,0,783
2,2018-07-17,07,17,77.0,61.9,1015.6,9.9,7.3,13.0,19.0,84.9,69.1,0.17,999.9,0,745
3,2018-07-18,07,18,72.6,55.2,1018.7,10.0,7.8,11.1,15.9,79.0,64.0,0.0,999.9,0,840
4,2018-07-19,07,19,76.7,57.7,1014.3,10.0,7.4,15.0,20.0,89.1,66.0,0.0,999.9,0,778
5,2018-07-20,07,20,75.7,66.6,1005.4,9.6,11.5,15.9,22.9,84.0,70.0,0.01,999.9,0,821
6,2018-07-21,07,21,71.5,67.6,1005.3,8.8,10.8,17.1,22.9,77.0,69.8,0.52,999.9,0,800
7,2018-07-22,07,22,71.6,68.3,1009.4,9.0,11.9,15.9,20.0,77.0,69.8,0.06,999.9,0,795
1,2018-07-23,07,23,73.6,64.9,1012.4,10.0,8.8,12.0,15.9,82.0,68.0,0.26,999.9,0,846
2,2018-07-24,07,24,75.7,64.3,1014.0,9.6,4.8,8.9,999.9,84.0,66.9,0.0,999.9,0,798
3,2018-07-25,07,25,79.1,59.6,1014.7,10.0,5.5,8.0,999.9,89.1,68.0,0.0,999.9,0,808
4,2018-07-26,07,26,77.5,60.4,1012.0,10.0,8.9,15.0,21.0,84.0,72.0,0.0,999.9,0,801
5,2018-07-27,07,27,71.1,56.1,1015.4,10.0,8.3,14.0,17.1,79.0,63.0,0.0,999.9,0,800
6,2018-07-28,07,28,71.9,54.0,1018.5,10.0,4.8,11.1,999.9,82.0,61.0,0.0,999.9,0,807
7,2018-07-29,07,29,72.4,56.8,1018.5,10.0,4.0,11.1,999.9,80.1,64.0,0.0,999.9,0,776
1,2018-07-30,07,30,72.5,59.2,1017.6,10.0,5.7,13.0,21.0,81.0,63.0,0.0,999.9,0,782
2,2018-07-31,07,31,74.3,62.4,1015.6,10.0,6.7,9.9,999.9,80.1,68.0,0.0,999.9,0,830
3,2018-08-01,08,01,73.7,62.0,1013.8,8.8,5.8,15.9,20.0,86.0,63.0,0.01,999.9,0,934
4,2018-08-02,08,02,77.7,63.8,1013.1,10.0,7.8,13.0,17.1,88.0,69.1,0.04,999.9,0,852
5,2018-08-03,08,03,77.1,63.1,1015.5,9.3,4.9,12.0,15.9,88.0,64.9,0.0,999.9,0,891
6,2018-08-04,08,04,83.2,65.3,1016.0,10.0,7.9,17.1,24.1,96.1,73.0,0.0,999.9,0,902
7,2018-08-05,08,05,84.5,66.5,1016.4,10.0,11.4,17.1,26.0,95.0,77.0,0.0,999.9,0,860
1,2018-08-06,08,06,79.3,69.4,1015.8,10.0,7.1,14.0,21.0,90.0,72.0,0.07,999.9,0,802
2,2018-08-07,08,07,76.5,69.7,1013.8,8.7,3.9,8.9,999.9,84.9,71.1,0.06,999.9,1,785
3,2018-08-08,08,08,74.6,67.6,1012.3,8.8,4.2,8.9,999.9,82.0,69.1,0.63,999.9,0,792
4,2018-08-09,08,09,78.5,66.4,1012.4,10.0,7.9,14.0,20.0,91.0,68.0,0.01,999.9,0,768
5,2018-08-10,08,10,77.8,69.4,1012.6,9.7,6.3,15.0,26.0,84.9,71.1,0.07,999.9,0,857
6,2018-08-11,08,11,78.4,63.7,1014.3,10.0,6.1,12.0,14.0,89.1,69.1,0.0,999.9,0,860
