"","day","year","mo","da","temp","visib","wdsp","prcp","sndp","fog","NUM_CRIMES"
"1228",7,2018,5,12,49.1,7.9,10.5,0.02,999.9,0,0.690711462450593
"1229",1,2018,5,13,54.4,8.1,7.1,0.43,999.9,0,0.680830039525692
"1230",2,2018,5,14,63.8,8.4,8.3,0.37,999.9,1,0.778656126482213
"1231",3,2018,5,15,64,7.2,8.2,0.92,999.9,0,0.734189723320158
"1232",4,2018,5,16,62.6,10,5.6,0,999.9,0,0.75
"1233",5,2018,5,17,65.2,9.6,5.9,0,999.9,0,0.784584980237154
"1234",6,2018,5,18,58.4,10,9.1,0,999.9,0,0.790513833992095
"1235",7,2018,5,19,61.1,4.8,5.1,0.03,999.9,0,0.75
"1236",1,2018,5,20,51.5,9.2,9.1,0.01,999.9,0,0.75395256916996
"1237",2,2018,5,21,54.8,6.4,5.8,0.12,999.9,0,0.705533596837945
"1238",3,2018,5,22,60,4,4.3,1.24,999.9,1,0.787549407114625
"1239",4,2018,5,23,63.7,8.3,3.2,0.05,999.9,0,0.771739130434783
"1240",5,2018,5,24,71.8,10,5.3,0,999.9,0,0.809288537549407
"1241",6,2018,5,25,78.5,10,6.6,0,999.9,0,0.794466403162055
"1242",7,2018,5,26,78.3,9.1,5.2,0.13,999.9,0,0.842885375494071
"1243",1,2018,5,27,83.4,10,4.1,0,999.9,0,0.872529644268775
"1244",2,2018,5,28,84.1,10,6.5,0,999.9,0,0.877470355731225
"1245",3,2018,5,29,77.7,10,4.6,0,999.9,0,0.863636363636364
"1246",4,2018,5,30,77.5,9.9,7.8,0,999.9,0,0.83695652173913
"1247",5,2018,5,31,77.7,9.8,9.1,0.22,999.9,0,0.83102766798419
"1248",6,2018,6,1,71.1,9.9,8.3,0,999.9,0,1
"1249",7,2018,6,2,60.9,10,8.7,0,999.9,0,0.809288537549407
"1250",1,2018,6,3,67.5,9.2,10.8,0.54,999.9,0,0.825098814229249
"1251",2,2018,6,4,68,10,9.6,0,999.9,0,0.780632411067194
"1252",3,2018,6,5,67.2,10,11.2,0,999.9,0,0.743083003952569
"1253",4,2018,6,6,63.5,10,7.1,0.01,999.9,0,0.805335968379447
"1254",5,2018,6,7,73.8,10,6.4,0.04,999.9,0,0.757905138339921
"1255",6,2018,6,8,65.6,10,6.8,0,999.9,0,0.764822134387352
"1256",7,2018,6,9,66.5,8.6,4.6,0.28,999.9,0,0.806324110671937
"1257",1,2018,6,10,65.5,4.4,5.5,0.29,999.9,1,0.722332015810277
"1258",2,2018,6,11,64.1,3.9,8.7,0.1,999.9,0,0.739130434782609
"1259",3,2018,6,12,70.6,6.3,6,0,999.9,0,0.783596837944664
"1260",4,2018,6,13,75.1,7.5,7,0,999.9,0,0.742094861660079
"1261",5,2018,6,14,72.9,10,3.9,0,999.9,0,0.74703557312253
"1262",6,2018,6,15,76.6,10,6.7,0,999.9,0,0.829051383399209
"1263",7,2018,6,16,82.2,9.5,9,0.63,999.9,0,0.815217391304348
"1264",1,2018,6,17,86.3,10,9.3,0,999.9,0,0.819169960474308
"1265",2,2018,6,18,86.7,10,11.4,0,999.9,0,0.83498023715415
"1266",3,2018,6,19,73.3,9.2,6.6,0.08,999.9,0,0.785573122529644
"1267",4,2018,6,20,70.4,9.8,6.3,0.03,999.9,0,0.878458498023715
"1268",5,2018,6,21,66.5,4.4,10.6,0.11,999.9,1,0.659090909090909
"1269",6,2018,6,22,63.2,6.2,12.3,2.56,999.9,1,0.714426877470356
"1270",7,2018,6,23,68.3,8.7,5.4,0.73,999.9,0,0.829051383399209
"1271",1,2018,6,24,73.7,10,6.3,0,999.9,0,0.858695652173913
"1272",2,2018,6,25,70.1,10,10,0,999.9,0,0.843873517786561
"1273",3,2018,6,26,74.9,10,9.7,0,999.9,0,0.785573122529644
"1274",4,2018,6,27,73.3,9.1,7.4,0.96,999.9,0,0.816205533596838
"1275",5,2018,6,28,76.1,8.5,3.2,0.04,999.9,0,0.812252964426877
"1276",6,2018,6,29,83.5,10,8.4,0,999.9,0,0.770750988142292
"1277",7,2018,6,30,87.3,10,9.9,0,999.9,0,0.856719367588933
"1278",1,2018,7,1,84.9,9.9,11.2,0,999.9,0,0.966403162055336
"1279",2,2018,7,2,77.2,10,6.4,0.01,999.9,0,0.849802371541502
"1280",3,2018,7,3,78.5,10,6.1,0,999.9,0,0.816205533596838
"1281",4,2018,7,4,83.9,9.8,6.9,0,999.9,0,0.819169960474308
"1282",5,2018,7,5,80.3,7.8,6.7,0.15,999.9,0,0.83102766798419
"1283",6,2018,7,6,74.8,10,11.1,0.52,999.9,0,0.878458498023715
"1284",7,2018,7,7,71.7,10,7,0,999.9,0,0.821146245059289
"1285",1,2018,7,8,75.6,10,4.7,0,999.9,0,0.815217391304348
"1286",2,2018,7,9,80.1,10,7.3,0,999.9,0,0.792490118577075
"1287",3,2018,7,10,82.2,10,8.5,0,999.9,0,0.800395256916996
"1288",4,2018,7,11,78.3,10,6.7,0,999.9,0,0.728260869565217
"1289",5,2018,7,12,79.3,10,7.7,0,999.9,0,0.788537549407115
"1290",6,2018,7,13,82.1,10,7.9,0,999.9,0,0.809288537549407
"1291",7,2018,7,14,78.3,9.8,5,0.01,999.9,0,0.778656126482213
"1292",1,2018,7,15,81,8.7,4.7,0.22,999.9,0,0.802371541501976
"1293",2,2018,7,16,83,9.7,4.7,0,999.9,0,0.773715415019763
"1294",3,2018,7,17,77,9.9,7.3,0.17,999.9,0,0.736166007905138
"1295",4,2018,7,18,72.6,10,7.8,0,999.9,0,0.8300395256917
"1296",5,2018,7,19,76.7,10,7.4,0,999.9,0,0.768774703557312
"1297",6,2018,7,20,75.7,9.6,11.5,0.01,999.9,0,0.811264822134387
"1298",7,2018,7,21,71.5,8.8,10.8,0.52,999.9,0,0.790513833992095
"1299",1,2018,7,22,71.6,9,11.9,0.06,999.9,0,0.785573122529644
"1300",2,2018,7,23,73.6,10,8.8,0.26,999.9,0,0.83596837944664
"1301",3,2018,7,24,75.7,9.6,4.8,0,999.9,0,0.788537549407115
"1302",4,2018,7,25,79.1,10,5.5,0,999.9,0,0.798418972332016
"1303",5,2018,7,26,77.5,10,8.9,0,999.9,0,0.791501976284585
"1304",6,2018,7,27,71.1,10,8.3,0,999.9,0,0.790513833992095
"1305",7,2018,7,28,71.9,10,4.8,0,999.9,0,0.797430830039526
"1306",1,2018,7,29,72.4,10,4,0,999.9,0,0.766798418972332
"1307",2,2018,7,30,72.5,10,5.7,0,999.9,0,0.772727272727273
"1308",3,2018,7,31,74.3,10,6.7,0,999.9,0,0.820158102766798
"1309",4,2018,8,1,73.7,8.8,5.8,0.01,999.9,0,0.922924901185771
"1310",5,2018,8,2,77.7,10,7.8,0.04,999.9,0,0.841897233201581
"1311",6,2018,8,3,77.1,9.3,4.9,0,999.9,0,0.880434782608696
"1312",7,2018,8,4,83.2,10,7.9,0,999.9,0,0.891304347826087
"1313",1,2018,8,5,84.5,10,11.4,0,999.9,0,0.849802371541502
"1314",2,2018,8,6,79.3,10,7.1,0.07,999.9,0,0.792490118577075
"1315",3,2018,8,7,76.5,8.7,3.9,0.06,999.9,1,0.775691699604743
"1316",4,2018,8,8,74.6,8.8,4.2,0.63,999.9,0,0.782608695652174
"1317",5,2018,8,9,78.5,10,7.9,0.01,999.9,0,0.758893280632411
"1318",6,2018,8,10,77.8,9.7,6.3,0.07,999.9,0,0.846837944664032
"1319",7,2018,8,11,78.4,10,6.1,0,999.9,0,0.849802371541502
"1320",1,2018,8,12,79.9,10,5.4,0,999.9,0,0.83201581027668
"1321",2,2018,8,13,77.9,9.4,4,0,999.9,0,0.813241106719368
"1322",3,2018,8,14,80.5,9.5,4.2,0,999.9,0,0.819169960474308
"1323",4,2018,8,15,80.2,9.9,6,0,999.9,0,0.786561264822134
"1324",5,2018,8,16,77.3,9.4,4.5,0.13,999.9,0,0.827075098814229
"1325",6,2018,8,17,75.7,8.8,5.1,0.18,999.9,0,0.800395256916996
"1326",7,2018,8,18,76.7,9,7,0.06,999.9,0,0.899209486166008
"1327",1,2018,8,19,76.5,10,5.4,0,999.9,0,0.783596837944664
"1328",2,2018,8,20,75.8,9.5,9.2,0,999.9,0,0.738142292490119
"1329",3,2018,8,21,73.1,8.5,7.3,0.29,999.9,0,0.713438735177866
"1330",4,2018,8,22,71.1,9.9,9.2,0.03,999.9,0,0.839920948616601
"1331",5,2018,8,23,70.9,10,5.8,0,999.9,0,0.719367588932806
"1332",6,2018,8,24,69.2,9.9,8.8,0,999.9,0,0.780632411067194
"1333",7,2018,8,25,72.9,6.7,9.1,0.11,999.9,0,0.826086956521739
"1334",1,2018,8,26,83.5,8.3,6.8,0.06,999.9,0,0.783596837944664
"1335",2,2018,8,27,86.2,9.7,13.8,0,999.9,0,0.814229249011858
"1336",3,2018,8,28,83.1,9.9,12.8,0,999.9,0,0.792490118577075
"1337",4,2018,8,29,72.2,8.1,7.6,0.84,999.9,0,0.741106719367589
"1338",5,2018,8,30,68.5,10,7.5,0.02,999.9,0,0.810276679841897
"1339",6,2018,8,31,72.4,10,5.9,0,999.9,0,0.823122529644269
"1340",7,2018,9,1,76.9,9.7,9.3,1.07,999.9,0,0.968379446640316
"1341",1,2018,9,2,82.3,10,9.9,0.04,999.9,0,0.822134387351779
"1342",2,2018,9,3,78.6,9.5,6.5,0.01,999.9,0,0.766798418972332
"1343",3,2018,9,4,79.9,10,7.5,0.44,999.9,0,0.809288537549407
"1344",4,2018,9,5,83.1,10,10.1,0,999.9,0,0.708498023715415
"1345",5,2018,9,6,70.6,8.6,9.7,0.45,999.9,0,0.731225296442688
"1346",6,2018,9,7,68.9,9.3,9.7,0.46,999.9,0,0.720355731225296
"1347",7,2018,9,8,67.1,10,15.4,0.08,999.9,0,0.780632411067194
"1348",1,2018,9,9,65,10,15.3,0,999.9,0,0.656126482213439
"1349",2,2018,9,10,66.6,10,9.3,0,999.9,0,0.707509881422925
"1350",3,2018,9,11,67.5,9.3,3.4,0,999.9,0,0.683794466403162
"1351",4,2018,9,12,68.5,10,5.4,0,999.9,0,0.705533596837945
"1352",5,2018,9,13,66.9,10,4.3,0,999.9,0,0.678853754940711
"1353",6,2018,9,14,70.6,10,4.6,0,999.9,0,0.859683794466403
"1354",7,2018,9,15,70.3,10,5.1,0,999.9,0,0.796442687747036
"1355",1,2018,9,16,74.9,9.7,6.8,0,999.9,0,0.809288537549407
"1356",2,2018,9,17,79.1,10,3.9,0,999.9,0,0.776679841897233
"1357",3,2018,9,18,75.3,9.9,5.3,0,999.9,0,0.728260869565217
"1358",4,2018,9,19,71.1,10,8.7,0,999.9,0,0.75197628458498
"1359",5,2018,9,20,78.1,8.1,6.6,0,999.9,0,0.819169960474308
"1360",6,2018,9,21,78.4,10,14.2,0,999.9,0,0.815217391304348
"1361",7,2018,9,22,60.3,10,10.7,0,999.9,0,0.789525691699605
"1362",1,2018,9,23,61.2,10,5,0,999.9,0,0.726284584980237
"1363",2,2018,9,24,65.1,8.9,6.7,0,999.9,0,0.786561264822134
"1364",3,2018,9,25,73.2,8.3,7.7,0.52,999.9,0,0.742094861660079
"1365",4,2018,9,26,61.5,10,9.3,0.24,999.9,0,0.742094861660079
"1366",5,2018,9,27,59,10,6.1,0,999.9,0,0.699604743083004
"1367",6,2018,9,28,58.2,9.9,6.8,0,999.9,0,0.782608695652174
"1368",7,2018,9,29,51.2,10,4.9,0.05,999.9,0,0.723320158102767
"1369",1,2018,9,30,59.3,9.9,6.8,0.03,999.9,0,0.732213438735178
"1370",2,2018,10,1,62.5,9.1,7.1,0.01,999.9,0,0.902173913043478
"1371",3,2018,10,2,64.1,8.9,5.6,1.39,999.9,0,0.708498023715415
"1372",4,2018,10,3,71.3,9.8,10.9,0.18,999.9,0,0.66798418972332
"1373",5,2018,10,4,66.2,9.8,14.8,0.06,999.9,0,0.688735177865613
"1374",6,2018,10,5,58.3,7.7,8.3,0.24,999.9,0,0.646245059288538
"1375",7,2018,10,6,64.9,6.5,6.9,1.26,999.9,0,0.717391304347826
"1376",1,2018,10,7,59.2,9.2,8.6,0.19,999.9,0,0.709486166007905
"1377",2,2018,10,8,70.9,6.6,8.2,0.84,999.9,0,0.732213438735178
"1378",3,2018,10,9,77.3,10,8,0.12,999.9,0,0.737154150197628
"1379",4,2018,10,10,72.9,9.2,10.6,0.09,999.9,1,0.715415019762846
"1380",5,2018,10,11,51.3,10,15.3,1.11,999.9,0,0.670948616600791
"1381",6,2018,10,12,40.2,9.9,6.9,0,999.9,0,0.696640316205534
"1382",7,2018,10,13,41.6,8.9,7.3,0,999.9,0,0.735177865612648
"1383",1,2018,10,14,47.9,10,5.3,0,999.9,0,0.693675889328063
"1384",2,2018,10,15,44.5,8.8,10.5,0.17,999.9,0,0.696640316205534
"1385",3,2018,10,16,44,10,10,0.08,999.9,0,0.659090909090909
"1386",4,2018,10,17,47.6,10,10.4,0,999.9,0,0.681818181818182
"1387",5,2018,10,18,45.5,10,5.8,0,999.9,0,0.715415019762846
"1388",6,2018,10,19,49.1,9.4,9.7,0,999.9,0,0.756916996047431
"1389",7,2018,10,20,47.4,10,14.5,0.06,999.9,0,0.795454545454545
"1390",1,2018,10,21,38.1,10,8.5,0,999.9,0,0.636363636363636
"1391",2,2018,10,22,47.8,10,6.7,0,999.9,0,0.706521739130435
"1392",3,2018,10,23,48.6,10,7.7,0,999.9,0,0.727272727272727
"1393",4,2018,10,24,44.3,10,3.2,0,999.9,0,0.795454545454545
"1394",5,2018,10,25,44.9,10,4.4,0,999.9,0,0.711462450592885
"1395",6,2018,10,26,48.9,10,7.3,0,999.9,0,0.819169960474308
"1396",7,2018,10,27,49.8,9.9,5.4,0,999.9,0,0.778656126482213
"1397",1,2018,10,28,47.7,8.9,10.4,0.14,999.9,0,0.706521739130435
"1398",2,2018,10,29,46.9,10,6.3,0.01,999.9,0,0.714426877470356
"1399",3,2018,10,30,53.5,9.9,7.1,0,999.9,0,0.755928853754941
"1400",4,2018,10,31,55,6.5,7.5,0.81,999.9,0,0.874505928853755
"1401",5,2018,11,1,50.7,10,10.1,0.26,999.9,0,0.924901185770751
"1402",6,2018,11,2,45.2,10,8.9,0,999.9,0,0.775691699604743
"1403",7,2018,11,3,43,10,4.2,0,999.9,0,0.772727272727273
"1404",1,2018,11,4,49,8.6,13.3,0.1,999.9,0,0.676877470355731
"1405",2,2018,11,5,48.3,9.2,10.3,0.36,999.9,0,0.698616600790514
"1406",3,2018,11,6,48.3,7.7,12.8,0.29,999.9,0,0.75395256916996
"1407",4,2018,11,7,38.5,10,14.5,0.01,999.9,0,0.676877470355731
"1408",5,2018,11,8,35.9,10,5.7,0,999.9,0,0.66699604743083
"1409",6,2018,11,9,35,6.8,7.7,0.04,999.9,0,0.709486166007905
"1410",7,2018,11,10,25.3,9.9,12.5,0.02,999.9,0,0.643280632411067
"1411",1,2018,11,11,33,10,8,0,999.9,0,0.640316205533597
"1412",2,2018,11,12,34.5,10,6.5,0,999.9,0,0.678853754940711
"1413",3,2018,11,13,25.2,9.7,10.7,0,999.9,0,0.601778656126482
"1414",4,2018,11,14,25.8,10,5.2,0,999.9,0,0.631422924901186
"1415",5,2018,11,15,32.1,7.5,5.5,0,1.2,1,0.683794466403162
"1416",6,2018,11,16,34.2,7.2,10.3,0.08,999.9,0,0.724308300395257
"1417",7,2018,11,17,34.8,6.3,5.8,0,999.9,0,0.661067193675889
"1418",1,2018,11,18,34.4,8.5,6.4,0.15,999.9,0,0.621541501976285
"1419",2,2018,11,19,28.4,9,6.2,0.03,999.9,0,0.631422924901186
"1420",3,2018,11,20,32.3,9.4,9.3,0,999.9,0,0.690711462450593
"1421",4,2018,11,21,32.6,9.8,10.2,0,999.9,0,0.732213438735178
"1422",5,2018,11,22,33.9,9.8,9.2,0,999.9,0,0.534584980237154
"1423",6,2018,11,23,40.8,8,10.1,0,999.9,0,0.741106719367589
"1424",7,2018,11,24,45.4,8.2,10,0.17,999.9,0,0.688735177865613
"1425",1,2018,11,25,39.5,9.8,9.3,0.13,999.9,0,0.567193675889328
"1426",2,2018,11,26,31.3,4.6,19.3,0.89,2,1,0.554347826086957
"1427",3,2018,11,27,24,9.2,8.9,0.12,2,0,0.629446640316206
"1428",4,2018,11,28,22.1,9.5,5.4,0,2,0,0.705533596837945
"1429",5,2018,11,29,31,7.7,5.6,0,2,0,0.66699604743083
"1430",6,2018,11,30,36.2,6.1,3.4,0,1.2,0,0.742094861660079
"1431",7,2018,12,1,38.5,4.4,11.6,0,1.2,0,0.803359683794466
"1432",1,2018,12,2,43.4,7.4,7.2,0.85,999.9,1,0.702569169960474
"1433",2,2018,12,3,34.8,7.8,12,0.04,999.9,0,0.760869565217391
"1434",3,2018,12,4,30.8,10,8.4,0,999.9,0,0.715415019762846
"1435",4,2018,12,5,28.3,9.5,9.1,0,999.9,0,0.702569169960474
"1436",5,2018,12,6,30.7,9.4,9.3,0,999.9,0,0.710474308300395
"1437",6,2018,12,7,21.5,10,7.3,0,999.9,0,0.738142292490119
"1438",7,2018,12,8,24.5,10,4.5,0,999.9,0,0.730237154150198
"1439",1,2018,12,9,25.1,8.9,2.7,0,999.9,0,0.681818181818182
"1440",2,2018,12,10,24,7.5,5.2,0,999.9,0,0.707509881422925
"1441",3,2018,12,11,30.5,6.8,7,0,999.9,0,0.66304347826087
"1442",4,2018,12,12,36,8.5,10.3,0,999.9,0,0.75
"1443",5,2018,12,13,34.3,7.2,5.2,0,999.9,0,0.703557312252964
"1444",6,2018,12,14,40.6,1.7,6.4,0.36,999.9,1,0.783596837944664
"1445",7,2018,12,15,38.5,5.7,7.5,0.14,999.9,0,0.735177865612648
"1446",1,2018,12,16,36.9,7.4,5.8,0,999.9,1,0.741106719367589
"1447",2,2018,12,17,35.6,10,6.8,0,999.9,0,0.703557312252964
"1448",3,2018,12,18,30.5,9.8,4.5,0,999.9,0,0.706521739130435
"1449",4,2018,12,19,40.1,10,9.3,0,999.9,0,0.731225296442688
"1450",5,2018,12,20,45.4,7.8,6.4,0,999.9,0,0.778656126482213
"1451",6,2018,12,21,36.9,6.2,13.1,0.06,999.9,0,0.791501976284585
"1452",7,2018,12,22,31.3,9.9,7.2,0.04,999.9,0,0.75098814229249
"1453",1,2018,12,23,34.4,9.1,8.2,0,999.9,0,0.628458498023715
"1454",2,2018,12,24,30.3,10,9.8,0,999.9,0,0.601778656126482
"1455",3,2018,12,25,35.7,9.8,5.4,0.01,999.9,0,0.442687747035573
"1456",4,2018,12,26,36.7,10,2.5,0,999.9,0,0.619565217391304
"1457",5,2018,12,27,43.8,8.9,14.2,0,999.9,0,0.619565217391304
"1458",6,2018,12,28,43.2,9.1,15.6,0.52,999.9,0,0.716403162055336
"1459",7,2018,12,29,29.5,6.5,7.2,0.01,999.9,0,0.687747035573123
"1460",1,2018,12,30,27,9.7,10.6,0,999.9,0,0.662055335968379
"1461",2,2018,12,31,36.4,6.3,8,0,999.9,0,0.640316205533597
"1462",3,2019,1,1,32.6,7.7,9.1,0.66,999.9,0,1
"1463",4,2019,1,2,29.5,6.5,6.7,0,999.9,0,0.628846153846154
"1464",5,2019,1,3,30.8,9.7,9.8,0,999.9,0,0.723076923076923
"1465",6,2019,1,4,37.9,10,8.4,0,999.9,0,0.7375
"1466",7,2019,1,5,39.8,10,6.8,0,999.9,0,0.761538461538461
"1467",1,2019,1,6,40.2,10,9.5,0,999.9,0,0.638461538461538
"1468",2,2019,1,7,45.6,8.8,15.5,0,999.9,0,0.65
"1469",3,2019,1,8,42.8,8.2,11.9,0.38,999.9,0,0.673076923076923
"1470",4,2019,1,9,23.8,9.6,15,0,999.9,0,0.606730769230769
"1471",5,2019,1,10,19.4,10,6.8,0,999.9,0,0.659615384615385
"1472",6,2019,1,11,26.7,9.5,4.4,0,999.9,0,0.753846153846154
"1473",7,2019,1,12,30.3,5.6,8,0,3.1,1,0.646153846153846
"1474",1,2019,1,13,30.3,6.9,13.3,0.07,3.1,0,0.550961538461539
"1475",2,2019,1,14,26.2,9.2,7,0,3.1,0,0.610576923076923
"1476",3,2019,1,15,26.4,6.5,10.9,0,3.1,0,0.669230769230769
"1477",4,2019,1,16,32.4,7.9,8.8,0,2,0,0.672115384615385
"1478",5,2019,1,17,31.5,7.5,5.4,0,1.2,0,0.627884615384615
"1479",6,2019,1,18,31.5,9,7.9,0,1.2,0,0.641346153846154
"1480",7,2019,1,19,27.6,4.7,16.4,0.03,5.9,0,0.5
"1481",1,2019,1,20,14.8,7.8,14.5,0.01,5.9,0,0.474038461538462
"1482",2,2019,1,21,10.9,8.6,7.9,0,5.9,0,0.533653846153846
"1483",3,2019,1,22,20.3,7.7,10.4,0,5.1,0,0.6
"1484",4,2019,1,23,31.4,3.7,7.7,0.23,5.1,0,0.635576923076923
"1485",5,2019,1,24,17.9,6.8,9.1,0.07,3.9,0,0.583653846153846
"1486",6,2019,1,25,2.8,8.9,12.8,0,5.1,0,0.563461538461538
"1487",7,2019,1,26,4.6,8.8,6.1,0,5.1,0,0.510576923076923
"1488",1,2019,1,27,5.5,8.3,6.3,0.03,5.9,0,0.501923076923077
"1489",2,2019,1,28,20.4,4.3,11.6,0.15,7.1,1,0.500961538461538
"1490",3,2019,1,29,6.4,7.5,14.8,0.1,5.9,0,0.475
"1491",4,2019,1,30,-13.5,10,15.8,0,5.9,0,0.327884615384615
"1492",5,2019,1,31,-12.5,9.1,7.7,0,5.9,0,0.440384615384615
"1493",6,2019,2,1,9.2,6.3,4.3,0.03,7.1,0,0.743269230769231
"1494",7,2019,2,2,26.6,7.5,8.6,0,3.9,0,0.694230769230769
"1495",1,2019,2,3,41,6.5,9.7,0,1.2,0,0.571153846153846
"1496",2,2019,2,4,47.3,7.8,9.5,0,999.9,0,0.706730769230769
"1497",3,2019,2,5,30.8,9.9,9.6,0.02,999.9,0,0.626923076923077
"1498",4,2019,2,6,34.5,5,6.3,0.26,999.9,1,0.611538461538462
"1499",5,2019,2,7,35.9,3.9,8.6,0.33,999.9,1,0.644230769230769
"1500",6,2019,2,8,11.5,8.2,18.7,0.13,999.9,0,0.617307692307692
"1501",7,2019,2,9,13.5,10,6.5,0,999.9,0,0.726923076923077
"1502",1,2019,2,10,24.9,8.4,6.6,0,1.2,0,0.613461538461539
"1503",2,2019,2,11,29.6,5.5,7.9,0.04,1.2,0,0.6
"1504",3,2019,2,12,31.6,3,11.1,0.44,1.2,0,0.639423076923077
"1505",4,2019,2,13,20.6,6.8,16.7,0.01,1.2,0,0.618269230769231
"1506",5,2019,2,14,36.8,10,9,0,1.2,0,0.713461538461538
"1507",6,2019,2,15,23.7,9.3,12.9,0,999.9,0,0.710576923076923
"1508",7,2019,2,16,22.2,10,7.6,0,999.9,0,0.65
"1509",1,2019,2,17,26.7,7.5,10.5,0,999.9,0,0.593269230769231
"1510",2,2019,2,18,26.8,4.6,6.6,0.11,3.1,0,0.567307692307692
"1511",3,2019,2,19,24.1,10,3.1,0.02,2,0,0.5875
"1512",4,2019,2,20,31.6,6.1,11.2,0.01,1.2,0,0.607692307692308
"1513",5,2019,2,21,31.9,9.8,12.3,0.03,1.2,0,0.669230769230769
"1514",6,2019,2,22,30.4,9.7,6,0,999.9,0,0.685576923076923
"1515",7,2019,2,23,35.6,7,7.7,0,999.9,0,0.622115384615385
"1516",1,2019,2,24,36.3,8,18.8,0.42,999.9,1,0.525961538461538
"1517",2,2019,2,25,15.6,10,12.9,0.01,999.9,0,0.572115384615385
"1518",3,2019,2,26,21.5,9.6,9.4,0,999.9,0,0.584615384615385
"1519",4,2019,2,27,26.3,9,8.6,0,999.9,0,0.624038461538462
"1520",5,2019,2,28,20.1,10,5.8,0,999.9,0,0.571153846153846
"1521",6,2019,3,1,28.6,10,4.9,0,999.9,0,0.720192307692308
"1522",7,2019,3,2,30.8,8.7,6.5,0,999.9,0,0.6375
"1523",1,2019,3,3,23.8,10,9.3,0,999.9,0,0.529807692307692
"1524",2,2019,3,4,6.6,10,12.6,0,999.9,0,0.523076923076923
"1525",3,2019,3,5,13.2,8.8,14.2,0,999.9,0,0.520192307692308
"1526",4,2019,3,6,18.1,10,11.8,0,999.9,0,0.603846153846154
"1527",5,2019,3,7,24.2,10,7.7,0,999.9,0,0.585576923076923
"1528",6,2019,3,8,29.4,8,5.2,0,999.9,0,0.689423076923077
"1529",7,2019,3,9,35,7.8,10.5,0,999.9,0,0.593269230769231
"1530",1,2019,3,10,37.9,8.9,18.2,0.37,999.9,0,0.588461538461538
"1531",2,2019,3,11,33.3,10,9.9,0,999.9,0,0.673076923076923
"1532",3,2019,3,12,36.3,10,6.2,0,999.9,0,0.602884615384615
"1533",4,2019,3,13,47.1,9,10.7,0.15,999.9,0,0.661538461538462
"1534",5,2019,3,14,56.2,8.8,15,0.32,999.9,0,0.648076923076923
"1535",6,2019,3,15,38.6,8.3,15.7,0.32,999.9,0,0.705769230769231
"1536",7,2019,3,16,35.5,10,10.3,0,999.9,0,0.736538461538462
"1537",1,2019,3,17,36,9.9,6.2,0,999.9,0,0.5875
"1538",2,2019,3,18,36.1,9.8,6.1,0,999.9,0,0.625961538461538
"1539",3,2019,3,19,39.8,10,6.7,0,999.9,0,0.618269230769231
"1540",4,2019,3,20,42.5,7.7,7.7,0,999.9,0,0.664423076923077
"1541",5,2019,3,21,40.4,7.5,9.2,0.08,999.9,0,0.6625
"1542",6,2019,3,22,40.6,10,10.4,0,999.9,0,0.681730769230769
"1543",7,2019,3,23,37.9,10,3.6,0,999.9,0,0.663461538461538
"1544",1,2019,3,24,46,9.8,4.6,0,999.9,0,0.623076923076923
"1545",2,2019,3,25,37.6,9.6,15,0.11,999.9,0,0.614423076923077
"1546",3,2019,3,26,36.1,10,6.4,0,999.9,0,0.645192307692308
"1547",4,2019,3,27,42.8,10,7.8,0,999.9,0,0.671153846153846
"1548",5,2019,3,28,53.5,9.7,11.3,0.08,999.9,0,0.656730769230769
"1549",6,2019,3,29,47.5,10,7,0.01,999.9,0,0.648076923076923
"1550",7,2019,3,30,40.2,7.3,11.3,0.61,999.9,0,0.6375
"1551",1,2019,3,31,31.9,9.6,12.6,0.22,999.9,0,0.6125
"1552",2,2019,4,1,36.5,10,9.6,0,999.9,0,0.759615384615385
"1553",3,2019,4,2,44.9,9.8,12.9,0,999.9,0,0.632692307692308
"1554",4,2019,4,3,47,10,8.9,0,999.9,0,0.653846153846154
"1555",5,2019,4,4,46.7,8,8.5,0.16,999.9,0,0.636538461538461
"1556",6,2019,4,5,45,7.4,4.9,0.16,999.9,0,0.675961538461539
"1557",7,2019,4,6,52.3,6.2,4.2,0,999.9,1,0.713461538461538
"1558",1,2019,4,7,59.4,10,7.3,0,999.9,0,0.675961538461539
"1559",2,2019,4,8,62.7,10,6.9,0.08,999.9,0,0.715384615384615
"1560",3,2019,4,9,60.9,10,9.8,0,999.9,0,0.666346153846154
"1561",4,2019,4,10,41.6,9.8,13.8,0,999.9,0,0.633653846153846
"1562",5,2019,4,11,45.6,10,15.8,0.06,999.9,0,0.719230769230769
"1563",6,2019,4,12,50.6,9.2,14.9,0.47,999.9,0,0.748076923076923
"1564",7,2019,4,13,44.3,10,11.2,0.13,999.9,0,0.725
"1565",1,2019,4,14,37.1,5.1,14.6,0.05,3.1,1,0.515384615384615
"1566",2,2019,4,15,39.9,8.4,7.8,0.4,1.2,0,0.694230769230769
"1567",3,2019,4,16,57.8,10,9.4,0,999.9,0,0.679807692307692
"1568",4,2019,4,17,57.9,8.8,8.5,0,999.9,0,0.664423076923077
"1569",5,2019,4,18,58.6,8,10.9,0.08,999.9,0,0.602884615384615
"1570",6,2019,4,19,44.5,9.9,18.2,0.44,999.9,0,0.625
"1571",7,2019,4,20,50.6,10,16,0,999.9,0,0.701923076923077
"1572",1,2019,4,21,59.6,10,6,0,999.9,0,0.620192307692308
