"","day","year","mo","da","temp","visib","wdsp","prcp","sndp","fog","NUM_CRIMES"
"416",7,2016,2,20,51.2,10,11.8,0,999.9,0,702
"417",1,2016,2,21,41.5,10,9.3,0,999.9,0,706
"418",2,2016,2,22,36.7,10,4.2,0,999.9,0,639
"419",3,2016,2,23,37.9,9.6,6.1,0,999.9,0,630
"420",4,2016,2,24,36.4,7,19.9,0,2,1,578
"421",5,2016,2,25,34.4,6.8,16.2,0.04,1.2,0,699
"422",6,2016,2,26,32.7,10,10.1,0,999.9,0,740
"423",7,2016,2,27,38.1,10,10.6,0,999.9,0,691
"424",1,2016,2,28,52.2,10,14.4,0,999.9,0,624
"425",2,2016,2,29,42.1,10,14.6,0.05,999.9,0,646
"426",3,2016,3,1,29.8,7.8,16.2,0.05,999.9,1,817
"427",4,2016,3,2,23.2,10,7.2,0.01,999.9,0,607
"428",5,2016,3,3,31.2,4.8,6.9,0.04,1.2,0,616
"429",6,2016,3,4,31.9,9.8,7.2,0.01,1.2,0,702
"430",7,2016,3,5,34.6,6.4,8,0.03,1.2,0,699
"431",1,2016,3,6,40.8,9.6,8.9,0,999.9,0,714
"432",2,2016,3,7,52.6,10,11.1,0,999.9,0,794
"433",3,2016,3,8,63.2,10,12.2,0,999.9,0,723
"434",4,2016,3,9,62.1,9.7,9.4,0.06,999.9,0,679
"435",5,2016,3,10,50.1,9.9,7.9,0,999.9,0,716
"436",6,2016,3,11,44.1,10,5.4,0,999.9,0,733
"437",7,2016,3,12,46.1,6.8,4.3,0,999.9,0,746
"438",1,2016,3,13,48,5.7,7.5,0.07,999.9,0,628
"439",2,2016,3,14,46.3,6,4.7,0.79,999.9,0,684
"440",3,2016,3,15,52.1,6.6,7.4,0.11,999.9,0,713
"441",4,2016,3,16,54.7,9.3,19.8,0.22,999.9,0,745
"442",5,2016,3,17,50,10,14.1,0.13,999.9,0,738
"443",6,2016,3,18,42.9,10,9.1,0,999.9,0,791
"444",7,2016,3,19,39.5,10,7.3,0,999.9,0,699
"445",1,2016,3,20,38.8,10,9.4,0,999.9,0,685
"446",2,2016,3,21,40.1,10,4.8,0,999.9,0,699
"447",3,2016,3,22,52.1,10,11.9,0,999.9,0,722
"448",4,2016,3,23,45.7,7.6,11,0,999.9,0,686
"449",5,2016,3,24,38.7,3.5,9.4,0.17,999.9,1,677
"450",6,2016,3,25,35.8,10,8.5,1,999.9,0,716
"451",7,2016,3,26,42.7,10,6.5,0,999.9,0,735
"452",1,2016,3,27,50.2,9.6,7.2,0,999.9,0,631
"453",2,2016,3,28,46.2,10,9.7,0.17,999.9,0,741
"454",3,2016,3,29,45.9,10,3.7,0,999.9,0,739
"455",4,2016,3,30,51.4,9.6,11.2,0,999.9,0,716
"456",5,2016,3,31,60.9,8.8,15.2,0.39,999.9,0,754
"457",6,2016,4,1,45.1,9.8,8.1,0.05,999.9,0,826
"458",7,2016,4,2,36.8,8,16.1,0.1,999.9,0,651
"459",1,2016,4,3,43.1,10,12,0.01,999.9,0,706
"460",2,2016,4,4,40.4,8.9,16,0,999.9,0,660
"461",3,2016,4,5,36.1,10,8.5,0,999.9,0,675
"462",4,2016,4,6,46.3,8.4,10.6,0.08,999.9,0,660
"463",5,2016,4,7,41.3,8.4,11.9,0.38,999.9,0,742
"464",6,2016,4,8,38.9,9.6,10.3,0.01,999.9,0,626
"465",7,2016,4,9,31.1,9.4,12.2,0.08,1.2,0,689
"466",1,2016,4,10,39.1,8.9,11.8,0.01,999.9,0,704
"467",2,2016,4,11,49.3,7.9,9.7,0.12,999.9,0,676
"468",3,2016,4,12,41.4,10,7.6,0,999.9,0,701
"469",4,2016,4,13,44.7,10,7.3,0,999.9,0,714
"470",5,2016,4,14,50.2,10,7.7,0,999.9,0,690
"471",6,2016,4,15,55.2,10,7.3,0,999.9,0,811
"472",7,2016,4,16,61,10,6,0,999.9,0,734
"473",1,2016,4,17,64.7,10,6.1,0,999.9,0,708
"474",2,2016,4,18,68.2,10,4.8,0,999.9,0,738
"475",3,2016,4,19,55.9,10,8.7,0,999.9,0,703
"476",4,2016,4,20,61.5,10,9.2,0,999.9,0,689
"477",5,2016,4,21,62.8,7.1,6.4,0.35,999.9,0,714
"478",6,2016,4,22,52.2,8.9,10.5,0.02,999.9,0,729
"479",7,2016,4,23,49.4,10,7.2,0,999.9,0,693
"480",1,2016,4,24,59.6,10,7,0,999.9,0,755
"481",2,2016,4,25,72.6,10,12,0,999.9,0,758
"482",3,2016,4,26,54.5,8,11.8,0.01,999.9,0,693
"483",4,2016,4,27,46.4,9.2,14.1,0,999.9,0,661
"484",5,2016,4,28,47.7,7.4,9.8,0.63,999.9,0,731
"485",6,2016,4,29,46.7,6.3,7.9,0.05,999.9,0,719
"486",7,2016,4,30,46.6,7,11.6,0,999.9,0,605
"487",1,2016,5,1,46.9,4.3,10.6,0.71,999.9,0,819
"488",2,2016,5,2,49.8,9.3,12.7,0.38,999.9,0,757
"489",3,2016,5,3,55,10,5.4,0,999.9,0,737
"490",4,2016,5,4,52.2,9,11.9,0.4,999.9,0,682
"491",5,2016,5,5,49.5,10,12.6,0,999.9,0,697
"492",6,2016,5,6,61.6,10,5.4,0,999.9,0,794
"493",7,2016,5,7,65.1,10,12.2,0,999.9,0,742
"494",1,2016,5,8,57.2,10,4,0,999.9,0,729
"495",2,2016,5,9,57.2,9.5,9.2,0,999.9,0,731
"496",3,2016,5,10,57.4,3.1,9.7,0.58,999.9,0,713
"497",4,2016,5,11,60.4,3.2,5.4,0.35,999.9,1,758
"498",5,2016,5,12,63.4,7.4,8.4,0.02,999.9,0,690
"499",6,2016,5,13,59.3,10,9.8,1.03,999.9,0,808
"500",7,2016,5,14,47.7,8.8,12.5,0.66,999.9,0,723
"501",1,2016,5,15,47.3,10,8.7,0,999.9,0,739
"502",2,2016,5,16,57.1,10,10.2,0,999.9,0,782
"503",3,2016,5,17,55.4,10,8.4,0,999.9,0,692
"504",4,2016,5,18,54.2,10,6.4,0.01,999.9,0,800
"505",5,2016,5,19,57.5,10,4.2,0,999.9,0,764
"506",6,2016,5,20,60.8,10,6.1,0,999.9,0,804
"507",7,2016,5,21,64.5,10,8.4,0,999.9,0,792
"508",1,2016,5,22,67.2,10,5.4,0,999.9,0,750
"509",2,2016,5,23,68.5,10,5.7,0,999.9,0,782
"510",3,2016,5,24,75.7,10,8.7,0,999.9,0,803
"511",4,2016,5,25,77.9,9.2,9.4,0,999.9,1,720
"512",5,2016,5,26,73.2,9.4,8.6,1.02,999.9,0,765
"513",6,2016,5,27,76.1,10,8.7,0,999.9,0,800
"514",7,2016,5,28,75.1,9.6,12.8,0.14,999.9,0,791
"515",1,2016,5,29,74.9,10,10.7,0,999.9,0,798
"516",2,2016,5,30,75.9,10,6.1,0,999.9,0,820
"517",3,2016,5,31,73.4,9.5,7.9,0,999.9,0,756
"518",4,2016,6,1,69.9,8,6,1.09,999.9,0,935
"519",5,2016,6,2,72.6,10,6.5,0.18,999.9,0,800
"520",6,2016,6,3,72.7,10,5.3,0,999.9,0,822
"521",7,2016,6,4,72.1,9.7,7.2,0,999.9,0,827
"522",1,2016,6,5,70.5,10,9.9,0.03,999.9,0,777
"523",2,2016,6,6,73,9.8,10.2,0.18,999.9,0,792
"524",3,2016,6,7,64,10,9.6,0,999.9,0,754
"525",4,2016,6,8,61.5,10,6.9,0,999.9,0,744
"526",5,2016,6,9,63.9,10,6.4,0,999.9,0,725
"527",6,2016,6,10,77.2,10,8.5,0.06,999.9,0,765
"528",7,2016,6,11,85.2,10,9.4,0,999.9,0,815
"529",1,2016,6,12,72.8,10,10.9,0,999.9,0,850
"530",2,2016,6,13,71.1,10,5.7,0,999.9,0,794
"531",3,2016,6,14,77.2,10,7.3,0,999.9,0,835
"532",4,2016,6,15,80.6,9.9,9.6,0,999.9,0,790
"533",5,2016,6,16,75.2,10,10,0.1,999.9,0,821
"534",6,2016,6,17,72.5,10,9.1,0,999.9,0,829
"535",7,2016,6,18,76.3,10,5.5,0,999.9,0,763
"536",1,2016,6,19,80.4,10,6.7,0,999.9,0,811
"537",2,2016,6,20,84.6,10,11.5,0,999.9,0,858
"538",3,2016,6,21,77.1,10,7.4,0,999.9,0,824
"539",4,2016,6,22,73.3,9.9,6.5,0,999.9,0,749
"540",5,2016,6,23,72.3,7.6,7.6,0.69,999.9,1,801
"541",6,2016,6,24,73.3,10,7.3,0,999.9,0,807
"542",7,2016,6,25,79.5,10,7.2,0,999.9,0,812
"543",1,2016,6,26,82.8,9.8,8.7,0,999.9,0,774
"544",2,2016,6,27,81.9,10,8.8,0.2,999.9,0,771
"545",3,2016,6,28,69.3,10,10.4,0,999.9,0,767
"546",4,2016,6,29,67.9,10,6.8,0,999.9,0,804
"547",5,2016,6,30,72.3,10,7.2,0,999.9,0,847
"548",6,2016,7,1,69.6,10,10.3,0,999.9,0,959
"549",7,2016,7,2,67.9,10,4.7,0,999.9,0,756
"550",1,2016,7,3,70.4,10,6,0,999.9,0,782
"551",2,2016,7,4,71.9,9.6,6.1,0,999.9,0,847
"552",3,2016,7,5,77.2,8.9,6.3,0,999.9,0,895
"553",4,2016,7,6,79.1,9,7.6,0,999.9,1,742
"554",5,2016,7,7,78.4,10,6.1,0.13,999.9,0,790
"555",6,2016,7,8,78.6,7.9,7.5,0.04,999.9,1,790
"556",7,2016,7,9,74.5,10,9.9,0,999.9,0,729
"557",1,2016,7,10,74.2,10,4.7,0,999.9,0,760
"558",2,2016,7,11,81.3,10,9.2,0,999.9,0,701
"559",3,2016,7,12,82.9,9.9,12.1,0,999.9,0,780
"560",4,2016,7,13,79.1,10,7.9,0,999.9,0,726
"561",5,2016,7,14,76.5,8.9,12,0.35,999.9,0,769
"562",6,2016,7,15,72.6,10,8.5,0,999.9,0,845
"563",7,2016,7,16,69.3,10,6.4,0.01,999.9,0,780
"564",1,2016,7,17,73.9,10,10.2,0,999.9,0,789
"565",2,2016,7,18,78.8,9.9,5.7,0.78,999.9,0,799
"566",3,2016,7,19,79.6,10,4,0.01,999.9,0,791
"567",4,2016,7,20,80.7,10,5.8,0,999.9,0,824
"568",5,2016,7,21,82.5,9.9,7.8,0,999.9,0,784
"569",6,2016,7,22,81.1,9.4,7.7,0.74,999.9,0,791
"570",7,2016,7,23,86,10,4.5,0.01,999.9,0,813
"571",1,2016,7,24,80.4,9.4,10.8,1.33,999.9,0,790
"572",2,2016,7,25,79.6,10,8.3,0.17,999.9,0,827
"573",3,2016,7,26,80.9,10,4.4,0,999.9,0,877
"574",4,2016,7,27,81.5,9.9,3.9,0,999.9,0,795
"575",5,2016,7,28,78.8,9.5,4.4,0,999.9,0,774
"576",6,2016,7,29,75.3,7.5,5.9,0.15,999.9,0,801
"577",7,2016,7,30,74.2,10,9,0.33,999.9,0,927
"578",1,2016,7,31,74.4,10,7.1,0,999.9,0,813
"579",2,2016,8,1,76.5,10,6.1,0,999.9,0,879
"580",3,2016,8,2,79.2,10,5.4,0,999.9,0,791
"581",4,2016,8,3,81.8,10,4.2,0,999.9,0,772
"582",5,2016,8,4,83.5,9.9,5.6,0,999.9,0,793
"583",6,2016,8,5,80.1,10,6.7,0,999.9,0,862
"584",7,2016,8,6,76.6,10,6.7,0,999.9,0,828
"585",1,2016,8,7,75.6,10,5.1,0,999.9,0,838
"586",2,2016,8,8,78.6,10,9.6,0,999.9,0,803
"587",3,2016,8,9,79.9,10,5.7,0,999.9,0,725
"588",4,2016,8,10,83.1,10,4.2,0,999.9,0,722
"589",5,2016,8,11,84.6,9.9,8.6,0,999.9,0,852
"590",6,2016,8,12,81.5,9.1,6.6,0,999.9,1,746
"591",7,2016,8,13,78.4,7.3,7.2,2.25,999.9,0,826
"592",1,2016,8,14,78.4,10,4.7,0.04,999.9,0,842
"593",2,2016,8,15,75.5,9.8,6.7,0,999.9,0,842
"594",3,2016,8,16,76.4,8.2,7.2,0.29,999.9,0,816
"595",4,2016,8,17,79.1,10,6.4,0.04,999.9,0,862
"596",5,2016,8,18,79.1,8.9,6.2,0.22,999.9,1,767
"597",6,2016,8,19,76.6,10,7.2,1.2,999.9,0,793
"598",7,2016,8,20,75.8,9.4,9.6,0,999.9,0,844
"599",1,2016,8,21,68.5,10,8.9,1.01,999.9,0,786
"600",2,2016,8,22,69.6,10,3.5,0,999.9,0,728
"601",3,2016,8,23,73.6,10,8.5,0,999.9,0,752
"602",4,2016,8,24,76.9,9.4,10.6,0,999.9,0,823
"603",5,2016,8,25,77.9,9.9,6.6,0.36,999.9,0,770
"604",6,2016,8,26,74.2,10,5,0.06,999.9,0,803
"605",7,2016,8,27,75.9,8,7.8,0.65,999.9,0,819
"606",1,2016,8,28,78.5,9.9,5.2,0.27,999.9,0,805
"607",2,2016,8,29,78.4,10,6.2,0,999.9,0,881
"608",3,2016,8,30,78.9,8.1,4.6,0,999.9,0,755
"609",4,2016,8,31,74.6,10,8.8,0.17,999.9,0,779
"610",5,2016,9,1,70.2,10,10.7,0,999.9,0,1033
"611",6,2016,9,2,69.8,10,9.1,0,999.9,0,799
"612",7,2016,9,3,70.2,10,6.5,0,999.9,0,830
"613",1,2016,9,4,72.2,10,6.7,0,999.9,0,779
"614",2,2016,9,5,77.6,10,8.1,0,999.9,0,821
"615",3,2016,9,6,83.8,10,9.3,0,999.9,0,761
"616",4,2016,9,7,85.1,10,9.5,0,999.9,0,723
"617",5,2016,9,8,77.3,9.4,9.4,0.21,999.9,0,794
"618",6,2016,9,9,75.2,10,4.3,0.01,999.9,0,818
"619",7,2016,9,10,70.3,9.7,7.8,0.02,999.9,0,767
"620",1,2016,9,11,66.8,10,4.8,0.03,999.9,0,758
"621",2,2016,9,12,70.7,10,7.4,0,999.9,0,793
"622",3,2016,9,13,74.4,10,7.8,0,999.9,0,786
"623",4,2016,9,14,71.6,10,9.3,0.01,999.9,0,820
"624",5,2016,9,15,70.8,10,7.4,0,999.9,0,823
"625",6,2016,9,16,74.1,10,9.6,0,999.9,0,806
"626",7,2016,9,17,74.8,9.8,8.8,0.06,999.9,0,834
"627",1,2016,9,18,72,10,3.6,0.03,999.9,0,781
"628",2,2016,9,19,74.9,10,7.6,0,999.9,0,712
"629",3,2016,9,20,77.3,10,7.8,0,999.9,0,792
"630",4,2016,9,21,73.1,10,7.5,0,999.9,0,731
"631",5,2016,9,22,75,10,3.8,0.24,999.9,0,831
"632",6,2016,9,23,74,8.8,6.5,0,999.9,0,843
"633",7,2016,9,24,70.8,9.6,9.3,0,999.9,0,833
"634",1,2016,9,25,74,10,7.4,0,999.9,0,809
"635",2,2016,9,26,67.8,10,12.7,0.03,999.9,0,764
"636",3,2016,9,27,62.4,10,11.4,0.02,999.9,0,735
"637",4,2016,9,28,57.3,9.7,9.4,0.01,999.9,0,634
"638",5,2016,9,29,62.7,8.6,13.7,0.52,999.9,0,702
"639",6,2016,9,30,63.3,7.8,12.5,0.72,999.9,0,772
"640",7,2016,10,1,62.1,9.1,6.2,0.1,999.9,0,860
"641",1,2016,10,2,61.9,8.4,6,1.29,999.9,0,707
"642",2,2016,10,3,63.7,9.9,3.9,0,999.9,0,771
"643",3,2016,10,4,66.7,10,7,0,999.9,0,743
"644",4,2016,10,5,72.2,10,9.4,0,999.9,0,805
"645",5,2016,10,6,67.8,8.3,3.5,0.06,999.9,0,754
"646",6,2016,10,7,67,10,9.3,0.7,999.9,0,863
"647",7,2016,10,8,54.1,10,5.8,0,999.9,0,715
"648",1,2016,10,9,56.7,10,6.2,0,999.9,0,682
"649",2,2016,10,10,59.8,10,5.6,0,999.9,0,722
"650",3,2016,10,11,66.5,10,8,0,999.9,0,697
"651",4,2016,10,12,63.8,8.7,10,0.01,999.9,0,745
"652",5,2016,10,13,49.6,10,6.6,0.5,999.9,0,693
"653",6,2016,10,14,53.9,10,5.3,0,999.9,0,821
"654",7,2016,10,15,61.4,9.1,10,0,999.9,0,823
"655",1,2016,10,16,69.4,8.6,7.8,0.54,999.9,0,789
"656",2,2016,10,17,73.6,10,12.6,0,999.9,0,817
"657",3,2016,10,18,74.3,10,14.2,0,999.9,0,774
"658",4,2016,10,19,62.3,10,3.5,0,999.9,0,712
"659",5,2016,10,20,57,10,10.2,0,999.9,0,717
"660",6,2016,10,21,49.5,10,11.5,0,999.9,0,760
"661",7,2016,10,22,48,10,6.2,0,999.9,0,773
"662",1,2016,10,23,58,10,8.2,0,999.9,0,785
"663",2,2016,10,24,54.3,10,8.4,0,999.9,0,769
"664",3,2016,10,25,48.5,10,5.3,0,999.9,0,735
"665",4,2016,10,26,48.3,7.5,9.9,0.23,999.9,0,698
"666",5,2016,10,27,49,7,7.4,0.63,999.9,0,729
"667",6,2016,10,28,51.6,9.8,7.2,0,999.9,0,802
"668",7,2016,10,29,67.1,9.9,10.7,0,999.9,0,831
"669",1,2016,10,30,56.2,9.5,10.1,0.3,999.9,0,786
"670",2,2016,10,31,50.4,10,6.9,0,999.9,0,867
"671",3,2016,11,1,67.1,10,9.5,0,999.9,0,910
"672",4,2016,11,2,64.6,7.8,3.7,0,999.9,0,749
"673",5,2016,11,3,57.8,5.5,5.3,0.3,999.9,0,783
"674",6,2016,11,4,54.9,10,4.6,0,999.9,0,783
"675",7,2016,11,5,56.1,10,6.2,0,999.9,0,821
"676",1,2016,11,6,58.3,10,3.5,0,999.9,0,753
"677",2,2016,11,7,57.6,10,4.8,0,999.9,0,737
"678",3,2016,11,8,57.1,9.9,7.4,0.01,999.9,0,644
"679",4,2016,11,9,51.5,10,8.8,0.01,999.9,0,680
"680",5,2016,11,10,51.3,10,10.8,0,999.9,0,723
"681",6,2016,11,11,51.4,10,12.4,0,999.9,0,797
"682",7,2016,11,12,45.3,10,7.1,0,999.9,0,781
"683",1,2016,11,13,45.7,10,8.9,0,999.9,0,660
"684",2,2016,11,14,49,10,8,0,999.9,0,670
"685",3,2016,11,15,48.2,6.8,3,0,999.9,1,712
"686",4,2016,11,16,49.6,8.3,2.9,0,999.9,0,770
"687",5,2016,11,17,58.2,8.8,9.8,0,999.9,0,810
"688",6,2016,11,18,62.8,9.8,13.7,0,999.9,0,794
"689",7,2016,11,19,38.9,10,17.7,0.12,999.9,0,676
"690",1,2016,11,20,30.6,10,8.9,0,999.9,0,663
"691",2,2016,11,21,32,10,4.5,0,999.9,0,683
"692",3,2016,11,22,35.5,10,4.9,0,999.9,0,722
"693",4,2016,11,23,40.7,4.9,8.5,0.1,999.9,0,699
"694",5,2016,11,24,41.3,7.7,8.2,0.11,999.9,0,534
"695",6,2016,11,25,39,8.7,6.9,0,999.9,0,689
"696",7,2016,11,26,40,9.9,6.3,0,999.9,0,719
"697",1,2016,11,27,39.4,6.6,8.1,0,999.9,0,693
"698",2,2016,11,28,46.3,7.7,13.3,0.36,999.9,0,693
"699",3,2016,11,29,51.5,9.5,11.6,0.65,999.9,0,698
"700",4,2016,11,30,42.1,9.8,8.6,0,999.9,0,697
"701",5,2016,12,1,38.9,9.8,12.4,0,999.9,0,819
"702",6,2016,12,2,38.6,9.9,7.7,0.02,999.9,0,833
"703",7,2016,12,3,34.5,10,6.3,0,999.9,0,758
"704",1,2016,12,4,33,7,3.6,0,5.1,1,594
"705",2,2016,12,5,33.4,6.1,8.1,0.45,2,0,676
"706",3,2016,12,6,34.2,4.5,5.9,0,1.2,0,688
"707",4,2016,12,7,28.1,10,12.9,0,999.9,0,660
"708",5,2016,12,8,22.3,9.6,15,0,999.9,0,606
"709",6,2016,12,9,23.8,10,9.4,0,999.9,0,668
"710",7,2016,12,10,22,9.1,6.9,0,999.9,0,612
"711",1,2016,12,11,27.6,3.4,7.9,0.1,5.1,1,512
"712",2,2016,12,12,27,6.3,9.5,0.28,3.1,1,629
"713",3,2016,12,13,18.4,8,7,0,3.1,0,574
"714",4,2016,12,14,11.7,10,10.7,0,3.1,0,610
"715",5,2016,12,15,5.8,10,11.3,0,3.1,0,579
"716",6,2016,12,16,14.4,8.9,7.2,0,3.1,0,695
"717",7,2016,12,17,23.1,4.6,5.6,0.03,3.1,0,614
"718",1,2016,12,18,13.4,6.6,12,0.03,3.9,0,526
"719",2,2016,12,19,2.2,10,8.1,0,3.1,0,660
"720",3,2016,12,20,21,10,14.1,0,3.1,0,693
"721",4,2016,12,21,28.1,9.8,7.5,0,3.1,0,728
"722",5,2016,12,22,35.6,10,8.5,0,2,0,702
"723",6,2016,12,23,32.2,9.1,6.1,0,2,0,728
"724",7,2016,12,24,35.8,5.3,5.2,0.05,1.2,0,604
"725",1,2016,12,25,34.2,4.9,9,0,1.2,0,487
"726",2,2016,12,26,47.4,6.4,14.4,0.26,999.9,0,647
"727",3,2016,12,27,29.9,10,13.2,0.02,999.9,0,663
"728",4,2016,12,28,32.7,10,8.2,0,999.9,0,722
"729",5,2016,12,29,35,10,13.4,0,999.9,0,647
"730",6,2016,12,30,30.9,10,10.9,0,999.9,0,742
"731",7,2016,12,31,37.4,10,13.4,0,999.9,0,704
"732",1,2017,1,1,29.9,10,4.8,0,999.9,0,1203
"733",2,2017,1,2,36.1,7.3,6.1,0,999.9,0,613
"734",3,2017,1,3,40.3,3.6,6.6,0.09,999.9,1,717
"735",4,2017,1,4,19.1,9.8,14.2,0.01,999.9,0,612
"736",5,2017,1,5,10.9,10,10.9,0,999.9,0,610
"737",6,2017,1,6,5.9,10,8.7,0,999.9,0,601
"738",7,2017,1,7,8.3,10,7.8,0,999.9,0,618
"739",1,2017,1,8,10.9,10,9,0,999.9,0,590
"740",2,2017,1,9,23.1,9.3,10.4,0,999.9,0,713
"741",3,2017,1,10,39.8,8.9,17.9,0,999.9,0,705
"742",4,2017,1,11,33.9,7.7,11.6,0.24,999.9,1,662
"743",5,2017,1,12,28.4,5,11.8,0.45,999.9,0,644
"744",6,2017,1,13,22.9,10,8.8,0.03,999.9,0,799
"745",7,2017,1,14,30.1,10,5.4,0,999.9,0,685
"746",1,2017,1,15,28.1,9.5,2.5,0,999.9,0,656
"747",2,2017,1,16,34.3,5.9,4.8,0,999.9,1,652
"748",3,2017,1,17,36.7,4,7.7,0.96,999.9,1,705
"749",4,2017,1,18,33.6,4.4,9.1,0.43,999.9,0,707
"750",5,2017,1,19,35.6,4.5,6.3,0,999.9,0,738
"751",6,2017,1,20,38.7,1.9,7,0.86,999.9,0,783
"752",7,2017,1,21,49.6,4.9,7.1,0.01,999.9,0,786
"753",1,2017,1,22,43.9,5.3,4.5,0,999.9,1,742
"754",2,2017,1,23,40.7,9.2,9.6,0,999.9,0,789
"755",3,2017,1,24,38.4,9.5,6.6,0,999.9,0,735
"756",4,2017,1,25,38.9,5.3,9.9,0.03,999.9,0,748
"757",5,2017,1,26,34.3,7.6,11.5,0.02,999.9,0,674
"758",6,2017,1,27,29,9.7,11.7,0,999.9,0,784
"759",7,2017,1,28,27.7,9.5,11.8,0,999.9,0,730
"760",1,2017,1,29,27.6,9.8,9,0,999.9,0,633
"761",2,2017,1,30,24.1,10,9.7,0,999.9,0,756
"762",3,2017,1,31,38.2,9.5,13.6,0.01,999.9,0,734
"763",4,2017,2,1,35.9,9.9,10.1,0,999.9,0,845
"764",5,2017,2,2,22,10,11,0,999.9,0,670
"765",6,2017,2,3,20.7,10,9.6,0,999.9,0,668
"766",7,2017,2,4,24.1,10,10.7,0,999.9,0,638
"767",1,2017,2,5,34,10,10.2,0,999.9,0,695
"768",2,2017,2,6,37.3,9.3,6.1,0,999.9,0,762
"769",3,2017,2,7,46,2.8,6.8,0.32,999.9,1,692
"770",4,2017,2,8,32.2,7.7,10.9,0.23,999.9,0,666
"771",5,2017,2,9,20.2,10,12.3,0,999.9,0,668
"772",6,2017,2,10,26.7,10,12.1,0,999.9,0,744
"773",7,2017,2,11,42.7,9.9,6.8,0,999.9,0,704
"774",1,2017,2,12,41.3,9.9,14.3,0,999.9,0,677
"775",2,2017,2,13,36.1,10,8.6,0,999.9,0,718
"776",3,2017,2,14,41.4,10,11,0,999.9,0,712
"777",4,2017,2,15,34.4,10,12.1,0,999.9,0,673
"778",5,2017,2,16,35.1,10,6.7,0,999.9,0,671
"779",6,2017,2,17,46.4,10,6.9,0,999.9,0,830
"780",7,2017,2,18,56.9,10,8.2,0,999.9,0,747
"781",1,2017,2,19,51.4,10,2.2,0,999.9,0,674
"782",2,2017,2,20,55.1,8.3,7.4,0,999.9,0,710
"783",3,2017,2,21,59.7,8.7,8,0.08,999.9,0,678
"784",4,2017,2,22,57.9,6.1,8.2,0.05,999.9,1,703
"785",5,2017,2,23,51.6,9.9,11.5,0,999.9,0,655
"786",6,2017,2,24,40.8,5.2,9.1,0.22,999.9,0,660
"787",7,2017,2,25,30.4,8.8,13.4,0.01,999.9,0,599
"788",1,2017,2,26,33.1,10,11.5,0,999.9,0,576
"789",2,2017,2,27,42.8,10,6.8,0,999.9,0,633
"790",3,2017,2,28,52,8.7,11.4,0.01,999.9,0,631
"791",4,2017,3,1,47.3,5.8,10.5,1.5,999.9,0,738
"792",5,2017,3,2,32.4,10,10,0.05,999.9,0,628
"793",6,2017,3,3,27.8,10,10,0,999.9,0,673
"794",7,2017,3,4,33.7,9.2,9,0,999.9,0,633
"795",1,2017,3,5,42.4,10,12.1,0,999.9,0,661
"796",2,2017,3,6,54.6,9.8,15.3,0,999.9,0,683
"797",3,2017,3,7,54.5,9.3,18.8,0.31,999.9,0,682
"798",4,2017,3,8,46.3,10,19.4,0,999.9,0,667
"799",5,2017,3,9,39.3,10,8.5,0,999.9,0,676
"800",6,2017,3,10,31.8,10,12.1,0,999.9,0,666
"801",7,2017,3,11,24,10,8.2,0,999.9,0,658
"802",1,2017,3,12,27.1,10,5.7,0,999.9,0,553
"803",2,2017,3,13,29,5.5,10.2,0.01,1.2,0,541
"804",3,2017,3,14,26.6,4.4,12.2,0.06,5.1,1,474
"805",4,2017,3,15,24.1,10,11,0.02,3.1,0,606
"806",5,2017,3,16,29.8,10,6.3,0,1.2,0,668
"807",6,2017,3,17,39,6.5,8,0.03,1.2,0,709
"808",7,2017,3,18,42.4,9.8,12.1,0,999.9,0,674
"809",1,2017,3,19,41.5,10,5.2,0,999.9,0,604
"810",2,2017,3,20,47.9,9.2,9.6,0.43,999.9,0,694
"811",3,2017,3,21,43.3,10,9.5,0,999.9,0,649
"812",4,2017,3,22,32.3,10,14.1,0,999.9,0,647
"813",5,2017,3,23,37.8,10,9.4,0,999.9,0,666
"814",6,2017,3,24,59.9,10,12.9,0,999.9,0,778
"815",7,2017,3,25,43.7,5.6,10.6,0.5,999.9,0,695
"816",1,2017,3,26,53.1,5.9,7.4,0.48,999.9,0,702
"817",2,2017,3,27,50,5.7,7.4,0.1,999.9,0,722
"818",3,2017,3,28,43.1,10,9.6,0,999.9,0,673
"819",4,2017,3,29,42.3,7.3,9.9,0,999.9,0,669
"820",5,2017,3,30,44.1,5,12.2,1.33,999.9,1,690
"821",6,2017,3,31,39.6,5.5,15.7,0.88,999.9,0,777
"822",7,2017,4,1,44.2,10,5.6,0,999.9,0,826
"823",1,2017,4,2,50.3,10,6.2,0,999.9,0,690
"824",2,2017,4,3,49.3,7.9,6.5,0,999.9,0,696
"825",3,2017,4,4,48.6,6.9,8.1,0.24,999.9,0,712
"826",4,2017,4,5,44.9,7.2,12.7,0.12,999.9,0,633
"827",5,2017,4,6,42.9,7.6,18.7,1.35,999.9,0,668
"828",6,2017,4,7,43.8,10,11.8,0.36,999.9,0,704
"829",7,2017,4,8,51.2,10,9.2,0,999.9,0,695
"830",1,2017,4,9,64.8,10,13.5,0,999.9,0,761
"831",2,2017,4,10,68,9.7,14.3,0,999.9,0,682
"832",3,2017,4,11,47.7,7,7.8,0.52,999.9,0,703
"833",4,2017,4,12,48.2,10,5.6,0,999.9,0,726
"834",5,2017,4,13,50.9,9.7,8.3,0.04,999.9,0,665
"835",6,2017,4,14,55.4,10,7.4,0.15,999.9,0,773
