"","day","temp","visib","wdsp","prcp","sndp","fog","NUM_CRIMES"
"1064",4,44.3,10,6.8,0,999.9,0,771
"1065",5,47.3,10,8.8,0,999.9,0,750
"1066",6,42.2,10,4.6,0,999.9,0,914
"1067",7,44.2,10,4.9,0,999.9,0,757
"1068",1,44.6,9.9,3.6,0,999.9,0,676
"1069",2,57.1,10,15.2,0,999.9,0,809
"1070",3,41.3,9.9,22.4,0.01,999.9,0,710
"1071",4,31.7,10,13.8,0,999.9,0,712
"1072",5,25.6,9.1,11.3,0,999.9,0,625
"1073",6,25.2,10,10.3,0,999.9,0,735
"1074",7,30,7.8,12.4,0.01,1.2,0,659
"1075",1,26.9,10,9,0,999.9,0,664
"1076",2,31.5,9.9,6.5,0,999.9,0,739
"1077",3,25.2,9,14,0.03,1.2,0,684
"1078",4,27.9,9.6,11.3,0,999.9,0,700
"1079",5,25.2,9.8,10.7,0,999.9,0,718
"1080",6,26.8,9.9,9.1,0,999.9,0,768
"1081",7,39.5,10,7.9,0,999.9,0,772
"1082",1,38.8,9.7,3.3,0,999.9,0,729
"1083",2,43.7,7.7,8.5,0,999.9,0,726
"1084",3,44.2,9.5,11.1,0.02,999.9,0,763
"1085",4,35.1,10,8,0,999.9,0,704
"1086",5,36.1,10,7.5,0,999.9,0,747
"1087",6,38.7,7,6.6,0,999.9,0,784
"1088",7,32.8,8.4,9.3,0,999.9,0,714
"1089",1,22.4,6.2,7.2,0,2,1,503
"1090",2,17,8.9,12.9,0.08,2,0,394
"1091",3,3.6,10,9.8,0,1.2,0,526
"1092",4,2.3,10,7.9,0,1.2,0,523
"1093",5,7.2,8.7,5.1,0,2,0,601
"1094",6,12.7,4.8,6.9,0,2,0,574
"1095",7,10.5,6.9,11.2,0.02,2,0,621
"1096",1,1.1,10,7,0,2,0,541
"1097",2,-0.5,10,9.2,0,2,0,0.922924901185771
"1098",3,-2.8,10,9.2,0,2,0,0.553359683794466
"1099",4,12.2,8.1,11,0,2,0,0.568181818181818
"1100",5,8.3,9.6,11.1,0,2,0,0.594861660079051
"1101",6,5.3,10,9.2,0,2,0,0.656126482213439
"1102",7,6.7,10,5.5,0,2,0,0.579051383399209
"1103",1,17.7,9.6,11.1,0,1.2,0,0.526679841897233
"1104",2,34,6.5,12,0.03,1.2,0,0.611660079051383
"1105",3,30.5,3.9,6,0,1.2,1,0.644268774703557
"1106",4,38.6,2.4,10.6,0,1.2,1,0.711462450592885
"1107",5,56.6,8.7,15.9,0.01,999.9,0,0.691699604743083
"1108",6,24.3,9.4,16.8,0.14,999.9,0,0.698616600790514
"1109",7,14,9.4,12.5,0,999.9,0,0.609683794466403
"1110",1,13.2,9.8,6.4,0,999.9,0,0.557312252964427
"1111",2,19,2.5,10.8,0.02,1.2,0,0.521739130434783
"1112",3,14.4,4.7,10.2,0.01,1.2,0,0.606719367588933
"1113",4,14.3,9.8,8.2,0,1.2,0,0.641304347826087
"1114",5,22.6,9.9,14.9,0,1.2,0,0.618577075098814
"1115",6,32.6,10,12.5,0,1.2,0,0.700592885375494
"1116",7,39.7,10,10.4,0,999.9,0,0.721343873517787
"1117",1,41.8,5.2,4.7,0,999.9,0,0.709486166007905
"1118",2,48.9,4.2,9,0.4,999.9,1,0.715415019762846
"1119",3,36,8.3,10.1,0.29,999.9,0,0.709486166007905
"1120",4,29.4,9.6,5.9,0.01,999.9,0,0.605731225296443
"1121",5,32.9,9.4,7.6,0,999.9,0,0.633399209486166
"1122",6,43.4,10,12.3,0,999.9,0,0.75395256916996
"1123",7,48.5,10,13.8,0,999.9,0,0.745059288537549
"1124",1,36.3,10,6.2,0,999.9,0,0.66304347826087
"1125",2,28.4,9.5,13.2,0,999.9,0,0.644268774703557
"1126",3,22.2,10,6.8,0,999.9,0,0.628458498023715
"1127",4,35.8,10,14.5,0,999.9,0,0.699604743083004
"1128",5,28.8,10,11.5,0,999.9,0,0.727272727272727
"1129",6,11.8,10,10.2,0,999.9,0,0.66600790513834
"1130",7,27.6,10,11.4,0,999.9,0,0.621541501976285
"1131",1,26.7,6.7,13.3,0.01,2,0,0.505928853754941
"1132",2,6.6,8.8,7,0.01,2,1,0.535573122529644
"1133",3,13.4,7.5,4.8,0.15,3.1,1,0.58102766798419
"1134",4,18.4,5.9,7.1,0.05,3.9,0,0.536561264822134
"1135",5,14.4,8.7,6.9,0.04,3.1,0,0.548418972332016
"1136",6,24.8,1.5,7.6,0.34,11,1,0.49901185770751
"1137",7,21,7.9,10.5,0.14,9.8,0,0.527667984189723
"1138",1,22.4,5.4,8,0.19,13,1,0.530632411067194
"1139",2,16.9,10,6.4,0.15,11.8,0,0.565217391304348
"1140",3,24.5,10,5.7,0,11,0,0.636363636363636
"1141",4,34,6.8,7.4,0,5.9,0,0.653162055335968
"1142",5,41.5,1.3,5.8,0,2,1,0.689723320158103
"1143",6,36.2,9.9,10.6,0,1.2,0,0.655138339920949
"1144",7,25.4,9,6.7,0,2,1,0.596837944664032
"1145",1,29,8.6,8.9,0.09,1.2,0,0.5800395256917
"1146",2,44.5,7.3,8.9,0,999.9,0,0.617588932806324
"1147",3,59.3,6.7,11.5,1.94,999.9,0,0.637351778656126
"1148",4,32.8,8.1,10.2,1.22,999.9,0,0.631422924901186
"1149",5,34.6,10,12.7,0.11,999.9,0,0.66897233201581
"1150",6,40.7,6.5,10.3,0.14,999.9,0,0.66304347826087
"1151",7,37.7,8.4,9.5,0,999.9,0,0.672924901185771
"1152",1,41.6,9.3,17.9,0.11,999.9,0,0.647233201581028
"1153",2,41.9,10,8.1,0.03,999.9,0,0.617588932806324
"1154",3,50.1,10,11.1,0,999.9,0,0.682806324110672
"1155",4,51.8,9.5,9.9,0,999.9,0,0.639328063241107
"1156",5,39.5,7.2,11.7,0,999.9,0,0.815217391304348
"1157",6,37.4,10,6,0.32,999.9,0,0.682806324110672
"1158",7,38.1,10,7.3,0,999.9,0,0.656126482213439
"1159",1,38.6,10,8.8,0,999.9,0,0.640316205533597
"1160",2,37.9,10,13.8,0,999.9,0,0.657114624505929
"1161",3,36.1,5.5,8.4,0.08,999.9,0,0.645256916996047
"1162",4,31.7,8,11.9,0.04,999.9,0,0.648221343873518
"1163",5,28.8,10,10,0.01,999.9,0,0.652173913043478
"1164",6,30.1,10,5.8,0,999.9,0,0.736166007905138
"1165",7,33.4,10,5.4,0,999.9,0,0.675889328063241
"1166",1,35.1,10,8.4,0,999.9,0,0.611660079051383
"1167",2,36.9,10,7.7,0,999.9,0,0.653162055335968
"1168",3,31.8,8.6,9.2,0,1.2,1,0.630434782608696
"1169",4,31.7,10,9.9,0,999.9,0,0.656126482213439
"1170",5,39.9,10,7.3,0,999.9,0,0.682806324110672
"1171",6,32.6,10,11.4,0,999.9,0,0.693675889328063
"1172",7,36.7,9.5,9.7,0.14,999.9,0,0.767786561264822
"1173",1,40.8,10,2.9,0,999.9,0,0.679841897233202
"1174",2,41.5,10,11.8,0,999.9,0,0.651185770750988
"1175",3,33.8,10,17,0,999.9,0,0.703557312252964
"1176",4,34.3,10,13,0,999.9,0,0.679841897233202
"1177",5,35.3,10,6,0,999.9,0,0.662055335968379
"1178",6,36.7,10,7.8,0,999.9,0,0.743083003952569
"1179",7,36.8,10,15,0,999.9,0,0.641304347826087
"1180",1,34.6,10,13.4,0,999.9,0,0.66897233201581
"1181",2,41.4,10,10,0,999.9,0,0.687747035573123
"1182",3,49.9,5.7,10.4,0.39,999.9,0,0.66501976284585
"1183",4,45.7,9.9,5.3,0.04,999.9,0,0.680830039525692
"1184",5,45.4,6.1,6.9,0.08,999.9,0,0.621541501976285
"1185",6,39.6,10,7.7,0,999.9,0,0.695652173913043
"1186",7,46,9.8,11.5,0,999.9,0,0.681818181818182
"1187",1,33.8,10,8.8,0.05,999.9,0,0.721343873517787
"1188",2,33.1,10,5.9,0,999.9,0,0.66600790513834
"1189",3,40.2,5,9.5,0,999.9,0,0.597826086956522
"1190",4,32.8,7.1,14.6,0.07,999.9,0,0.689723320158103
"1191",5,32.3,9.3,7.1,0,999.9,0,0.66403162055336
"1192",6,35.6,6.6,10.5,0.09,999.9,0,0.686758893280632
"1193",7,29.2,10,8.7,0,999.9,0,0.627470355731225
"1194",1,31.9,10,5,0,999.9,0,0.609683794466403
"1195",2,34.5,6.1,6.8,0.03,1.2,0,0.653162055335968
"1196",3,37.1,8.7,5.7,0,999.9,0,0.704545454545455
"1197",4,48.5,9.8,9.6,0,999.9,0,0.759881422924901
"1198",5,59.5,9.3,10.6,0.02,999.9,0,0.742094861660079
"1199",6,45.8,9.3,9.5,0.02,999.9,0,0.771739130434783
"1200",7,40.4,4.7,16.9,0.29,999.9,0,0.680830039525692
"1201",1,36.7,7.3,13.2,0.47,999.9,0,0.595849802371542
"1202",2,31.3,6.8,13.2,0.33,999.9,0,0.724308300395257
"1203",3,35,10,10.7,0,999.9,0,0.690711462450593
"1204",4,35.1,8.9,9.7,0,999.9,0,0.619565217391304
"1205",5,41.1,7.3,9.4,0.1,999.9,0,0.715415019762846
"1206",6,46.8,10,4.6,0.03,999.9,0,0.793478260869565
"1207",7,47.2,10,4.1,0,999.9,0,0.66897233201581
"1208",1,51,10,9.2,0,999.9,0,0.689723320158103
"1209",2,51.9,10,9.1,0,999.9,0,0.707509881422925
"1210",3,55.8,10,6.3,0,999.9,0,0.704545454545455
"1211",4,49,10,12.1,0,999.9,0,0.741106719367589
"1212",5,49.3,10,3.2,0,999.9,0,0.724308300395257
"1213",6,51.9,10,10.2,0,999.9,0,0.762845849802372
"1214",7,43.9,10,13.4,0.03,999.9,0,0.670948616600791
"1215",1,44.5,10,5.8,0,999.9,0,0.716403162055336
"1216",2,57.9,10,9.5,0,999.9,0,0.779644268774704
"1217",3,71.7,10,13,0,999.9,0,0.99604743083004
"1218",4,77.2,10,14.8,0,999.9,1,0.779644268774704
"1219",5,65.4,7.7,6.4,0.45,999.9,0,0.733201581027668
"1220",6,67.9,10,14.7,0.19,999.9,0,0.804347826086957
"1221",7,70.7,10,7.1,0,999.9,0,0.843873517786561
"1222",1,63.5,10,8,0,999.9,0,0.706521739130435
"1223",2,60.3,10,5.9,0,999.9,0,0.794466403162055
"1224",3,69.8,10,6,0,999.9,0,0.793478260869565
"1225",4,71.1,9.8,11.3,0,999.9,0,0.782608695652174
"1226",5,66.1,9.8,9.5,0.21,999.9,0,0.769762845849802
"1227",6,53.5,10,12,0.04,999.9,0,0.720355731225296
"1228",7,49.1,7.9,10.5,0.02,999.9,0,0.690711462450593
"1229",1,54.4,8.1,7.1,0.43,999.9,0,0.680830039525692
"1230",2,63.8,8.4,8.3,0.37,999.9,1,0.778656126482213
"1231",3,64,7.2,8.2,0.92,999.9,0,0.734189723320158
"1232",4,62.6,10,5.6,0,999.9,0,0.75
"1233",5,65.2,9.6,5.9,0,999.9,0,0.784584980237154
"1234",6,58.4,10,9.1,0,999.9,0,0.790513833992095
"1235",7,61.1,4.8,5.1,0.03,999.9,0,0.75
"1236",1,51.5,9.2,9.1,0.01,999.9,0,0.75395256916996
"1237",2,54.8,6.4,5.8,0.12,999.9,0,0.705533596837945
"1238",3,60,4,4.3,1.24,999.9,1,0.787549407114625
"1239",4,63.7,8.3,3.2,0.05,999.9,0,0.771739130434783
"1240",5,71.8,10,5.3,0,999.9,0,0.809288537549407
"1241",6,78.5,10,6.6,0,999.9,0,0.794466403162055
"1242",7,78.3,9.1,5.2,0.13,999.9,0,0.842885375494071
"1243",1,83.4,10,4.1,0,999.9,0,0.872529644268775
"1244",2,84.1,10,6.5,0,999.9,0,0.877470355731225
"1245",3,77.7,10,4.6,0,999.9,0,0.863636363636364
"1246",4,77.5,9.9,7.8,0,999.9,0,0.83695652173913
"1247",5,77.7,9.8,9.1,0.22,999.9,0,0.83102766798419
"1248",6,71.1,9.9,8.3,0,999.9,0,1
"1249",7,60.9,10,8.7,0,999.9,0,0.809288537549407
"1250",1,67.5,9.2,10.8,0.54,999.9,0,0.825098814229249
"1251",2,68,10,9.6,0,999.9,0,0.780632411067194
"1252",3,67.2,10,11.2,0,999.9,0,0.743083003952569
"1253",4,63.5,10,7.1,0.01,999.9,0,0.805335968379447
"1254",5,73.8,10,6.4,0.04,999.9,0,0.757905138339921
"1255",6,65.6,10,6.8,0,999.9,0,0.764822134387352
"1256",7,66.5,8.6,4.6,0.28,999.9,0,0.806324110671937
"1257",1,65.5,4.4,5.5,0.29,999.9,1,0.722332015810277
"1258",2,64.1,3.9,8.7,0.1,999.9,0,0.739130434782609
"1259",3,70.6,6.3,6,0,999.9,0,0.783596837944664
"1260",4,75.1,7.5,7,0,999.9,0,0.742094861660079
"1261",5,72.9,10,3.9,0,999.9,0,0.74703557312253
"1262",6,76.6,10,6.7,0,999.9,0,0.829051383399209
"1263",7,82.2,9.5,9,0.63,999.9,0,0.815217391304348
"1264",1,86.3,10,9.3,0,999.9,0,0.819169960474308
"1265",2,86.7,10,11.4,0,999.9,0,0.83498023715415
"1266",3,73.3,9.2,6.6,0.08,999.9,0,0.785573122529644
"1267",4,70.4,9.8,6.3,0.03,999.9,0,0.878458498023715
"1268",5,66.5,4.4,10.6,0.11,999.9,1,0.659090909090909
"1269",6,63.2,6.2,12.3,2.56,999.9,1,0.714426877470356
"1270",7,68.3,8.7,5.4,0.73,999.9,0,0.829051383399209
"1271",1,73.7,10,6.3,0,999.9,0,0.858695652173913
"1272",2,70.1,10,10,0,999.9,0,0.843873517786561
"1273",3,74.9,10,9.7,0,999.9,0,0.785573122529644
"1274",4,73.3,9.1,7.4,0.96,999.9,0,0.816205533596838
"1275",5,76.1,8.5,3.2,0.04,999.9,0,0.812252964426877
"1276",6,83.5,10,8.4,0,999.9,0,0.770750988142292
"1277",7,87.3,10,9.9,0,999.9,0,0.856719367588933
"1278",1,84.9,9.9,11.2,0,999.9,0,0.966403162055336
"1279",2,77.2,10,6.4,0.01,999.9,0,0.849802371541502
"1280",3,78.5,10,6.1,0,999.9,0,0.816205533596838
"1281",4,83.9,9.8,6.9,0,999.9,0,0.819169960474308
"1282",5,80.3,7.8,6.7,0.15,999.9,0,0.83102766798419
"1283",6,74.8,10,11.1,0.52,999.9,0,0.878458498023715
"1284",7,71.7,10,7,0,999.9,0,0.821146245059289
"1285",1,75.6,10,4.7,0,999.9,0,0.815217391304348
"1286",2,80.1,10,7.3,0,999.9,0,0.792490118577075
"1287",3,82.2,10,8.5,0,999.9,0,0.800395256916996
"1288",4,78.3,10,6.7,0,999.9,0,0.728260869565217
"1289",5,79.3,10,7.7,0,999.9,0,0.788537549407115
"1290",6,82.1,10,7.9,0,999.9,0,0.809288537549407
"1291",7,78.3,9.8,5,0.01,999.9,0,0.778656126482213
"1292",1,81,8.7,4.7,0.22,999.9,0,0.802371541501976
"1293",2,83,9.7,4.7,0,999.9,0,0.773715415019763
"1294",3,77,9.9,7.3,0.17,999.9,0,0.736166007905138
"1295",4,72.6,10,7.8,0,999.9,0,0.8300395256917
"1296",5,76.7,10,7.4,0,999.9,0,0.768774703557312
"1297",6,75.7,9.6,11.5,0.01,999.9,0,0.811264822134387
"1298",7,71.5,8.8,10.8,0.52,999.9,0,0.790513833992095
"1299",1,71.6,9,11.9,0.06,999.9,0,0.785573122529644
"1300",2,73.6,10,8.8,0.26,999.9,0,0.83596837944664
"1301",3,75.7,9.6,4.8,0,999.9,0,0.788537549407115
"1302",4,79.1,10,5.5,0,999.9,0,0.798418972332016
"1303",5,77.5,10,8.9,0,999.9,0,0.791501976284585
"1304",6,71.1,10,8.3,0,999.9,0,0.790513833992095
"1305",7,71.9,10,4.8,0,999.9,0,0.797430830039526
"1306",1,72.4,10,4,0,999.9,0,0.766798418972332
"1307",2,72.5,10,5.7,0,999.9,0,0.772727272727273
"1308",3,74.3,10,6.7,0,999.9,0,0.820158102766798
"1309",4,73.7,8.8,5.8,0.01,999.9,0,0.922924901185771
"1310",5,77.7,10,7.8,0.04,999.9,0,0.841897233201581
"1311",6,77.1,9.3,4.9,0,999.9,0,0.880434782608696
"1312",7,83.2,10,7.9,0,999.9,0,0.891304347826087
"1313",1,84.5,10,11.4,0,999.9,0,0.849802371541502
"1314",2,79.3,10,7.1,0.07,999.9,0,0.792490118577075
"1315",3,76.5,8.7,3.9,0.06,999.9,1,0.775691699604743
"1316",4,74.6,8.8,4.2,0.63,999.9,0,0.782608695652174
"1317",5,78.5,10,7.9,0.01,999.9,0,0.758893280632411
"1318",6,77.8,9.7,6.3,0.07,999.9,0,0.846837944664032
"1319",7,78.4,10,6.1,0,999.9,0,0.849802371541502
"1320",1,79.9,10,5.4,0,999.9,0,0.83201581027668
"1321",2,77.9,9.4,4,0,999.9,0,0.813241106719368
"1322",3,80.5,9.5,4.2,0,999.9,0,0.819169960474308
"1323",4,80.2,9.9,6,0,999.9,0,0.786561264822134
"1324",5,77.3,9.4,4.5,0.13,999.9,0,0.827075098814229
"1325",6,75.7,8.8,5.1,0.18,999.9,0,0.800395256916996
"1326",7,76.7,9,7,0.06,999.9,0,0.899209486166008
"1327",1,76.5,10,5.4,0,999.9,0,0.783596837944664
"1328",2,75.8,9.5,9.2,0,999.9,0,0.738142292490119
"1329",3,73.1,8.5,7.3,0.29,999.9,0,0.713438735177866
"1330",4,71.1,9.9,9.2,0.03,999.9,0,0.839920948616601
"1331",5,70.9,10,5.8,0,999.9,0,0.719367588932806
"1332",6,69.2,9.9,8.8,0,999.9,0,0.780632411067194
"1333",7,72.9,6.7,9.1,0.11,999.9,0,0.826086956521739
"1334",1,83.5,8.3,6.8,0.06,999.9,0,0.783596837944664
"1335",2,86.2,9.7,13.8,0,999.9,0,0.814229249011858
"1336",3,83.1,9.9,12.8,0,999.9,0,0.792490118577075
"1337",4,72.2,8.1,7.6,0.84,999.9,0,0.741106719367589
"1338",5,68.5,10,7.5,0.02,999.9,0,0.810276679841897
"1339",6,72.4,10,5.9,0,999.9,0,0.823122529644269
"1340",7,76.9,9.7,9.3,1.07,999.9,0,0.968379446640316
"1341",1,82.3,10,9.9,0.04,999.9,0,0.822134387351779
"1342",2,78.6,9.5,6.5,0.01,999.9,0,0.766798418972332
"1343",3,79.9,10,7.5,0.44,999.9,0,0.809288537549407
"1344",4,83.1,10,10.1,0,999.9,0,0.708498023715415
"1345",5,70.6,8.6,9.7,0.45,999.9,0,0.731225296442688
"1346",6,68.9,9.3,9.7,0.46,999.9,0,0.720355731225296
"1347",7,67.1,10,15.4,0.08,999.9,0,0.780632411067194
"1348",1,65,10,15.3,0,999.9,0,0.656126482213439
"1349",2,66.6,10,9.3,0,999.9,0,0.707509881422925
"1350",3,67.5,9.3,3.4,0,999.9,0,0.683794466403162
"1351",4,68.5,10,5.4,0,999.9,0,0.705533596837945
"1352",5,66.9,10,4.3,0,999.9,0,0.678853754940711
"1353",6,70.6,10,4.6,0,999.9,0,0.859683794466403
"1354",7,70.3,10,5.1,0,999.9,0,0.796442687747036
"1355",1,74.9,9.7,6.8,0,999.9,0,0.809288537549407
"1356",2,79.1,10,3.9,0,999.9,0,0.776679841897233
"1357",3,75.3,9.9,5.3,0,999.9,0,0.728260869565217
"1358",4,71.1,10,8.7,0,999.9,0,0.75197628458498
"1359",5,78.1,8.1,6.6,0,999.9,0,0.819169960474308
"1360",6,78.4,10,14.2,0,999.9,0,0.815217391304348
"1361",7,60.3,10,10.7,0,999.9,0,0.789525691699605
"1362",1,61.2,10,5,0,999.9,0,0.726284584980237
"1363",2,65.1,8.9,6.7,0,999.9,0,0.786561264822134
"1364",3,73.2,8.3,7.7,0.52,999.9,0,0.742094861660079
"1365",4,61.5,10,9.3,0.24,999.9,0,0.742094861660079
"1366",5,59,10,6.1,0,999.9,0,0.699604743083004
"1367",6,58.2,9.9,6.8,0,999.9,0,0.782608695652174
"1368",7,51.2,10,4.9,0.05,999.9,0,0.723320158102767
"1369",1,59.3,9.9,6.8,0.03,999.9,0,0.732213438735178
"1370",2,62.5,9.1,7.1,0.01,999.9,0,0.902173913043478
"1371",3,64.1,8.9,5.6,1.39,999.9,0,0.708498023715415
"1372",4,71.3,9.8,10.9,0.18,999.9,0,0.66798418972332
"1373",5,66.2,9.8,14.8,0.06,999.9,0,0.688735177865613
"1374",6,58.3,7.7,8.3,0.24,999.9,0,0.646245059288538
"1375",7,64.9,6.5,6.9,1.26,999.9,0,0.717391304347826
"1376",1,59.2,9.2,8.6,0.19,999.9,0,0.709486166007905
"1377",2,70.9,6.6,8.2,0.84,999.9,0,0.732213438735178
"1378",3,77.3,10,8,0.12,999.9,0,0.737154150197628
"1379",4,72.9,9.2,10.6,0.09,999.9,1,0.715415019762846
"1380",5,51.3,10,15.3,1.11,999.9,0,0.670948616600791
"1381",6,40.2,9.9,6.9,0,999.9,0,0.696640316205534
"1382",7,41.6,8.9,7.3,0,999.9,0,0.735177865612648
"1383",1,47.9,10,5.3,0,999.9,0,0.693675889328063
"1384",2,44.5,8.8,10.5,0.17,999.9,0,0.696640316205534
"1385",3,44,10,10,0.08,999.9,0,0.659090909090909
"1386",4,47.6,10,10.4,0,999.9,0,0.681818181818182
"1387",5,45.5,10,5.8,0,999.9,0,0.715415019762846
"1388",6,49.1,9.4,9.7,0,999.9,0,0.756916996047431
"1389",7,47.4,10,14.5,0.06,999.9,0,0.795454545454545
"1390",1,38.1,10,8.5,0,999.9,0,0.636363636363636
"1391",2,47.8,10,6.7,0,999.9,0,0.706521739130435
"1392",3,48.6,10,7.7,0,999.9,0,0.727272727272727
"1393",4,44.3,10,3.2,0,999.9,0,0.795454545454545
"1394",5,44.9,10,4.4,0,999.9,0,0.711462450592885
"1395",6,48.9,10,7.3,0,999.9,0,0.819169960474308
"1396",7,49.8,9.9,5.4,0,999.9,0,0.778656126482213
"1397",1,47.7,8.9,10.4,0.14,999.9,0,0.706521739130435
"1398",2,46.9,10,6.3,0.01,999.9,0,0.714426877470356
"1399",3,53.5,9.9,7.1,0,999.9,0,0.755928853754941
"1400",4,55,6.5,7.5,0.81,999.9,0,0.874505928853755
"1401",5,50.7,10,10.1,0.26,999.9,0,0.924901185770751
"1402",6,45.2,10,8.9,0,999.9,0,0.775691699604743
"1403",7,43,10,4.2,0,999.9,0,0.772727272727273
"1404",1,49,8.6,13.3,0.1,999.9,0,0.676877470355731
"1405",2,48.3,9.2,10.3,0.36,999.9,0,0.698616600790514
"1406",3,48.3,7.7,12.8,0.29,999.9,0,0.75395256916996
"1407",4,38.5,10,14.5,0.01,999.9,0,0.676877470355731
"1408",5,35.9,10,5.7,0,999.9,0,0.66699604743083
"1409",6,35,6.8,7.7,0.04,999.9,0,0.709486166007905
"1410",7,25.3,9.9,12.5,0.02,999.9,0,0.643280632411067
"1411",1,33,10,8,0,999.9,0,0.640316205533597
"1412",2,34.5,10,6.5,0,999.9,0,0.678853754940711
"1413",3,25.2,9.7,10.7,0,999.9,0,0.601778656126482
"1414",4,25.8,10,5.2,0,999.9,0,0.631422924901186
"1415",5,32.1,7.5,5.5,0,1.2,1,0.683794466403162
"1416",6,34.2,7.2,10.3,0.08,999.9,0,0.724308300395257
"1417",7,34.8,6.3,5.8,0,999.9,0,0.661067193675889
"1418",1,34.4,8.5,6.4,0.15,999.9,0,0.621541501976285
"1419",2,28.4,9,6.2,0.03,999.9,0,0.631422924901186
"1420",3,32.3,9.4,9.3,0,999.9,0,0.690711462450593
"1421",4,32.6,9.8,10.2,0,999.9,0,0.732213438735178
"1422",5,33.9,9.8,9.2,0,999.9,0,0.534584980237154
"1423",6,40.8,8,10.1,0,999.9,0,0.741106719367589
"1424",7,45.4,8.2,10,0.17,999.9,0,0.688735177865613
"1425",1,39.5,9.8,9.3,0.13,999.9,0,0.567193675889328
"1426",2,31.3,4.6,19.3,0.89,2,1,0.554347826086957
"1427",3,24,9.2,8.9,0.12,2,0,0.629446640316206
"1428",4,22.1,9.5,5.4,0,2,0,0.705533596837945
"1429",5,31,7.7,5.6,0,2,0,0.66699604743083
"1430",6,36.2,6.1,3.4,0,1.2,0,0.742094861660079
"1431",7,38.5,4.4,11.6,0,1.2,0,0.803359683794466
"1432",1,43.4,7.4,7.2,0.85,999.9,1,0.702569169960474
"1433",2,34.8,7.8,12,0.04,999.9,0,0.760869565217391
"1434",3,30.8,10,8.4,0,999.9,0,0.715415019762846
"1435",4,28.3,9.5,9.1,0,999.9,0,0.702569169960474
"1436",5,30.7,9.4,9.3,0,999.9,0,0.710474308300395
"1437",6,21.5,10,7.3,0,999.9,0,0.738142292490119
"1438",7,24.5,10,4.5,0,999.9,0,0.730237154150198
"1439",1,25.1,8.9,2.7,0,999.9,0,0.681818181818182
"1440",2,24,7.5,5.2,0,999.9,0,0.707509881422925
"1441",3,30.5,6.8,7,0,999.9,0,0.66304347826087
"1442",4,36,8.5,10.3,0,999.9,0,0.75
"1443",5,34.3,7.2,5.2,0,999.9,0,0.703557312252964
"1444",6,40.6,1.7,6.4,0.36,999.9,1,0.783596837944664
"1445",7,38.5,5.7,7.5,0.14,999.9,0,0.735177865612648
"1446",1,36.9,7.4,5.8,0,999.9,1,0.741106719367589
"1447",2,35.6,10,6.8,0,999.9,0,0.703557312252964
"1448",3,30.5,9.8,4.5,0,999.9,0,0.706521739130435
"1449",4,40.1,10,9.3,0,999.9,0,0.731225296442688
"1450",5,45.4,7.8,6.4,0,999.9,0,0.778656126482213
"1451",6,36.9,6.2,13.1,0.06,999.9,0,0.791501976284585
"1452",7,31.3,9.9,7.2,0.04,999.9,0,0.75098814229249
"1453",1,34.4,9.1,8.2,0,999.9,0,0.628458498023715
"1454",2,30.3,10,9.8,0,999.9,0,0.601778656126482
"1455",3,35.7,9.8,5.4,0.01,999.9,0,0.442687747035573
"1456",4,36.7,10,2.5,0,999.9,0,0.619565217391304
"1457",5,43.8,8.9,14.2,0,999.9,0,0.619565217391304
"1458",6,43.2,9.1,15.6,0.52,999.9,0,0.716403162055336
"1459",7,29.5,6.5,7.2,0.01,999.9,0,0.687747035573123
"1460",1,27,9.7,10.6,0,999.9,0,0.662055335968379
"1461",2,36.4,6.3,8,0,999.9,0,0.640316205533597
"1462",3,32.6,7.7,9.1,0.66,999.9,0,1
"1463",4,29.5,6.5,6.7,0,999.9,0,0.628846153846154
"1464",5,30.8,9.7,9.8,0,999.9,0,0.723076923076923
"1465",6,37.9,10,8.4,0,999.9,0,0.7375
"1466",7,39.8,10,6.8,0,999.9,0,0.761538461538461
"1467",1,40.2,10,9.5,0,999.9,0,0.638461538461538
"1468",2,45.6,8.8,15.5,0,999.9,0,0.65
"1469",3,42.8,8.2,11.9,0.38,999.9,0,0.673076923076923
"1470",4,23.8,9.6,15,0,999.9,0,0.606730769230769
"1471",5,19.4,10,6.8,0,999.9,0,0.659615384615385
"1472",6,26.7,9.5,4.4,0,999.9,0,0.753846153846154
"1473",7,30.3,5.6,8,0,3.1,1,0.646153846153846
"1474",1,30.3,6.9,13.3,0.07,3.1,0,0.550961538461539
"1475",2,26.2,9.2,7,0,3.1,0,0.610576923076923
"1476",3,26.4,6.5,10.9,0,3.1,0,0.669230769230769
"1477",4,32.4,7.9,8.8,0,2,0,0.672115384615385
"1478",5,31.5,7.5,5.4,0,1.2,0,0.627884615384615
"1479",6,31.5,9,7.9,0,1.2,0,0.641346153846154
"1480",7,27.6,4.7,16.4,0.03,5.9,0,0.5
"1481",1,14.8,7.8,14.5,0.01,5.9,0,0.474038461538462
"1482",2,10.9,8.6,7.9,0,5.9,0,0.533653846153846
"1483",3,20.3,7.7,10.4,0,5.1,0,0.6
"1484",4,31.4,3.7,7.7,0.23,5.1,0,0.635576923076923
"1485",5,17.9,6.8,9.1,0.07,3.9,0,0.583653846153846
"1486",6,2.8,8.9,12.8,0,5.1,0,0.563461538461538
"1487",7,4.6,8.8,6.1,0,5.1,0,0.510576923076923
"1488",1,5.5,8.3,6.3,0.03,5.9,0,0.501923076923077
